FRST_LETTER	voicing	vulcan	variety	pos	croftian_crossling_concepts	fse
n	1	Noshau 	MGV	v.	ACT.CONC	stand (as)
n	1	Noshek 	MGV	n.	OBJ.CONC	conditioner
n	1	Noshtra 	MGV	n.	OBJ.CONC	trait, characteristic
n	1	Nu, Nu' 	MGV	prep.	SITU.MOD	down
n	1	Nu'le 	MGV	adv.	ACT.CONC.MOD	downwards
n	1	Nu'ri|-| 	MGV	adj.	PROP.CONC	young
n	1	Nu-seshan 	MGV	n.	OBJ.CONC	gravity
n	1	Nu-seshan-svitan 	MGV	n.	OBJ.CONC	center of gravity
n	1	Nu-tor 	MGV	v.	ACT.CONC	lower
n	1	Nuf 	MGV	n.	OBJ.CONC	case, event
n	1	Nufau 	MGV	v.	ACT.CONC	offer
n	1	Nuh' 	MGV	adv.	DEG.MOD	too
n	1	Nuhish 	MGV	n.	OBJ.CONC	downward pressure
n	1	Nuhk|-| 	MGV	adj.	PROP.CONC	courteous
n	1	Nuhk'es 	MGV	n.	OBJ.CONC	courtesy
n	1	Nuhs 	MGV	n.	OBJ.CONC	era
n	1	Nuk|-| 	MGV	adj.	PROP.CONC	low
n	1	Nuk-ha'gel-, Nuk-ha'gelik 	MGV	adj.	PROP.CONC	dim
n	1	Nuk-khaf-vihish 	MGV	n.	OBJ.CONC	low blood pressure
n	1	Nuk-mashen 	MGV	n.	OBJ.CONC	low tide
n	1	Nuk-tahmoh-, Nuk-tahmohik 	MGV	adj.	PROP.CONC	low resolution
n	1	Nuk-vihish 	MGV	n.	OBJ.CONC	low pressure
n	1	Nuk-vikuvtra 	MGV	n.	OBJ.CONC	cay, key, low island
n	1	Nukh 	MGV	n.	OBJ.CONC	mode
n	1	Nukuyau 	MGV	v.	ACT.CONC	sit down
n	1	Nulau 	MGV	v.	ACT.CONC	decrease, diminish, suppress
n	1	Numo 	MGV	adj.	PROP.CONC	extremely small, microscopic
n	1	Numo-zan-vel 	MGV	n.	OBJ.CONC	microscope
n	1	Nunau 	MGV	v.	ACT.CONC	fit
n	1	Nup 	MGV	n.	OBJ.CONC	fractal
n	1	Nuralash 	MGV	n.	OBJ.CONC	bass (low frequency sound)
n	1	Nuralash-aboraya 	MGV	n.	OBJ.CONC	bass boost
n	1	Nuralash-vakav'es 	MGV	n.	OBJ.CONC	bass frequency
n	1	Nus 	MGV	n.	OBJ.CONC	parameter
n	1	Nushau 	MGV	v.	ACT.CONC	collapse
n	1	Nushaya 	MGV	n.	OBJ.CONC	collapse
n	1	Nut 	MGV	n.	OBJ.CONC	drop, lowering
n	1	Nuv-tor 	MGV	v.	ACT.CONC	flutter
o	1	Odon 	MGV	n.	OBJ.CONC	treasure
o	1	Odva 	MGV	n.	OBJ.CONC	faith
o	1	Oekon 	MGV	n.	OBJ.CONC	God, the Supreme Being
o	1	Ofereiksu 	MGV	n.	OBJ.CONC	the Creator (i.e.God)
o	1	Og 	MGV	n.	OBJ.CONC	stitch
o	1	Og-elakh 	MGV	n.	OBJ.CONC	thread
o	1	Og-lum 	MGV	n.	OBJ.CONC	needle
o	1	Og-tor 	MGV	v.	ACT.CONC	sew, stitch
o	1	Ogsu 	MGV	n.	OBJ.CONC	seamster, seamstress (general term)
o	1	Oh-leh 	MGV	num.	SELEC.MOD	eighty
o	1	Oh-leh'veh 	MGV	n.	OBJ.CONC	eightieth
o	1	Oh-lehr-, Oh-leh'rak 	MGV	adj.	PROP.CONC	eightieth
o	1	Oh|kuh| 	MGV	num.	SELEC.MOD	eight
o	1	Ohmor 	MGV	n.	OBJ.CONC	epithet
o	1	Ohorssu 	MGV	n.	OBJ.CONC	knight (Terran)
o	1	Ok 	MGV	n.	OBJ.CONC	cam
o	1	Ok-fek 	MGV	n.	OBJ.CONC	camshaft
o	1	Okenelsu 	MGV	n.	OBJ.CONC	knight (Vulcan)
o	1	Olau 	MGV	v.	ACT.CONC	feel
o	1	Oluhk 	MGV	n.	OBJ.CONC	snake
o	1	On 	MGV	pron.	SELEC.MOD	both
o	1	Ooch	anc.	n.	OBJ.CONC	wizard
o	1	Opilsu 	MGV	n.	OBJ.CONC	chef (honoured)
o	1	Opul-, Opulik 	MGV	adj.	PROP.CONC	aware
o	1	Oren-tor 	MGV	v.	ACT.CONC	learn
o	1	Orenau 	MGV	v.	ACT.CONC	study
o	1	Orensu 	MGV	n.	OBJ.CONC	student, pupil
o	1	Orenus 	MGV	n.	OBJ.CONC	course (of study)
o	1	Orfikkel 	anc.	n.	OBJ.CONC	ancestors, forebearers, progenitors
o	1	Ork 	MGV	n.	OBJ.CONC	boom
o	1	Orn-tukh 	MGV	n.	OBJ.CONC	nickel
o	1	Orniaga	anc.	adj.	PROP.CONC	irritated
o	1	Os|-| 	MGV	adj.	PROP.CONC	old, aged
o	1	Oshi 	MGV	n.	OBJ.CONC	shrine
o	1	Oshu'a	anc.	n.	OBJ.CONC	mythological volcano spirit
o	1	Osos'ehtak 	MGV	n.	OBJ.CONC	legend
o	1	Osos'ehtakan-, Osos'ehtakanik 	MGV	adj.	PROP.CONC	legendary
o	1	Osu 	MGV	n.	OBJ.CONC	honored person (can be used for 'sir' or 'madam' in context)
o	1	Ot-lan 	MGV	n.	OBJ.CONC	captain
o	1	Oub 	MGV	n.	OBJ.CONC	firmament
o	1	Oveh 	MGV	n.	OBJ.CONC	saint
o	1	Ovsotu	anc.	v.	ACT.CONC	total
o	1	Ovsotuhl 	MGV	adj.	PROP.CONC	complete, total
o	1	Ovsu 	anc.	n.	OBJ.CONC	total
o	1	Ovulau 	MGV	v.	ACT.CONC	bow
o	1	Oyut 	MGV	n.	OBJ.CONC	custom
o	1	Ozh 	MGV	n.	OBJ.CONC	finger
o	1	Ozh-dukal 	MGV	n.	OBJ.CONC	fist
o	1	Ozhika 	MGV	n.	OBJ.CONC	logic
o	1	Ozhikaik 	MGV	adj.	PROP.CONC	logical
p	0	Pa' 	MGV	prep.	SITU.MOD	around
p	0	Pa'ash|-| 	MGV	adj.	PROP.CONC	flat
p	0	Pa'ash-tor 	MGV	v.	ACT.CONC	flatten
p	0	Pa'shau 	MGV	v.	ACT.CONC	clear
p	0	Pa'tam'al-kelek 	MGV	n.	OBJ.CONC	haunted house
p	0	Pa'tam'au 	MGV	v.	ACT.CONC	haunt
p	0	Pa-tukh 	MGV	n.	OBJ.CONC	gas (oxygen, etc.)
p	0	Pa-tukh-, Pa-tukhik 	MGV	adj.	PROP.CONC	gaseous
p	0	Pabukh-tor 	MGV	v.	ACT.CONC	forgive
p	0	Pabukhu 	MGV	n.	OBJ.CONC	The Forgiven
p	0	Pada-tor 	MGV	v.	ACT.CONC	spin/rotate quickly, turn fast
p	0	Padukau 	MGV	v.	ACT.CONC	roll
p	0	Pafam|-| 	MGV	adj.	PROP.CONC	deficient
p	0	Pagun 	anc.	n.	OBJ.CONC	duel
p	0	Pahth 	MGV	n.	OBJ.CONC	panic
p	0	Pahutau 	MGV	v.	ACT.CONC	agitate
p	0	Pahz 	MGV	n.	OBJ.CONC	lightning
p	0	Paikau 	MGV	v.	ACT.CONC	fluster
p	0	Pak 	MGV	n.	OBJ.CONC	loss
p	0	Pak-tor 	MGV	v.	ACT.CONC	lose
p	0	Pakh 	MGV	n.	OBJ.CONC	stroke
p	0	Pakhaik 	MGV	adj.	PROP.CONC	regular
p	0	Pakhartau 	MGV	v.	ACT.CONC	regulate
p	0	Pakik, Pakal-, Pakalik 	MGV	adj.	PROP.CONC	lost
p	0	Pakuv 	MGV	n.	OBJ.CONC	coil, loop
p	0	Pal 	MGV	n.	OBJ.CONC	age, era
p	0	Palesh-tor 	MGV	v.	ACT.CONC	endure
p	0	Palikau 	MGV	v.	ACT.CONC	begin, commence, start
p	0	Palutunau 	MGV	v.	ACT.CONC	care for, tend, watch over
p	0	Pamashok 	MGV	n.	OBJ.CONC	dike
p	0	Pamutau 	MGV	v.	ACT.CONC	bypass
p	0	Panaz 	MGV	n.	OBJ.CONC	fume
p	0	Panu 	MGV	n.	OBJ.CONC	world
p	0	Paribau 	MGV	v.	ACT.CONC	discuss
p	0	Paribaya 	MGV	n.	OBJ.CONC	discussion
p	0	Pas-, Pasik 	MGV	adj.	PROP.CONC	dull, blunt
p	0	Pash-tor 	MGV	v.	ACT.CONC	trap
p	0	Pashov 	anc.	n.	OBJ.CONC	dolmen
p	0	Pasu 	MGV	n.	OBJ.CONC	table
p	0	Pasutau 	MGV	v.	ACT.CONC	camouflage, disguise
p	0	Patal-tor 	MGV	v.	ACT.CONC	detect
p	0	Patalek 	MGV	n.	OBJ.CONC	detector
p	0	Patalavau 	MGV	v.	ACT.CONC	appraise, evaluate
p	0	Patalavaya 	MGV	n.	OBJ.CONC	appraisal, evaluation
p	0	Patam 	MGV	n.	OBJ.CONC	head
p	0	Patishal-, Patishalik 	MGV	adj.	PROP.CONC	popular
p	0	Patorau 	MGV	v.	ACT.CONC	process
p	0	Patra 	MGV	n.	OBJ.CONC	pool (vehicle, gene, etc.)
p	0	Patuhl-tor 	MGV	v.	ACT.CONC	encase
p	0	Pau 	MGV	n.	OBJ.CONC	corona, halo
p	0	Pauk 	MGV	adj.	PROP.CONC	round
p	0	Pavek 	MGV	n.	OBJ.CONC	event
p	0	Pavesh-tor 	MGV	v.	ACT.CONC	happen, occur
p	0	Pehkau 	MGV	v.	ACT.CONC	stop
p	0	Pekh 	MGV	n.	OBJ.CONC	feces, dung, excrement, manure
p	0	Pel-tar'uk	anc.	n.	OBJ.CONC	a low shrub which produces small, green, edible berries
p	0	Pelakh 	MGV	n.	OBJ.CONC	filament
p	0	Pelal 	MGV	n.	OBJ.CONC	robe
p	0	Pen-, Penik 	MGV	adj.	PROP.CONC	short
p	0	Pen-tor 	MGV	v.	ACT.CONC	shorten, curtail
p	0	Penal-harr 	MGV	adj.	PROP.CONC	bobtail
p	0	Per-ithop	anc.	n.	OBJ.CONC	actor, actress
p	0	Per-tor 	MGV	v.	ACT.CONC	act
p	0	Pes-, Pesik 	MGV	adj.	PROP.CONC	firm
p	0	Pev 	anc.	n.	OBJ.CONC	mat
p	0	Pi, Pi' 	MGV	adj.	PROP.CONC	small, little
p	0	Pi'dayek 	MGV	n.	OBJ.CONC	rotor
p	0	Pi'dayek-hashek 	MGV	n.	OBJ.CONC	gyrocopter
p	0	Pi'gal 	MGV	n.	OBJ.CONC	particle
p	0	Pi'kahr 	MGV	n.	OBJ.CONC	village, hamlet, settlement
p	0	Pi'maat 	MGV	n.	OBJ.CONC	family
p	0	Pi'mashali 	MGV	n.	OBJ.CONC	boat
p	0	Pi'math 	MGV	n.	OBJ.CONC	saucer
p	0	Pi'nafek 	MGV	n.	OBJ.CONC	gland
p	0	Pi'sukhlop 	MGV	n.	OBJ.CONC	figurine, statuette
p	0	Pi'tenkan	MGV	n.	OBJ.CONC	embryo
p	0	Pi'wakru 	MGV	n.	OBJ.CONC	minute
p	0	Pid|-| 	MGV	adj.	PROP.CONC	high
p	0	Pid-khaf-vihish 	MGV	n.	OBJ.CONC	high blood pressure, hypertension
p	0	Pid-mashen 	MGV	n.	OBJ.CONC	high tide
p	0	Pid-shal|tra| 	MGV	n.	OBJ.CONC	highland(s)
p	0	Pid-tahmoh-, Pid-tahmohik 	MGV	adj.	PROP.CONC	high resolution
p	0	Pid-vihish 	MGV	n.	OBJ.CONC	high pressure
p	0	Pidek 	MGV	n.	OBJ.CONC	height
p	0	Pidesh 	anc.	v.	ACT.CONC	exert
p	0	Pidvalu 	MGV	n.	OBJ.CONC	hyperbola
p	0	Pih-saya 	MGV	n.	OBJ.CONC	gamma radiation
p	0	Pih-zehllar 	MGV	n.	OBJ.CONC	gamma rays
p	0	Pihl 	MGV	n.	OBJ.CONC	quark
p	0	Pihlora 	MGV	n.	OBJ.CONC	'pyllora', counselor, guide
p	0	Pil-tor 	MGV	v.	ACT.CONC	prepare food (for eating)
p	0	Pilash 	MGV	n.	OBJ.CONC	river
p	0	Pilsu 	MGV	n.	OBJ.CONC	food preparer, cook, chef
p	0	Pim-tukh 	MGV	n.	OBJ.CONC	lithium
p	0	Pinkau 	MGV	v.	ACT.CONC	earn
p	0	Pishek 	MGV	n.	OBJ.CONC	steel
p	0	Pitoh 	MGV	n.	OBJ.CONC	note
p	0	Piyah|-| 	MGV	adj.	PROP.CONC	ripe
p	0	Pla'dor 	MGV	n.	OBJ.CONC	back
p	0	Pla'rak 	MGV	adv.	ACT.CONC.MOD	backward(s)
p	0	Pla-kur 	MGV	adj.	PROP.CONC	blue
p	0	Pla-tor 	MGV	v.	ACT.CONC	back up, to go in reverse
p	0	Pla-tukh 	MGV	n.	OBJ.CONC	cobalt
p	0	Plak-tau	anc.	n.	OBJ.CONC	plak tow', Vulcan 'blood fever'
p	0	Plan 	MGV	n.	OBJ.CONC	backing up, reversal
p	0	Plat 	MGV	n.	OBJ.CONC	spine
p	0	Plathau 	MGV	v.	ACT.CONC	consummate
p	0	Plesh-tor 	MGV	v.	ACT.CONC	crush
p	0	Pliflau 	MGV	v.	ACT.CONC	condemn
p	0	Plik 	MGV	n.	OBJ.CONC	advantage
p	0	Plis-tor 	MGV	v.	ACT.CONC	glide
p	0	Plisek 	MGV	n.	OBJ.CONC	glider
p	0	Plokh 	MGV	n.	OBJ.CONC	delusion
p	0	Plom	anc.	n.	OBJ.CONC	vegetable
p	0	Plom-bah-ker 	MGV	n.	OBJ.CONC	vegetable garden
p	0	Plomik 	MGV	adj.	PROP.CONC	'plomeek', vegetable
p	0	Plomik shur 	MGV	n.	OBJ.CONC	plomeek soup, vegetable soup
p	0	Pluhk 	MGV	n.	OBJ.CONC	vomit
p	0	Po 	MGV	adv.	PREDIC.MOD	why
p	0	Po' 	MGV	prep.	SITU.MOD	after
p	0	Po-wak 	MGV	n.	OBJ.CONC	aftermath
p	0	Pohl|-| 	MGV	adv.	SELEC.MOD	several
p	0	Pohshau 	MGV	v.	ACT.CONC	shoot
p	0	Pohshek 	MGV	n.	OBJ.CONC	firearm, gun
p	0	Pok 	MGV	adj.	PROP.CONC	ready
p	0	Pol-tor 	MGV	v.	ACT.CONC	fry
p	0	Pon farr	anc.	n.	OBJ.CONC	'mating time'
p	0	Pon-to-fa	anc.	n.	OBJ.CONC	estrus, 'heat'
p	0	Pon-tor 	MGV	v.	ACT.CONC	mate
p	0	Poprah 	MGV	v.	ACT.CONC	receive
p	0	Poshaht-, Poshahtik 	MGV	adj.	PROP.CONC	eventual
p	0	Potau 	MGV	v.	ACT.CONC	keep
p	0	Potun-tor 	MGV	v.	ACT.CONC	sustain
p	0	Praduk 	MGV	n.	OBJ.CONC	front
p	0	Prahk'es 	MGV	n.	OBJ.CONC	ecstasy
p	0	Pral 	MGV	n.	OBJ.CONC	wave
p	0	Prash 	MGV	n.	OBJ.CONC	mucus
p	0	Praskul-, Praskulik 	MGV	adj.	PROP.CONC	flamboyant
p	0	Prel 	MGV	n.	OBJ.CONC	bliss
p	0	Prel-bosh 	MGV	adj.	PROP.CONC	blissful
p	0	Pris-tor 	MGV	v.	ACT.CONC	braid
p	0	Psal-tukh 	MGV	n.	OBJ.CONC	strontium
p	0	Psau 	MGV	v.	ACT.CONC	seek
p	0	Pseth|-| 	MGV	adj.	PROP.CONC	dry
p	0	Pseth-wak 	MGV	n.	OBJ.CONC	drought
p	0	Pstha 	MGV	v.	ACT.CONC	search, look for
p	0	Psthan 	MGV	n.	OBJ.CONC	search, quest
p	0	Pstheran 	MGV	n.	OBJ.CONC	cliche
p	0	Pthak 	MGV	n.	OBJ.CONC	fear, phobia
p	0	Pu'a 	MGV	n.	OBJ.CONC	fairy
p	0	Pu'gal 	MGV	n.	OBJ.CONC	baryon
p	0	Pu'olu 	MGV	n.	OBJ.CONC	genie
p	0	Pu'ulidau 	MGV	v.	ACT.CONC	to be marked
p	0	Pu-tor 	MGV	v.	ACT.CONC	clean
p	0	Pudatau 	MGV	v.	ACT.CONC	to be propelled
p	0	Pudor-tor 	MGV	v.	ACT.CONC	to be honored
p	0	Pudva-tor 	MGV	v.	ACT.CONC	to be to believed
p	0	Pudvel-tor 	MGV	v.	ACT.CONC	to be chosen
p	0	Pufai-tor 	MGV	v.	ACT.CONC	to be known
p	0	Pufas-tor 	MGV	v.	ACT.CONC	to be cooked
p	0	Pufulag-tor 	MGV	v.	ACT.CONC	to be lead
p	0	Puhku 	MGV	n.	OBJ.CONC	amber, succinite
p	0	Puhnk 	MGV	n.	OBJ.CONC	crust
p	0	Puhsh 	MGV	n.	OBJ.CONC	foam, froth, spume
p	0	Puk-tor 	MGV	v.	ACT.CONC	fight
p	0	Pukilko-tor 	MGV	v.	ACT.CONC	to be answered
p	0	Pula'tusa 	MGV	v.	ACT.CONC	to be mourned
p	0	Pulau 	MGV	v.	ACT.CONC	reach
p	0	Pulayau 	MGV	v.	ACT.CONC	to be present
p	0	Pulu-kur 	MGV	adj.	PROP.CONC	lavender
p	0	Puma 	MGV	v.	ACT.CONC	to be owned
p	0	Pumeskarau 	MGV	v.	ACT.CONC	to be held
p	0	Puna'shau 	MGV	v.	ACT.CONC	to be greeted
p	0	Punaf-tor 	MGV	v.	ACT.CONC	to be linked
p	0	Punar-tor 	MGV	v.	ACT.CONC	to be accepted
p	0	Punekwitau 	MGV	v.	ACT.CONC	to be forced
p	0	Pupak-tor 	MGV	v.	ACT.CONC	to be lost
p	0	Pupol-tor 	MGV	v.	ACT.CONC	to be fried
p	0	Puragtau 	MGV	v.	ACT.CONC	to be introduced
p	0	Purubai 	MGV	v.	ACT.CONC	to be changed
p	0	Pusaganau 	MGV	v.	ACT.CONC	to be dispersed
p	0	Pushau 	MGV	v.	ACT.CONC	to be broken
p	0	Puskau-tor 	MGV	v.	ACT.CONC	to be digested
p	0	Puspusau 	MGV	v.	ACT.CONC	to be launched
p	0	Pustau 	MGV	v.	ACT.CONC	to be killed
p	0	Pusvik-tor 	MGV	v.	ACT.CONC	to be betrayed
p	0	Putal-tor 	MGV	v.	ACT.CONC	to be found
p	0	Putan-tor 	MGV	v.	ACT.CONC	to be given
p	0	Putanovau 	MGV	v.	ACT.CONC	to be equipped
p	0	Putash-tor 	MGV	v.	ACT.CONC	to be controlled
p	0	Putaurau 	MGV	v.	ACT.CONC	to be amazed
p	0	Puterish-tor 	MGV	v.	ACT.CONC	to be combined
p	0	Putesha 	MGV	v.	ACT.CONC	to be awed
p	0	Puthakau 	MGV	v.	ACT.CONC	to be focused
p	0	Puthrap-tor 	MGV	v.	ACT.CONC	to be offended
p	0	Putrefei 	MGV	v.	ACT.CONC	to be martyred
p	0	Putumau 	MGV	v.	ACT.CONC	to be programmed
p	0	Putus-tor 	MGV	v.	ACT.CONC	to be loaded
p	0	Puv 	MGV	n.	OBJ.CONC	swelling
p	0	Puv-tor 	MGV	v.	ACT.CONC	swell
p	0	Puvinem-tor 	MGV	v.	ACT.CONC	to be assimilated
p	0	Puyem-tor 	MGV	v.	ACT.CONC	to be fed
p	0	Puyik 	MGV	adj.	PROP.CONC	clean
p	0	Puzehl-tor 	MGV	v.	ACT.CONC	to be aligned
p	0	Puzhu-tor 	MGV	v.	ACT.CONC	to be heard
r	1	Ra 	MGV	adj.	SELEC.MOD	what
r	1	Raal 	MGV	n.	OBJ.CONC	a region on Vulcan
r	1	Rada-tor 	MGV	v.	ACT.CONC	spin (yarn, a web, etc.)
r	1	Radet 	MGV	n.	OBJ.CONC	bushing
r	1	Raf-, Rafik 	MGV	adj.	PROP.CONC	electric(al)
r	1	Raf-a'rak|-| 	MGV	adj.	PROP.CONC	electropositive
r	1	Raf-ar'kada-, Raf-ar'kadaik 	MGV	adj.	PROP.CONC	electronic
r	1	Raf-ar'kada-dvelek 	MGV	adj.	PROP.CONC	electronic switch
r	1	Raf-ar'kada-ha'wein 	MGV	n.	OBJ.CONC	electronic shutter (camera)
r	1	Raf-ar'kada-kahat 	MGV	n.	OBJ.CONC	electronic flash
r	1	Raf-ar'kada-sakat 	MGV	n.	OBJ.CONC	electronic mail (e-mail)
r	1	Raf-ar'kada-sutauk 	MGV	n.	OBJ.CONC	electronics bay
r	1	Raf-ar'kada-tash 	MGV	n.	OBJ.CONC	electronic control
r	1	Raf-ar'kada-tehnokatlar 	MGV	n.	OBJ.CONC	electronic countermeasures (ECM)
r	1	Raf-ar'kada-tvelkaun 	MGV	n.	OBJ.CONC	electronic tuning
r	1	Raf-ar'kada-vellar 	MGV	n.	OBJ.CONC	electronics (equipment)
r	1	Raf-ar'kada-viralashek 	MGV	n.	OBJ.CONC	electronic microphone
r	1	Raf-ar'kada-yonan 	MGV	n.	OBJ.CONC	electronic ignition
r	1	Raf-dataya 	MGV	n.	OBJ.CONC	electric propulsion
r	1	Raf-dvun-nekwitaya 	MGV	n.	OBJ.CONC	electromotive force
r	1	Raf-dvun-tal 	MGV	n.	OBJ.CONC	electrokinetics
r	1	Raf-elakh 	MGV	n.	OBJ.CONC	electric(al) wire
r	1	Raf-falek-, Raf-falekik 	MGV	adj.	PROP.CONC	electrothermal
r	1	Raf-gasu 	MGV	n.	OBJ.CONC	electric flux
r	1	Raf-glayek 	MGV	n.	OBJ.CONC	electric eye
r	1	Raf-ha'gelek 	MGV	n.	OBJ.CONC	electric light
r	1	Raf-khrasaya 	MGV	n.	OBJ.CONC	electrical discharge
r	1	Raf-kolaya 	MGV	n.	OBJ.CONC	electric(al) shock
r	1	Raf-kus-vakh 	MGV	n.	OBJ.CONC	electric bell
r	1	Raf-meil-tal 	MGV	n.	OBJ.CONC	electrochemistry
r	1	Raf-mish-tal 	MGV	n.	OBJ.CONC	electrical engineering
r	1	Raf-mishu 	MGV	n.	OBJ.CONC	electric motor
r	1	Raf-nala 	MGV	n.	OBJ.CONC	electrocyte
r	1	Raf-natya-thonek 	MGV	n.	OBJ.CONC	electrometer
r	1	Raf-nifau 	MGV	v.	ACT.CONC	electrolyze
r	1	Raf-nifaya 	MGV	n.	OBJ.CONC	electrolysis
r	1	Raf-seshan-dvelek 	MGV	n.	OBJ.CONC	electromagnetic switch
r	1	Raf-seshan-ferek 	MGV	n.	OBJ.CONC	electromagnetic generator
r	1	Raf-seshan-kebi 	MGV	n.	OBJ.CONC	electromagnetic unit
r	1	Raf-seshan-pral 	MGV	n.	OBJ.CONC	electromagnetic wave
r	1	Raf-seshan-sagaya 	MGV	n.	OBJ.CONC	electromagnetic pulse (EMP)
r	1	Raf-seshan-saya 	MGV	n.	OBJ.CONC	electromagnetic radiation
r	1	Raf-seshan-vel 	MGV	n.	OBJ.CONC	electromagnet
r	1	Raf-seshan-vimevilaya 	MGV	n.	OBJ.CONC	electromagnetic induction
r	1	Raf-seshan-vohrayek 	MGV	n.	OBJ.CONC	electromagnetic brake
r	1	Raf-seshan-vunai 	MGV	n.	OBJ.CONC	electromagnetic field (EMF)
r	1	Raf-slaun 	MGV	n.	OBJ.CONC	electroplating
r	1	Raf-spa'es 	MGV	n.	OBJ.CONC	electrical conductivity
r	1	Raf-tepul 	MGV	n.	OBJ.CONC	electrical power, electricity
r	1	Raf-tepul-sagan 	MGV	n.	OBJ.CONC	electrical power distribution
r	1	Raf-tor-velsu 	MGV	n.	OBJ.CONC	electrician
r	1	Raf-toranu-masu 	MGV	n.	OBJ.CONC	electrodynamic fluid
r	1	Raf-u'rak|-| 	MGV	n.	OBJ.CONC	electronegative
r	1	Raf-yontaya 	MGV	n.	OBJ.CONC	electric(al) burn
r	1	Rafanitra 	MGV	n.	OBJ.CONC	bus
r	1	Rafau 	MGV	v.	ACT.CONC	electrify
r	1	Rafaya 	MGV	n.	OBJ.CONC	electrification
r	1	Rafostau 	MGV	v.	ACT.CONC	electrocute
r	1	Rafostaya 	MGV	n.	OBJ.CONC	electrocution
r	1	Ragel-tor 	MGV	v.	ACT.CONC	meet
r	1	Ragelan 	MGV	n.	OBJ.CONC	meeting
r	1	Ragtau 	MGV	v.	ACT.CONC	introduce
r	1	Ragtaya 	MGV	n.	OBJ.CONC	introduction
r	1	Rahm 	MGV	n.	OBJ.CONC	thunder
r	1	Rai 	MGV	interj.	interjection	no (opposite of 'yes')
r	1	Rak 	MGV	n.	OBJ.CONC	position
r	1	Rak-tukh 	MGV	n.	OBJ.CONC	boron
r	1	Rakusau 	MGV	v.	ACT.CONC	sting
r	1	Ral|-| 	MGV	adj.	PROP.CONC	loud
r	1	Ral'es 	MGV	n.	OBJ.CONC	volume, loudness
r	1	Rala 	MGV	n.	OBJ.CONC	wing
r	1	Ralash 	MGV	n.	OBJ.CONC	noise, sound
r	1	Ralash-bosh 	MGV	adj.	PROP.CONC	noisy
r	1	Ralash-fam 	MGV	adj.	PROP.CONC	silent
r	1	Ralash-tal 	MGV	n.	OBJ.CONC	acoustics
r	1	Ralash-tanaf 	MGV	n.	OBJ.CONC	music
r	1	Ralash-tanafsu 	MGV	n.	OBJ.CONC	musician
r	1	Ram-, Ramik 	MGV	adj.	PROP.CONC	classical
r	1	Ran-, Ranik 	MGV	adj.	PROP.CONC	nice
r	1	Ran-pleth	anc.	n.	OBJ.CONC	revenge
r	1	Ran-tor 	MGV	v.	ACT.CONC	avenge, take revenge
r	1	Ranau 	MGV	v.	ACT.CONC	train
r	1	Ranaya 	MGV	n.	OBJ.CONC	training
r	1	Ras|-| 	MGV	adj.	PROP.CONC	heavy
r	1	Ras-tukh 	MGV	n.	OBJ.CONC	lead (metal)
r	1	Rasahkos|-|	anc.	adj.	PROP.CONC	bad
r	1	Raskwul 	MGV	n.	OBJ.CONC	bash(ing)
r	1	Raskwul-tor 	MGV	v.	ACT.CONC	bash
r	1	Raspiis 	MGV	n.	OBJ.CONC	curse
r	1	Rau-nol 	MGV	n.	OBJ.CONC	refuge, shelter
r	1	Rau-tor 	MGV	v.	ACT.CONC	shelter, provide refuge
r	1	Raul 	MGV	n.	OBJ.CONC	tool
r	1	Ravot 	MGV	n.	OBJ.CONC	insect, bug
r	1	Razh 	MGV	n.	OBJ.CONC	hole, pit
r	1	Razhen 	MGV	n.	OBJ.CONC	ulcer
r	1	Razhil 	MGV	n.	OBJ.CONC	excavation
r	1	Razhil-tor 	MGV	v.	ACT.CONC	excavate
r	1	Redzh-, Redzhik 	MGV	adj.	PROP.CONC	mild
r	1	Reh-leh 	MGV	num.	SELEC.MOD	thirty
r	1	Reh-leh'veh 	MGV	n.	OBJ.CONC	thirtieth
r	1	Reh-lehr-, Reh-leh'rak 	MGV	adj.	PROP.CONC	thirtieth
r	1	Rehek 	MGV	n.	OBJ.CONC	trio
r	1	Reh|kuh| 	MGV	num.	SELEC.MOD	three
r	1	Rehr-, Reh'rak 	MGV	adj.	PROP.CONC	third
r	1	Rekun 	MGV	n.	OBJ.CONC	pyramid
r	1	Reldai	anc.	n.	OBJ.CONC	female religious leader, ruler or princess
r	1	Relen	anc.	n.	OBJ.CONC	a plant made into a tea
r	1	Relk 	MGV	n.	OBJ.CONC	cupola
r	1	Relkoh 	MGV	n.	OBJ.CONC	oath
r	1	Renkup'es 	MGV	n.	OBJ.CONC	skill
r	1	Renyut 	MGV	n.	OBJ.CONC	way (skill, type)
r	1	Reshan 	MGV	n.	OBJ.CONC	anger, rage
r	1	Reshnek 	MGV	adj.	PROP.CONC	angry, enraged
r	1	Ret 	MGV	n.	OBJ.CONC	space (room)
r	1	Ri 	MGV	adv.	ACT.CONC.MOD	not
r	1	Ri'el 	MGV	pron.	OBJ.CONC	nothing
r	1	Rifainuk 	MGV	adj.	PROP.CONC	unknown
r	1	Rigath|-| 	MGV	adj.	PROP.CONC	benign
r	1	Rigishuk 	MGV	adj.	PROP.CONC	unexpected
r	1	Rihag-, Rihagik 	MGV	adj.	PROP.CONC	difficult, hard, not easy
r	1	Rihamau 	MGV	v.	ACT.CONC	check, verify
r	1	Rihansu 	MGV	n.	OBJ.CONC	Romulan
r	1	Riherik 	MGV	adj.	PROP.CONC	unsuitable
