"FRST_LETTER"	"vulcan"	"pronunciation"	"fse"
"2173"	"n"	"Navau"	""	"succeed"
"2174"	"n"	"Navun "	"- '/"	"success"
"2175"	"n"	"Navyasik"	""	"anxious"
"2176"	"n"	"Nayik"	""	"avid, eager"
"2177"	"n"	"Nazh|-kap|"	""	"gain<ca>(n.)<ca>"
"2178"	"n"	"Nazh-tor"	""	"gain<ca>(v.)"
"2179"	"n"	"Ne'--(prep.)ï¿½"	""	"below, beneath, under"
"2180"	"n"	"Ne'rak(adv.)"	" '-/"	"underneath, beneath"
"2181"	"n"	"Ne-kaluk"	""	"earlobe"
"2182"	"n"	"Ne-kar "	" '-/"	"forearm"
"2183"	"n"	"Ne-koshtri'es"	""	"ethnicity"
"2184"	"n"	"Ne-koshtri-svitanik"	""	"ethnocentric"
"2185"	"n"	"Ne-koshtri-tal"	""	"ethnology<ca>(study)"
"2186"	"n"	"Ne-lan "	" '-/"	"cadet, trainee"
"2187"	"n"	"Ne-mal "	" '-/"	"shin"
"2188"	"n"	"Ne-shal"	""	"basement"
"2189"	"n"	"Ne-tuhlek"	""	"belly tank"
"2190"	"n"	"Ned"	""	"dough"
"2191"	"n"	"Nef"	""	"shelf, terrace"
"2192"	"n"	"Nehau "	"- '/"	"decay, rot<ca>(v.)"
"2193"	"n"	"Nehg "	"_/"	"belly<ca>(n.)"
"2194"	"n"	"Nei"	""	"seed<ca>(n.)"
"2195"	"n"	"Neikau"	""	"defeat, vanquish"
"2196"	"n"	"Neis-tor"	""	"deplete, use up"
"2197"	"n"	"Nek"	""	"squad, patrol, scouting party"
"2198"	"n"	"Nekwitaya"	""	"force<ca>(n.)"
"2199"	"n"	"Nel-, Nelik"	""	"main<ca>(adj.)"
"2200"	"n"	"Nel-dath "	"- '/"	"pattern"
"2201"	"n"	"Nelka "	" '-/"	"pedestal, display stand"
"2202"	"n"	"Nem-tor"	""	"take<ca>(v.)"
"2203"	"n"	"Nemashau"	""	"dehydrate"
"2204"	"n"	"Nemashaya"	""	"dehydration"
"2205"	"n"	"Nemasu-, Nemasuyik"	""	"underwater, undersea, submarine, subsea"
"2206"	"n"	"Nemut "	"- '/"	"enemy"
"2207"	"n"	"Nen"	""	"base, foot, foundation"
"2208"	"n"	"Nen-, Nenik"	""	"basal, basic, fundamental"
"2209"	"n"	"Nen-dukal"	""	"baseball<ca>(the ball)"
"2210"	"n"	"Nen-dukal-torvukh"	""	"baseball<ca>(the sport)"
"2211"	"n"	"Nen-kas-tukh"	""	"cellulose"
"2212"	"n"	"Nen-kebi"	""	"base unit, fundamental unit"
"2213"	"n"	"Nen-pi'gal"	""	"fundamental particle"
"2214"	"n"	"Nen-shid"	""	"basic form, fundamental form"
"2215"	"n"	"Nen-shif"	""	"base pair"
"2216"	"n"	"Nen-tin"	""	"base level"
"2217"	"n"	"Nen-torektra"	""	"basic system, fundamental system"
"2218"	"n"	"Nen-travek"	""	"base group, fundamental group"
"2219"	"n"	"Nen-vukharat"	""	"base vector"
"2220"	"n"	"Nen-vukhut"	""	"basal body"
"2221"	"n"	"Nen-vulu"	""	"base angle"
"2222"	"n"	"Nen-weltralar"	""	"basal ganglia"
"2223"	"n"	"Nen-zehl"	""	"baseline"
"2224"	"n"	"Nenam-tor"	""	"to be based on"
"2225"	"n"	"Nenem-tor"	""	"deduct"
"2226"	"n"	"Nenikau"	""	"support<ca>(v.)"
"2227"	"n"	"Nentu"	""	"frame<ca>(n.)"
"2228"	"n"	"Ner-, Nerik"	""	"dependent"
"2229"	"n"	"Nerau "	"- '/"	"depend"
"2230"	"n"	"Nerek|-| "	" '-/"	"dependable"
"2231"	"n"	"Neruk-, Nerukik"	""	"humble<ca>(adj.)"
"2232"	"n"	"Nes"	""	"drop<ca>(n., in temperature, etc.)"
"2233"	"n"	"Nesh"	""	"cut<ca>(n.)"
"2234"	"n"	"Nesh-kur"	""	"black"
"2235"	"n"	"Nesh-kurau"	""	"blacken"
"2236"	"n"	"Nesh-tor"	""	"cut<ca>(v.)"
"2237"	"n"	"Nesh-tukh"	""	"iodine"
"2238"	"n"	"Neshek "	" '-/"	"cutter<ca>(device)"
"2239"	"n"	"Neshuhk "	"- ', - '/"	"parasite"
"2240"	"n"	"Net"	""	"scab<ca>(n.)"
"2241"	"n"	"Netikidau"	""	"reduce"
"2242"	"n"	"Nev-kur"	""	"maroon<ca>(color)"
"2243"	"n"	"Nevasa - "	"--ï¿½- 'ï¿½ï¿½-ï¿½ï¿½/ï¿½(anc.)ï¿½"	"a name for the Vulcan system's sun"
"2244"	"n"	"Nezhak "	"- '/"	"chaos"
"2245"	"n"	"Ni"	""	"so, such a"
"2246"	"n"	"Ni-prazh--(anc.)ï¿½"	""	"stoic, displaying no emotion(s)"
"2247"	"n"	"Nifauli|-|"	""	"bizarre<ca>(adj.)"
"2248"	"n"	"Niht "	"/"	"cousin<ca>(general term)"
"2249"	"n"	"Nik'el"	""	"convoy, caravan"
"2250"	"n"	"Nikh--(anc.)ï¿½"	""	"eye<ca>(n., obs.)"
"2251"	"n"	"Nis-tor"	""	"test<ca>(v.)"
"2252"	"n"	"Nisan"	""	"test<ca>(n.)"
"2253"	"n"	"Nisau"	""	"probe, test thoroughly, examine in detail, analyze"
"2254"	"n"	"Nodolaya"	""	"fixation<ca>(chem.)"
"2255"	"n"	"Nohv "	"_/"	"meld<ca>(n.)"
"2256"	"n"	"Nok"	""	"concrete<ca>(material); b_ton"
"2257"	"n"	"Nol-tukh"	""	"carbon"
"2258"	"n"	"Nom--(NGS)ï¿½"	""	"the philosophical concept of \"all\""
"2259"	"n"	"Nop"	""	"card<ca>(n.)"
"2260"	"n"	"Norn-la-hal--(NGS)ï¿½"	""	"status change from child to adult"
"2261"	"n"	"Nosahp"	""	"amount"
"2262"	"n"	"Nosh"	""	"state, condition<ca>(n.)"
"2263"	"n"	"Nosh-nisaklar"	""	"diagnostics"
"2264"	"n"	"Nosh-satilau"	""	"diagnose"
"2265"	"n"	"Nosh-satilaya"	""	"diagnosis"
"2266"	"n"	"Nosh-tor"	""	"condition<ca>(v.)"
"2267"	"n"	"Noshau"	""	"stand<ca>(v., as, for, etc.)"
"2268"	"n"	"Noshek "	" '-/"	"conditioner<ca>(device)"
"2269"	"n"	"Noshtra "	" '-/"	"trait, characteristic"
"2270"	"n"	"Nu, Nu'"	""	"down"
"2271"	"n"	"Nu'le"	""	"downwards"
"2272"	"n"	"Nu'ri|-| "	"- '/"	"young<ca>(adj.)"
"2273"	"n"	"Nu-seshan"	""	"gravity"
"2274"	"n"	"Nu-seshan-svitan"	""	"center of gravity"
"2275"	"n"	"Nu-tor"	""	"lower<ca>(v.), drop<ca>(v., as in temperature)"
"2276"	"n"	"Nuf"	""	"case, event"
"2277"	"n"	"Nufau"	""	"offer<ca>(v.)"
"2278"	"n"	"Nuh'"	""	"too<ca>(adv.)"
"2279"	"n"	"Nuhish"	""	"downward pressure"
"2280"	"n"	"Nuhk|-|"	""	"courteous"
"2281"	"n"	"Nuhk'es"	""	"courtesy"
"2282"	"n"	"Nuhs "	",/"	"era"
"2283"	"n"	"Nuk|-|"	""	"low<ca>(adj.)"
"2284"	"n"	"Nuk-ha'gel-, Nuk-ha'gelik"	""	"dim<ca>(adj.)"
"2285"	"n"	"Nuk-khaf-vihish"	""	"low blood pressure"
"2286"	"n"	"Nuk-mashen"	""	"low tide"
"2287"	"n"	"Nuk-tahmoh-, Nuk-tahmohik"	""	"low resolution<ca>(adj.)"
"2288"	"n"	"Nuk-vihish"	""	"low pressure<ca>(meteor.)"
"2289"	"n"	"Nuk-vikuvtra"	""	"cay, key, low island"
"2290"	"n"	"Nukh"	""	"mode"
"2291"	"n"	"Nukuyau "	"-- '/"	"sit down"
"2292"	"n"	"Nulau "	"- '/"	"decrease, diminish, suppress"
"2293"	"n"	"Numo"	""	"extremely small, microscopic"
"2294"	"n"	"Numo-zan-vel"	""	"microscope"
"2295"	"n"	"Nunau "	"- '/"	"fit<ca>(v.)"
"2296"	"n"	"Nup"	""	"fractal"
"2297"	"n"	"Nuralash"	""	"bass<ca>(low frequency sound)"
"2298"	"n"	"Nuralash-aboraya"	""	"bass boost"
"2299"	"n"	"Nuralash-vakav'es"	""	"bass frequency"
"2300"	"n"	"Nus"	""	"parameter"
"2301"	"n"	"Nushau "	"- '/"	"collapse<ca>(v.)"
"2302"	"n"	"Nushaya"	""	"collapse<ca>(n.)"
"2303"	"n"	"Nut"	""	"drop, lowering"
"2304"	"n"	"Nuv-tor"	""	"flutter<ca>(v.)"
"2305"	"o"	"Odon "	" '-/"	"treasure<ca>(n.)"
"2306"	"o"	"Odva "	" '-/"	"faith"
"2307"	"o"	"Oekon"	""	"God, the Supreme Being"
"2308"	"o"	"Ofereiksu"	""	"the Creator,<ca>ie.<ca>God"
"2309"	"o"	"Og"	""	"stitch<ca>(n.)"
"2310"	"o"	"Og-elakh"	""	"thread"
"2311"	"o"	"Og-lum"	""	"needle"
"2312"	"o"	"Og-tor"	""	"sew, stitch<ca>(v.)"
"2313"	"o"	"Ogsu"	""	"seamster, seamstress<ca>(general term)"
"2314"	"o"	"Oh-leh"	""	"eighty"
"2315"	"o"	"Oh-leh'veh"	""	"eightieth<ca>(n.)"
"2316"	"o"	"Oh-lehr-, Oh-leh'rak"	""	"eightieth<ca>(adj.)"
"2317"	"o"	"Oh|kuh|"	""	"eight"
"2318"	"o"	"Ohmor "	" ' _ -/"	"epithet"
"2319"	"o"	"Ohorssu"	""	"knight<ca>(Terran)"
"2320"	"o"	"Ok"	""	"cam"
"2321"	"o"	"Ok-fek"	""	"camshaft"
"2322"	"o"	"Okenelsu"	""	"knight<ca>(Vulcan)"
"2323"	"o"	"Olau "	"- '/"	"feel<ca>(v.)"
"2324"	"o"	"Oluhk"	""	"snake"
"2325"	"o"	"On"	""	"both"
"2326"	"o"	"Ooch--(anc.)ï¿½"	""	"wizard"
"2327"	"o"	"Opilsu "	" '--/"	"chef"
"2328"	"o"	"Opul-, Opulik"	""	"aware<ca>(adj.)"
"2329"	"o"	"Oren-tor"	""	"learn"
"2330"	"o"	"Orenau "	"-- '/"	"- studyÊ(v.)"
"2331"	"o"	"Orensu "	"- '-/"	"student, pupil"
"2332"	"o"	"Orenus"	""	"course (of study)"
"2333"	"o"	"Orfikkel "	"--ï¿½-ï¿½ï¿½- 'ï¿½ï¿½ï¿½/ï¿½ï¿½(anc.)ï¿½"	"ancestors, forebearers, progenitors"
"2334"	"o"	"Ork"	""	"boom<ca>(n.)"
"2335"	"o"	"Orn-tukh"	""	"nickel"
"2336"	"o"	"Orniaga--(anc.)ï¿½"	""	"irritated<ca><ca>(adj.)"
"2337"	"o"	"Os|-|"	""	"old, aged"
"2338"	"o"	"Oshi "	" '-/"	"shrine"
"2339"	"o"	"Oshu'a--(anc.)ï¿½"	""	"mythological volcano spirit"
"2340"	"o"	"Osos'ehtak"	""	"legend"
"2341"	"o"	"Osos'ehtakan-, Osos'ehtakanik"	""	"legendary"
"2342"	"o"	"Osu "	" '-/"	"honored person<ca>(can be used for \"sir\" or \"madam\" in context)"
"2343"	"o"	"Ot-lan"	""	"captain<ca>(army/marines); lieutenant<ca>(navy/Starfleet)"
"2344"	"o"	"Oub"	""	"firmament"
"2345"	"o"	"Oveh "	" '-_/"	"saint"
"2346"	"o"	"Ovsotu--(anc.)ï¿½"	""	"total<ca>(v.)"
"2347"	"o"	"Ovsotuhl"	""	"complete, total<ca>(adj.)"
"2348"	"o"	"Ovsu "	"--ï¿½- 'ï¿½ï¿½/ï¿½(anc.)ï¿½"	"total<ca>(n.)"
"2349"	"o"	"Ovulau"	""	"bow<ca>(v.)"
"2350"	"o"	"Oyut "	" '-/"	"custom"
"2351"	"o"	"Ozh"	""	"finger<ca>(n.)"
"2352"	"o"	"Ozh-dukal"	""	"fist<ca>(n.)"
"2353"	"o"	"Ozhika "	" '--/"	"logic"
"2354"	"o"	"Ozhikaik"	""	"logical"
"2355"	"p"	"Pa'"	""	"around<ca>(prep.)"
"2356"	"p"	"Pa'ash|-| "	"- '/"	"flat"
"2357"	"p"	"Pa'ash-tor"	""	"flatten"
"2358"	"p"	"Pa'shau"	""	"clear<ca>(v.)"
"2359"	"p"	"Pa'tam'al-kelek"	""	"haunted house"
"2360"	"p"	"Pa'tam'au"	""	"haunt<ca>(v.)"
"2361"	"p"	"Pa-tukh "	" '-/"	"gas<ca>(oxygen, etc.)"
"2362"	"p"	"Pa-tukh-, Pa-tukhik"	""	"gaseous"
"2363"	"p"	"Pabukh-tor"	""	"forgive"
"2364"	"p"	"Pabukhu"	""	"The Forgiven"
"2365"	"p"	"Pach-te--(NGS)ï¿½"	""	"ego; strongest of all desires and the root of emotion"
"2366"	"p"	"Pada-tor"	""	"spin/rotate quickly, turn fast"
"2367"	"p"	"Padukau"	""	"roll<ca>(v.)"
"2368"	"p"	"Pafam|-| "	"- '/"	"deficient"
"2369"	"p"	"Pagun "	"--ï¿½- 'ï¿½ï¿½/ï¿½(anc.)ï¿½"	"duel<ca>(n.)"
"2370"	"p"	"Pahth"	""	"panic<ca>(n.)"
"2371"	"p"	"Pahutau"	""	"agitate"
"2372"	"p"	"Pahz"	""	"lightning"
"2373"	"p"	"Paikau"	""	"fluster<ca>(v.)"
"2374"	"p"	"Pailora--(TGV)ï¿½"	""	"\"pyllora\", counselor, guide"
"2375"	"p"	"Pak"	""	"loss"
"2376"	"p"	"Pak-tor"	""	"lose"
"2377"	"p"	"Pakh"	""	"stroke<ca>(n.); Vulcan \"hyphen\""
"2378"	"p"	"Pakhaik"	""	"regular"
"2379"	"p"	"Pakhartau"	""	"regulate"
"2380"	"p"	"Pakik, Pakal-, Pakalik "	" '-/"	"lost<ca>(adj.)"
"2381"	"p"	"Pakuv "	"- '/"	"coil, loop<ca>(n.)"
"2382"	"p"	"Pal"	""	"age, era"
"2383"	"p"	"Palesh-tor"	""	"endure"
"2384"	"p"	"Palikau"	""	"begin, commence, start"
"2385"	"p"	"Palutunau"	""	"care for, tend, watch over"
"2386"	"p"	"Pamashok"	""	"dike<ca>(n.)"
"2387"	"p"	"Pamutau"	""	"bypass<ca>(v.)"
"2388"	"p"	"Panaz "	"- '/"	"fume"
"2389"	"p"	"Panu "	" '-/"	"world"
"2390"	"p"	"Paribau"	""	"discuss"
"2391"	"p"	"Paribaya"	""	"discussion"
"2392"	"p"	"Pas-, Pasik"	""	"dull, blunt<ca>(adj.)"
"2393"	"p"	"Pash-tor"	""	"trap<ca>(v.)"
"2394"	"p"	"Pashov "	"--ï¿½- 'ï¿½ï¿½/ï¿½(anc.)ï¿½"	"dolmen"
"2395"	"p"	"Pasu "	" '-/"	"table"
"2396"	"p"	"Pasutau"	""	"camouflage, disguise<ca>(v.)"
"2397"	"p"	"Patal-tor"	""	"detect"
"2398"	"p"	"Patalek"	""	"detector"
"2399"	"p"	"Patalavau"	""	"appraise, evaluate"
"2400"	"p"	"Patalavaya"	""	"appraisal, evaluation"
"2401"	"p"	"Patam "	"- '/"	"head<ca>(n.)"
"2402"	"p"	"Patishal-, Patishalik"	""	"popular<ca>(adj.)"
"2403"	"p"	"Patorau"	""	"process<ca>(v.)"
"2404"	"p"	"Patra "	" '-/"	"pool<ca>(gene, vehicle, etc.)"
"2405"	"p"	"Patuhl-tor"	""	"encase"
"2406"	"p"	"Pau"	""	"corona, halo"
"2407"	"p"	"Pauk"	""	"round"
"2408"	"p"	"Pavek "	" '-/"	"event"
"2409"	"p"	"Pavesh-tor"	""	"happen, occur"
"2410"	"p"	"Pehkau"	""	"stop<ca>(v.)"
"2411"	"p"	"Pekh "	"/"	"feces, dung, excrement, manure"
"2412"	"p"	"Pel-tar'uk--(anc.)ï¿½"	""	"a low shrub which produces small, green, edible berries"
"2413"	"p"	"Pelakh "	"- '/"	"filament"
"2414"	"p"	"Pelal "	"- '/"	"robe"
"2415"	"p"	"Pen-, Penik"	""	"short"
"2416"	"p"	"Pen-tor"	""	"shorten, curtail"
"2417"	"p"	"Penal-harr"	""	"bobtail"
"2418"	"p"	"Per-ithop--(anc.)ï¿½"	""	"actor, actress"
"2419"	"p"	"Per-tor"	""	"act<ca>(v.)"
"2420"	"p"	"Pes-, Pesik"	""	"firm<ca>(adj.)"
"2421"	"p"	"Pev"	""	"mat<ca>(anc.)"
"2422"	"p"	"Pi, Pi'"	""	"small, little"
"2423"	"p"	"Pi'dayek"	""	"rotor<ca>(n.)"
"2424"	"p"	"Pi'dayek-hashek"	""	"gyrocopter"
"2425"	"p"	"Pi'gal "	" '-/"	"particle"
"2426"	"p"	"Pi'kahr"	""	"village, hamlet, settlement"
"2427"	"p"	"Pi'lek|-| "	"- '/"	"small, little<ca>(rare adj., mostly obs.)"
"2428"	"p"	"Pi'maat "	" '-/"	"family"
"2429"	"p"	"Pi'mashali"	""	"boat"
"2430"	"p"	"Pi'math "	" '-/"	"saucer"
"2431"	"p"	"Pi'nafek"	""	"gland<ca>(anat.)"
"2432"	"p"	"Pi'sukhlop"	""	"figurine, statuette"
"2433"	"p"	"Pi'tenkan--(MGV)ï¿½"	""	"embryo"
"2434"	"p"	"Pi'wakru "	"- '-/"	"minute<ca>(n., time)"
"2435"	"p"	"Pid|-|"	""	"high"
"2436"	"p"	"Pid-khaf-vihish"	""	"high blood pressure, hypertension"
"2437"	"p"	"Pid-mashen"	""	"high tide"
"2438"	"p"	"Pid-shal|tra|"	""	"highland(s)"
"2439"	"p"	"Pid-tahmoh-, Pid-tahmohik"	""	"high resolution<ca>(adj.)"
"2440"	"p"	"Pid-vihish"	""	"high pressure<ca>(meteor.)"
"2441"	"p"	"Pidek "	" '-/"	"height"
"2442"	"p"	"Pidesh "	"- '/"	"exert<ca>(anc.)"
"2443"	"p"	"Pidvalu"	""	"hyperbola"
"2444"	"p"	"Pih-saya"	""	"gamma radiation"
"2445"	"p"	"Pih-zehllar"	""	"gamma rays"
"2446"	"p"	"Pihl"	""	"quark"
"2447"	"p"	"Pihlora "	"--ï¿½- 'ï¿½ï¿½-ï¿½ï¿½/ï¿½(MGV)ï¿½"	"\"pyllora\", counselor, guide"
"2448"	"p"	"Pil-tor"	""	"prepare food (for eating)"
"2449"	"p"	"Pilash "	"- '/"	"river"
"2450"	"p"	"Pilsu "	" '-/"	"food preparer, \"cook\""
"2451"	"p"	"Pim-tukh"	""	"lithium"
"2452"	"p"	"Pinkau"	""	"earn"
"2453"	"p"	"Pishek "	" '-/"	"steel"
"2454"	"p"	"Pitoh "	" '-/"	"note<ca>(n.)"
"2455"	"p"	"Piyah|-|"	""	"ripe"
"2456"	"p"	"Pla'dor"	""	"back<ca>(n.)"
"2457"	"p"	"Pla'rak"	""	"backward(s)"
"2458"	"p"	"Pla-kur"	""	"blue"
"2459"	"p"	"Pla-tor"	""	"back up, to go in reverse"
"2460"	"p"	"Pla-tukh"	""	"cobalt"
"2461"	"p"	"Plak-tau--(anc.)ï¿½"	""	"\"plak tow\", Vulcan \"blood fever\""
"2462"	"p"	"Plan"	""	"backing up, reversal"
"2463"	"p"	"Plat"	""	"spine"
"2464"	"p"	"Plathau"	""	"consummate<ca>(v.)"
"2465"	"p"	"Plesh-tor"	""	"crush<ca>(v.)"
"2466"	"p"	"Pliflau "	"- '/"	"condemn"
"2467"	"p"	"Plik"	""	"advantage<ca>(n.)"
"2468"	"p"	"Plis-tor"	""	"glide<ca>(v.)"
"2469"	"p"	"Plisek "	" '-/"	"glider<ca>(aircraft)"
"2470"	"p"	"Plokh"	""	"delusion"
"2471"	"p"	"Plom--(anc.)ï¿½"	""	"vegetable<ca>(n.)"
"2472"	"p"	"Plom-bah-ker"	""	"vegetable garden"
"2473"	"p"	"Plomik "	" '-/"	"\"plomeek\", vegetable<ca>(adj.)"
"2474"	"p"	"Plomik shur"	""	"plomeek soup, vegetable soup"
"2475"	"p"	"Pluhk"	""	"vomit<ca>(n.)"
"2476"	"p"	"Po"	""	"why"
"2477"	"p"	"Po'"	""	"after<ca>(prep.)"
"2478"	"p"	"Po-wak"	""	"aftermath"
"2479"	"p"	"Pohl|-|"	""	"several"
"2480"	"p"	"Pohshau "	"_ - '/"	"shoot"
"2481"	"p"	"Pohshayek "	"--_ - 'ï¿½ï¿½-ï¿½ï¿½/ï¿½(TGV,LGV)ï¿½"	"firearm, gun"
"2482"	"p"	"Pohshek "	" '--_ -ï¿½ï¿½/ï¿½(MGV)ï¿½"	"firearm, gun"
"2483"	"p"	"Pok"	""	"ready"
"2484"	"p"	"Pol-tor"	""	"fry<ca>(v.)"
"2485"	"p"	"Pon farr--(anc.)ï¿½"	""	"\"mating time\""
"2486"	"p"	"Pon-to-fa--(anc.)ï¿½"	""	"estrus, \"heat\""
"2487"	"p"	"Pon-tor"	""	"mate<ca>(v.)"
"2488"	"p"	"Poprah"	""	"receive"
"2489"	"p"	"Poshaht-, Poshahtik"	""	"eventual"
"2490"	"p"	"Potau "	"- '/"	"keep<ca>(v.)"
"2491"	"p"	"Potun-tor"	""	"sustain"
"2492"	"p"	"Praduk "	" '-/"	"front<ca>(meteor.)"
"2493"	"p"	"Prahk'es"	""	"ecstasy"
"2494"	"p"	"Pral"	""	"wave"
"2495"	"p"	"Prash"	""	"mucus"
"2496"	"p"	"Praskul-, Praskulik"	""	"flamboyant"
"2497"	"p"	"Prel"	""	"bliss"
"2498"	"p"	"Prel-bosh"	""	"blissful"
"2499"	"p"	"Pris-tor"	""	"braid<ca>(v.)"
"2500"	"p"	"Psal-tukh"	""	"strontium"
"2501"	"p"	"Psau "	"/"	"seek"
"2502"	"p"	"Pseth|-| "	"/"	"dry"
"2503"	"p"	"Pseth-wak"	""	"drought"
"2504"	"p"	"Pstha "	"/"	"search, look for<ca>(v.)"
"2505"	"p"	"Psthan"	""	"search, quest<ca>(n.)"
"2506"	"p"	"Pstheran "	" '-/"	"clich_"
"2507"	"p"	"Pthak "	"/"	"fear, phobia"
"2508"	"p"	"Pu'a "	"- '/"	"fairy"
"2509"	"p"	"Pu'gal "	" '-/"	"baryon"
"2510"	"p"	"Pu'olu "	"- '-/"	"genie"
"2511"	"p"	"Pu'ulidau"	""	"to be marked"
"2512"	"p"	"Pu-tor"	""	"clean<ca>(v.)"
"2513"	"p"	"Pudatau"	""	"to be propelled"
"2514"	"p"	"Pudor-tor"	""	"to be honored"
"2515"	"p"	"Pudva-tor"	""	"to be to believed"
"2516"	"p"	"Pudvel-tor"	""	"to be chosen"
"2517"	"p"	"Pufai-tor"	""	"to be known"
"2518"	"p"	"Pufas-tor"	""	"to be cooked"
"2519"	"p"	"Pufulag-tor"	""	"to be lead"
"2520"	"p"	"Puhku"	""	"amber, succinite"
"2521"	"p"	"Puhnk"	""	"crust"
"2522"	"p"	"Puhsh "	",/"	"foam, froth, spume<ca>(n.)"
"2523"	"p"	"Puk-tor"	""	"fight<ca>(v.)"
"2524"	"p"	"Pukilko-tor"	""	"to be answered"
"2525"	"p"	"Pula'tusa"	""	"to be mourned"
"2526"	"p"	"Pulau "	"- '/"	"reach<ca>(v.)"
"2527"	"p"	"Pulayau "	"-- '/"	"to be present"
"2528"	"p"	"Pulu-kur"	""	"lavender<ca>(color)"
"2529"	"p"	"Puma "	"- '/"	"to be owned"
"2530"	"p"	"Pumeskarau"	""	"to be held"
"2531"	"p"	"Puna'shau"	""	"to be greeted"
"2532"	"p"	"Punaf-tor"	""	"to be linked"
"2533"	"p"	"Punar-tor"	""	"to be accepted"
"2534"	"p"	"Punekwitau"	""	"to be forced"
"2535"	"p"	"Pupak-tor"	""	"to be lost"
"2536"	"p"	"Pupol-tor"	""	"to be fried"
"2537"	"p"	"Puragtau"	""	"to be introduced"
"2538"	"p"	"Purubai"	""	"to be changed"
"2539"	"p"	"Pusaganau"	""	"to be dispersed"
"2540"	"p"	"Pushau "	"- '/"	"to be broken"
"2541"	"p"	"Puskau-tor"	""	"to be digested"
"2542"	"p"	"Puspusau"	""	"to be launched"
"2543"	"p"	"Pustau "	"- '/"	"to be killed"
"2544"	"p"	"Pusvik-tor"	""	"to be betrayed"
"2545"	"p"	"Putal-tor"	""	"to be found"
"2546"	"p"	"Putan-tor"	""	"to be given"
"2547"	"p"	"Putanovau"	""	"to be equipped"
"2548"	"p"	"Putash-tor"	""	"to be controlled"
"2549"	"p"	"Putaurau"	""	"to be amazed"
"2550"	"p"	"Puterish-tor"	""	"to be combined"
"2551"	"p"	"Putesha"	""	"to be awed"
"2552"	"p"	"Puthakau"	""	"to be focused"
"2553"	"p"	"Puthrap-tor"	""	"to be offended"
"2554"	"p"	"Putrefei"	""	"to be martyred"
"2555"	"p"	"Putumau"	""	"to be programmed"
"2556"	"p"	"Putus-tor"	""	"to be loaded"
"2557"	"p"	"Puv"	""	"swelling"
"2558"	"p"	"Puv-tor"	""	"swell<ca>(v.)"
"2559"	"p"	"Puvinem-tor"	""	"to be assimilated"
"2560"	"p"	"Puyem-tor"	""	"to be fed"
"2561"	"p"	"Puyik "	" '-/"	"clean<ca>(adj.)"
"2562"	"p"	"Puzehl-tor"	""	"to be aligned"
"2563"	"p"	"Puzhu-tor"	""	"to be heard"
"2564"	"r"	"Ra"	""	"what"
"2565"	"r"	"Raal "	"/"	"a region on Vulcan"
"2566"	"r"	"Rada-tor"	""	"spin<ca>(a web, yarn, etc.)"
"2567"	"r"	"Radet "	"- '/"	"bushing<ca>(mech.)"
"2568"	"r"	"Raf-, Rafik"	""	"electric(al)"
"2569"	"r"	"Raf-a'rak|-|"	""	"electropositive"
"2570"	"r"	"Raf-ar'kada-, Raf-ar'kadaik"	""	"electronic"
"2571"	"r"	"Raf-ar'kada-dvelek"	""	"electronic switch"
"2572"	"r"	"Raf-ar'kada-ha'wein"	""	"electronic shutter<ca>(camera)"
"2573"	"r"	"Raf-ar'kada-kahat"	""	"electronic flash"
"2574"	"r"	"Raf-ar'kada-sakat"	""	"electronic mail (e-mail)"
"2575"	"r"	"Raf-ar'kada-sutauk"	""	"electronics bay"
"2576"	"r"	"Raf-ar'kada-tash"	""	"electronic control"
"2577"	"r"	"Raf-ar'kada-tehnokatlar"	""	"electronic countermeasures (ECM)"
"2578"	"r"	"Raf-ar'kada-tvelkaun"	""	"electronic tuning"
"2579"	"r"	"Raf-ar'kada-vellar"	""	"electronics<ca>(equipment)"
"2580"	"r"	"Raf-ar'kada-viralashek"	""	"electronic microphone"
"2581"	"r"	"Raf-ar'kada-yonan"	""	"electronic ignition"
"2582"	"r"	"Raf-dataya"	""	"electric propulsion"
"2583"	"r"	"Raf-dvun-nekwitaya"	""	"electromotive force"
"2584"	"r"	"Raf-dvun-tal"	""	"electrokinetics<ca>(study)"
"2585"	"r"	"Raf-elakh"	""	"electric(al) wire"
"2586"	"r"	"Raf-falek-, Raf-falekik"	""	"electrothermal"
"2587"	"r"	"Raf-gasu"	""	"electric flux"
"2588"	"r"	"Raf-glayek"	""	"electric eye"
"2589"	"r"	"Raf-ha'gelek"	""	"electric light"
"2590"	"r"	"Raf-khrasaya"	""	"electrical discharge"
"2591"	"r"	"Raf-kolaya"	""	"electric(al) shock"
"2592"	"r"	"Raf-kus-vakh"	""	"electric bell"
"2593"	"r"	"Raf-meil-tal"	""	"electrochemistry"
"2594"	"r"	"Raf-mish-tal"	""	"electrical engineering"
"2595"	"r"	"Raf-mishu"	""	"electric motor"
"2596"	"r"	"Raf-nala"	""	"electrocyte"
"2597"	"r"	"Raf-natya-thonek"	""	"electrometer"
"2598"	"r"	"Raf-nifau"	""	"electrolyze"
"2599"	"r"	"Raf-nifaya"	""	"electrolysis"
"2600"	"r"	"Raf-seshan-dvelek"	""	"electromagnetic switch"
"2601"	"r"	"Raf-seshan-ferek"	""	"electromagnetic generator"
"2602"	"r"	"Raf-seshan-kebi"	""	"electromagnetic unit"
"2603"	"r"	"Raf-seshan-pral"	""	"electromagnetic wave"
