"FRST_LETTER"	"fse"	"domain"	"vulcan"
"9231"	"k"	"Ketonemia"	NA	"ritsuri-pid-nosh t'nalesh-vellar svi'khaf"
"9232"	"k"	"Ketonuria"	NA	"ritsuri-pid-nosh t'nalesh-vellar svi'vazh"
"9233"	"k"	"Ketose"	NA	"nalesh-slor-tukh"
"9234"	"k"	"Ketosis"	NA	"pid-nalesh-nosh"
"9235"	"k"	"Kettle"	NA	"masu-fal-tuhlek"
"9236"	"k"	"Key"	"n."	"tal-muv(lock); nuk-vikuvtra(low island); el'taluv(part of piano, etc.)"
"9237"	"k"	"Key fob"	"n."	"el'rekau-vel t'tal-muv"
"9238"	"k"	"Keyboard"	NA	"ozh-svin-math(computer); el'taluv-math(musical instrument)"
"9239"	"k"	"Keyhole"	NA	"tal-muv-razh"
"9240"	"k"	"Keypad"	NA	"ozh-svin-vrent"
"9241"	"k"	"Keystone"	NA	"klachekov"
"9242"	"k"	"Keystone predator"	NA	"|abrupik| fidau-skyemayek"
"9243"	"k"	"Keystone species"	NA	"fidau-koshtri"
"9244"	"k"	"Keyword"	NA	"tal-muv-zhit"
"9245"	"k"	"Keyword file"	NA	"deik t'tal-muv-zhitlar"
"9246"	"k"	"Kick"	NA	"psarkaya(n.), psarkau(v.)"
"9247"	"k"	"Kick in"	NA	"vipsarkaya(n.), vipsarkau(v.)"
"9248"	"k"	"Kick start"	"v."	"psarkau-palikau"
"9249"	"k"	"Kid"	"n."	"kan(child); got-kan(young goat)"
"9250"	"k"	"Kidnap"	NA	"susanem-tor"
"9251"	"k"	"Kidnapper"	NA	"susanemsu"
"9252"	"k"	"Kidnapping"	NA	"susanem"
"9253"	"k"	"Kidney"	NA	"kapol-nafek"
"9254"	"k"	"Kill"	"v."	"stau"
"9255"	"k"	"Killed"	"adj."	"stal-, stalik"
"9256"	"k"	"Killed, to be"	NA	"pustau"
"9257"	"k"	"Killer"	NA	"stausu(sentient), staufa(non-sentient)"
"9258"	"k"	"Kilogram"	NA	"kilo'grahm"
"9259"	"k"	"Kilometer"	NA	"kilo'mituhr, ki'lamihtuhr"
"9260"	"k"	"Kiln"	NA	"krizh'vi-fasek"
"9261"	"k"	"Kilobyte"	NA	"leh-teh-feivek"
"9262"	"k"	"Kilohertz "	"KHz"	"leh-teh-Huhrts"
"9263"	"k"	"Kilometer"	NA	"kih'lamihtuhr, kilo'mituhr, leh-teh-mituhr"
"9264"	"k"	"Kilt"	NA	"kihlt |gaf-geldau-sai t'Skat'luhnd heh Eruh|"
"9265"	"k"	"Kimberlite"	NA	"glumerahk-tukh"
"9266"	"k"	"Kind"	NA	"rolm-, rolmik(adj.); ves(n., type)"
"9267"	"k"	"Kindergarten"	NA	"wuh'rak-shi'oren"
"9268"	"k"	"Kindle"	NA	"yon-palikau"
"9269"	"k"	"Kindling"	NA	"yon-palikau-lapan"
"9270"	"k"	"Kindness"	NA	"rolm'es"
"9271"	"k"	"Kinesiology"	NA	"vukhut-dvun-tal"
"9272"	"k"	"Kinetic detonator"	NA	"dvukwul-thorshayek"
"9273"	"k"	"Kinetic energy"	NA	"dvukwul-tepul"
"9274"	"k"	"Kinetic energy weapon"	NA	"dvukwul-tepul-wun"
"9275"	"k"	"Kinetosis"	NA	"dvunel-has-mar"
"9276"	"k"	"King"	"n."	"sa-te'krusu(general term); Sa-Te'kor(in a title or with a name)"
"9277"	"k"	"Kingdom"	NA	"te'kortra"
"9278"	"k"	"Kinsman"	NA	"sa-tomasu"
"9279"	"k"	"Kinswoman"	NA	"ko-tomasu"
"9280"	"k"	"Kiss"	NA	"shok(n.), shok-tor(v.)"
"9281"	"k"	"Kit"	"n."	"lesk"
"9282"	"k"	"Kitchen"	NA	"af'tum(anc.), shi'fasan"
"9283"	"k"	"Kite"	"n."	"dun-hashek"
"9284"	"k"	"Kitten"	NA	"kaht-kan"
"9285"	"k"	"Kleptomania"	NA	"vazgau-rasahkos-ashaya"
"9286"	"k"	"Kleptomaniac"	NA	"vazgau-rasahkos-ashausu"
"9287"	"k"	"Klieg light"	"n."	"Klig-ha'gelet, ha'gelet t'Klig"
"9288"	"k"	"Klingon"	"adj."	"tlingan-, tliganik"
"9289"	"k"	"Klingon"	"person/language"	"tlingansu"
"9290"	"k"	"Klystron"	NA	"numo-pralyanik mev-tepul-ashenayek"
"9291"	"k"	"Knapsack"	NA	"yut-lesh-sa'haf"
"9292"	"k"	"Knee"	"n."	"mal-nef"
"9293"	"k"	"Knee joint"	NA	"mal-nef-lesek"
"9294"	"k"	"Knee pad"	NA	"mal-nef-klash"
"9295"	"k"	"Kneecap"	"n."	"mal-nef-hinek"
"9296"	"k"	"Kneel"	"v."	"namal-nefau"
"9297"	"k"	"Knife"	"n."	"lipau"
"9298"	"k"	"Knight"	"n."	"ohorssu(Terran); okenelsu(Vulcan); ofausu(any other use)"
"9299"	"k"	"Knighthood"	NA	"ohorssu-kwel(Terran); okenelsu-kwel(Vulcan)"
"9300"	"k"	"Knit"	"v."	"strachau"
"9301"	"k"	"Knitting"	"n."	"strachaun"
"9302"	"k"	"Knitting needle"	NA	"strachau-lum"
"9303"	"k"	"Knitwear"	NA	"strachal-sai-vel"
"9304"	"k"	"Knob"	NA	"elat"
"9305"	"k"	"Knock"	NA	"khlapaya(n.), khlapau(v.)"
"9306"	"k"	"Knock down"	"v."	"nukhlapau"
"9307"	"k"	"Knoll"	NA	"pi'kunel"
"9308"	"k"	"Knot"	NA	"gor(n.), gor-tor(v.); nat(n., unit of speed)"
"9309"	"k"	"Know"	NA	"fai-tor"
"9310"	"k"	"Knowledge"	NA	"fai-tukh"
"9311"	"k"	"Known"	NA	"fainik(adj.); fainu(n.)"
"9312"	"k"	"Known, to be"	NA	"pufai-tor"
"9313"	"k"	"Knuckle"	"n."	"ozh-lesek"
"9314"	"k"	"Komitet Gosudarstvennoi Besopasnosti "	"KGB"	"Paribau-Travek t'Shasol-Shar'es |t'Kaunshaya t'Sovyet-Shila-Dvaik Spantabraleskular|"
"9315"	"k"	"Kraken"	"myth."	"krahkuhn |holshan-masutral'esk|"
"9316"	"k"	"Krypton"	NA	"l'langon-tukh"
"9317"	"k"	"Kwashiorkor"	NA	"fam-ketek-has"
"9318"	"k"	"Kymograph"	NA	"spes-sfek-besek"
"9319"	"k"	"Kyphosis"	NA	"tchorka-pla'dor|-nosh|"
"9320"	"l"	"Label"	"n."	"sidun t'tuhllar"
"9321"	"l"	"Labor"	NA	"zup(n., work), zup-tor(v., work); keshta-runevu(med.)"
"9322"	"l"	"Labor camp"	NA	"to-zup-bladzh"
"9323"	"l"	"Labor-saving device"	NA	"zup-korseivelan-el'mish"
"9324"	"l"	"Laboratory, Lab"	NA	"ek'tal-zup-shal"
"9325"	"l"	"Laboratory animal"	NA	"ek'tal-zup-aushfa"
"9326"	"l"	"Labyrinth"	NA	"druhardu"
"9327"	"l"	"Laccolith"	NA	"patam-zul-koval"
"9328"	"l"	"Lace"	"n."	"tu'ash-og-vel"
"9329"	"l"	"Laceration"	NA	"nesh"
"9330"	"l"	"Lack"	NA	"fam(n.), fam-tor(v.)"
"9331"	"l"	"LaCoya spanner"	NA	"mish-raul t'LaKoya"
"9332"	"l"	"Lacrimal duct"	NA	"bezhun-masu-mev"
"9333"	"l"	"Lacrimal gland"	NA	"bezhun-masu-pi'nafek"
"9334"	"l"	"Lacrimation"	NA	"bezhun-mashaya"
"9335"	"l"	"Lactase"	NA	"thas-skaun-zalu"
"9336"	"l"	"Lactation"	NA	"thasaya"
"9337"	"l"	"Lactiferous duct"	NA	"thas-mev"
"9338"	"l"	"Lactose"	NA	"thas-slor-tukh"
"9339"	"l"	"Ladder"	NA	"pu'uth(anc.)"
"9340"	"l"	"Lading"	"n."	"tus-tukh"
"9341"	"l"	"Ladle"	NA	"wu-dvin-floku"
"9342"	"l"	"Lady"	NA	"|o|kosu"
"9343"	"l"	"Lagoon"	NA	"masutra-muzh"
"9344"	"l"	"Lahar"	NA	"fal-vrel-yumaya"
"9345"	"l"	"Lake"	NA	"suk'muzh"
"9346"	"l"	"Lake effect"	NA	"suk'muzh-daya"
"9347"	"l"	"Lake monster"	"myth."	"suk'muzh-ul'esk"
"9348"	"l"	"Lamina"	NA	"thalv-velek"
"9349"	"l"	"Laminar, Laminate"	"adj."	"tin-, tinik"
"9350"	"l"	"Laminar flow"	NA	"tin-yumaya"
"9351"	"l"	"Lamp"	NA	"ha'gelet(elect.); yonet(oil, gas, etc.)"
"9352"	"l"	"Lampblack"	NA	"nol"
"9353"	"l"	"Lamppost"	NA	"ha'gelet-lehk(elect.); yonet-lehk(oil, gas, etc.)"
"9354"	"l"	"Lance"	"n."	"li-wun"
"9355"	"l"	"Lanceolate"	NA	"li-wun-shidik"
"9356"	"l"	"Land"	NA	"solektra(n., ground/property); shasol(n., nation); fisolekau(v.)"
"9357"	"l"	"Lander"	NA	"fisolekayek"
"9358"	"l"	"Landing bay"	NA	"fisolekau-sutauk"
"9359"	"l"	"Landing craft"	NA	"fisolekau-hali"
"9360"	"l"	"Landing pad"	NA	"fisolekau-nen"
"9361"	"l"	"Landing party"	NA	"fisolekau-sutravek"
"9362"	"l"	"Landlady"	NA	"ko-kel-ma'su"
"9363"	"l"	"Landlord"	NA	"sa-kel-ma'su"
"9364"	"l"	"Landmark"	NA	"solektra-salim"
"9365"	"l"	"Landslide"	"n."	"kov-skish(rock only), solek-skish(rock and soil)"
"9366"	"l"	"Lane"	NA	"wonil-yut"
"9367"	"l"	"Language"	NA	"gen-lis(anc.)"
"9368"	"l"	"Lantern"	NA	"|makh-|yonet"
"9369"	"l"	"Lanthanum"	NA	"vrodak-tukh"
"9370"	"l"	"Lanyard"	NA	"tersau-elakh"
"9371"	"l"	"Lap"	NA	"fuhmp(anat.); wuh-pa(racing)"
"9372"	"l"	"Lap-belt"	NA	"fuhmp-zhel"
"9373"	"l"	"Laparoscope"	NA	"feshek-zan-vel"
"9374"	"l"	"Laparotomy"	NA	"feshek-sharushan"
"9375"	"l"	"Lapel, Lapelle"	NA	"to-pal-kalukala"
"9376"	"l"	"Lapidarist, Lapidary"	NA	"kov-shid-tanafsu"
"9377"	"l"	"Laptop "	"computer"	"lesh-tum-vel"
"9378"	"l"	"Large"	NA	"suk, suk'"
"9379"	"l"	"Larva"	NA	"suhd"
"9380"	"l"	"Laryngitis"	NA	"shi'spes-yonshaya"
"9381"	"l"	"Laryngopharynx"	NA	"nuk-drahk"
"9382"	"l"	"Larynx"	NA	"shi'spes"
"9383"	"l"	"Laser"	"n."	"ha'zehlek"
"9384"	"l"	"Laser cannon"	NA	"ha'zehlek-thorshun"
"9385"	"l"	"Laser hair removal"	NA	"ha'zehlek-isachya-snem"
"9386"	"l"	"Laser printer"	NA	"ha'zehlek-hishek"
"9387"	"l"	"Lash"	"v."	"paskor-tor"
"9388"	"l"	"Last"	NA	"kim-, kim-shah(adj.); palesh-tor(v., endure)"
"9389"	"l"	"Last one/person, to the"	NA	"na'kim-shahu"
"9390"	"l"	"Latch"	"n."	"kuhr"
"9391"	"l"	"Late"	NA	"tab-ma(anc.)"
"9392"	"l"	"Latent"	"adj."	"sha'meskar-, sha'meskarik"
"9393"	"l"	"Later"	NA	"weh-tab-ma"
"9394"	"l"	"Lateral"	"adj."	"vla-, vlaik"
"9395"	"l"	"Lateral impulse control system"	NA	"vlaik kwitau-tash-torektra"
"9396"	"l"	"Lateral impulse thruster"	NA	"vlaik kwitau-kwitek"
"9397"	"l"	"Latex"	NA	"kas-wan-tukh"
"9398"	"l"	"Lathe"	"n."	"da-skramek"
"9399"	"l"	"Latitude"	"geog."	"truhk|-zehl|"
"9400"	"l"	"Latrine"	NA	"si-snem-razhek"
"9401"	"l"	"Lattice"	NA	"nentu-vis"
"9402"	"l"	"Laugh"	NA	"uhaya(n.), uhau(v.)"
"9403"	"l"	"Launch"	"aircraft/missile/rocket/software"	"spusaya(n.), spusau(v.)"
"9404"	"l"	"Launch"	"v., ship"	"vimasushitau"
"9405"	"l"	"Launch bay"	NA	"spusau-sutauk"
"9406"	"l"	"Launch control officer "	"LCO"	"spusau-tash-lansu"
"9407"	"l"	"Launch escape system"	NA	"spusau-stron-torektra"
"9408"	"l"	"Launch pad"	NA	"spusau-nen"
"9409"	"l"	"Launch sequencer"	NA	"spusau-zehlanayek"
"9410"	"l"	"Launch window"	NA	"spusau-wakuhn"
"9411"	"l"	"Launched, to be"	NA	"puspusau"
"9412"	"l"	"Launcher"	NA	"spusayek"
"9413"	"l"	"Launder"	NA	"sai-pu-tor"
"9414"	"l"	"Launderer"	NA	"sai-pusu"
"9415"	"l"	"Laundry"	NA	"kitork-sai-vel(dirty clothes); sai-pu-kel(shop)"
"9416"	"l"	"Laundry room"	NA	"pu-shal t'kitork-sai-vel"
"9417"	"l"	"Lava"	NA	"zul"
"9418"	"l"	"Lava bomb"	NA	"zul-pohshulek"
"9419"	"l"	"Lava flow"	NA	"zul-yumaya"
"9420"	"l"	"Lava lake"	NA	"zul-muzh"
"9421"	"l"	"Lava monster"	"myth."	"zulul'esk"
"9422"	"l"	"Lava tube"	NA	"zul-ur"
"9423"	"l"	"Lavender"	"color"	"pulu-kur"
"9424"	"l"	"Law"	NA	"to-gav(anc.)"
"9425"	"l"	"Law book"	NA	"to-gav-dunap"
"9426"	"l"	"Law enforcement"	NA	"ek'togolaya"
"9427"	"l"	"Law firm"	NA	"to-gav-krozhak"
"9428"	"l"	"Law office"	NA	"zup-shal t'to-gav"
"9429"	"l"	"Law partner"	NA	"to-gav-tersu"
"9430"	"l"	"Lawman"	NA	"to-gav-foshsu"
"9431"	"l"	"Lawn"	NA	"yartra"
"9432"	"l"	"Lawrencium"	NA	"nau-tukh"
"9433"	"l"	"Lawyer"	NA	"to-gav-foshsu"
"9434"	"l"	"Lay"	NA	"tim(n.); ti(v.)"
"9435"	"l"	"Lay an egg"	NA	"yuti"
"9436"	"l"	"Lay down"	NA	"nuti(go to bed, etc.); nanuti(to put something down)"
"9437"	"l"	"Layer"	NA	"tin(n.), tin-tor(v.)"
"9438"	"l"	"Lazier"	"adj."	"weh-kas'el|-|"
"9439"	"l"	"Laziest"	"adj."	"dan-kas'el|-|"
"9440"	"l"	"Lazy"	"adj."	"kas'el|-|"
"9441"	"l"	"Leaching"	NA	"nehau-satukhaya"
"9442"	"l"	"Lead"	NA	"ras-tukh(n., metal); fulag-tor(v.)"
"9443"	"l"	"Lead, to be"	NA	"pufulag-tor"
"9444"	"l"	"Lead-acid battery"	NA	"ras-sash-kipof"
"9445"	"l"	"Lead poisoning"	NA	"ras-tukh-gisamaya"
"9446"	"l"	"Leader"	"person"	"fulagsu"
"9447"	"l"	"Leaf"	"n."	"mor"
"9448"	"l"	"Leaflet"	NA	"wuh-mor-krus"
"9449"	"l"	"League"	"group, team"	"lig(VTW)"
"9450"	"l"	"Leak"	NA	"tasaya(n.), tasau(v.)"
"9451"	"l"	"Leaky"	NA	"tasaut-, tasautik"
"9452"	"l"	"Lean"	"slant"	"galat(n.), gal-tor(v.)"
"9453"	"l"	"Lean-to"	"n."	"galat-kamu-kel|krus|"
"9454"	"l"	"Lean-to roof"	NA	"wuh-galat-kamu"
"9455"	"l"	"Learn"	NA	"oren-tor"
"9456"	"l"	"Learning"	"n."	"orenan"
"9457"	"l"	"Leash"	"n."	"fulag-zhel"
"9458"	"l"	"Least, At"	NA	"k'puu(anc.)"
"9459"	"l"	"Leather"	NA	"duf"
"9460"	"l"	"Leather helmet"	NA	"duf-patyerak"
"9461"	"l"	"Leather jacket"	NA	"duf-kopal"
"9462"	"l"	"Leave"	"v."	"trasha"
"9463"	"l"	"Leave behind"	NA	"zatrasha"
"9464"	"l"	"Lee"	NA	"hayal-vla"
"9465"	"l"	"Lee wave"	NA	"hayal-sov-pral"
"9466"	"l"	"Leeward"	NA	"hayal-vla'le"
"9467"	"l"	"Leeway"	NA	"hayal-vla-marau"
"9468"	"l"	"Left"	"direction"	"los-, losik(adj.); los'rak(adv.)"
"9469"	"l"	"Leg"	NA	"mal"
"9470"	"l"	"Legacy"	NA	"visak'a(anc.)"
"9471"	"l"	"Legal"	NA	"katogan-, katoganik"
"9472"	"l"	"Legbone"	NA	"mal-hinek"
"9473"	"l"	"Legend"	"tale"	"osos'ehtak"
"9474"	"l"	"Legendary"	NA	"osos'ehtakan-, osos'ehtakanik"
"9475"	"l"	"Leggings"	NA	"mal-weinu"
"9476"	"l"	"Legion"	"n."	"wehkutra"
"9477"	"l"	"Legitimate"	NA	"kalahkeshtal-, kalahkeshtalik"
"9478"	"l"	"Legume"	NA	"sazh"
"9479"	"l"	"Leisure"	NA	"el-wak"
"9480"	"l"	"Lemon"	NA	"limon(VTW)"
"9481"	"l"	"Lemon juice"	NA	"limon-masu"
"9482"	"l"	"Lemon meringue pie"	NA	"limon-puhsh-torta"
"9483"	"l"	"Lemonade"	NA	"limon-eid(VTW)"
"9484"	"l"	"Length"	NA	"wu-vath"
"9485"	"l"	"Lengthen"	NA	"wuvau"
"9486"	"l"	"Lens"	NA	"gelek"
"9487"	"l"	"Lens cap"	NA	"gelek-wein"
"9488"	"l"	"Lentic"	NA	"hayal-masutik"
"9489"	"l"	"Lenticular"	NA	"dah-si-gelekik"
"9490"	"l"	"Lenticular cloud"	NA	"dah-si-gelekik wan"
"9491"	"l"	"Lentil"	NA	"lentuhl(VTW)"
"9492"	"l"	"Leper"	NA	"leprasu"
"9493"	"l"	"Leprosy"	NA	"lepra-has"
"9494"	"l"	"Lepidopterist"	NA	"talsu t'buhtuhr-flailar heh mathlar"
"9495"	"l"	"Lepidoptery"	NA	"tal t'buhtuhr-flailar heh mathlar"
"9496"	"l"	"Lepidote"	NA	"pi'wef-weinik"
"9497"	"l"	"Lepis"	NA	"pi'wef"
"9498"	"l"	"Leptodermous"	NA	"wonil-wadilik"
"9499"	"l"	"Lesbian"	"n."	"ko-ka-ashausu"
"9500"	"l"	"Lesion"	NA	"sval"
"9501"	"l"	"Less"	NA	"ten"
"9502"	"l"	"Less than"	"math."	"ten do"
"9503"	"l"	"Lesson"	NA	"tupa"
"9504"	"l"	"Let"	NA	"kal-tor"
"9505"	"l"	"Letter"	NA	"zun(alphabet); kitup(correspondence)"
"9506"	"l"	"Leukocyte"	NA	"wan-khaf-nala"
"9507"	"l"	"Leukoplakia"	NA	"wan-shal-bosh t'nala-tin"
"9508"	"l"	"Leukotrichia"	NA	"wan-isachya-bosh"
"9509"	"l"	"Levator"	"anat."	"ashenek"
"9510"	"l"	"Levee"	"n."	"pamashok"
"9511"	"l"	"Level"	NA	"vokik(adj.); vok(n.); vok-tor(v.); vok-raul(tool)"
"9512"	"l"	"Lever"	"n."	"el'vulmu"
"9513"	"l"	"Levitate"	NA	"zaipashenau"
"9514"	"l"	"Levitation"	NA	"zaipashenaya"
"9515"	"l"	"Liaison"	"n."	"sanapataya"
"9516"	"l"	"Liane, Liana"	NA	"man-kastik"
"9517"	"l"	"Liar"	NA	"riyeht-var-torsu"
"9518"	"l"	"Liberal"	NA	"tu'el-, tu'elik(adj.); tu'elsu(n.)"
"9519"	"l"	"Liberate"	NA	"su'el-tor"
"9520"	"l"	"Liberation"	NA	"su'el"
"9521"	"l"	"Liberator"	NA	"su'elsu"
"9522"	"l"	"Liberty"	NA	"su'el'es"
"9523"	"l"	"Librarian"	NA	"murat-potausu(ancient term), dunap-potausu(old term), kitalu-potausu(modern term)"
"9524"	"l"	"Library"	NA	"shi'murat(ancient term), shi'dunap(old term), shi'kitalu(modern term)Library computer -- oska-tum-vel"
"9525"	"l"	"License"	NA	"kalihpu"
"9526"	"l"	"Lick"	NA	"puhsitaya(n.), puhsitau(v.)"
"9527"	"l"	"Lid"	NA	"razhein(ancient contraction of \"razh-wein\")"
"9528"	"l"	"Lie "	"on"	"ti"
"9529"	"l"	"Lie"	"v., tell a falsehood"	"riyeht-var-tor"
"9530"	"l"	"Lie detector"	NA	"riyeht-var-patalek"
"9531"	"l"	"Lieutenant"	NA	"wuh-lan, fosh-lan(army/marines); ot-lan(navy/Starfleet)"
"9532"	"l"	"Lieutenant colonel "	"Lt. Col., Ltc., LTC"	"zhel-lan"
"9533"	"l"	"Lieutenant commander"	"coast guard/navy/Starfleet"	"tra-lan"
"9534"	"l"	"Lieutenant general"	NA	"reh-kahr-lan"
"9535"	"l"	"Lieutenant governor"	NA	"ne-spanakausu"
"9536"	"l"	"Life"	NA	"ha'kiv"
"9537"	"l"	"Life cycle"	NA	"ha'kiv-da-nel"
"9538"	"l"	"Life force"	NA	"ha'kiv-nekwitaya"
"9539"	"l"	"Life preserver"	NA	"rishan-markek"
"9540"	"l"	"Life raft"	NA	"rishan-marshak"
"9541"	"l"	"Life ring"	NA	"rishan-mokuv"
"9542"	"l"	"Life support"	NA	"ha'kiv-nenikaya"
"9543"	"l"	"Life support system"	NA	"ha'kiv-nenikau-torektra"
"9544"	"l"	"Life vest"	NA	"rishan-astref"
"9545"	"l"	"Lifeboat"	NA	"rishan-hali"
"9546"	"l"	"Lifeform"	NA	"ha-vel"
"9547"	"l"	"Lifeline"	NA	"ek'man-zehl"
"9548"	"l"	"Lifepod"	NA	"rishan-tvi'haf"
"9549"	"l"	"Lift"	NA	"aberaya(n.); aberau(v.)"
"9550"	"l"	"Lift off"	"v."	"sabuhash-tor"
"9551"	"l"	"Lift station"	NA	"aberau-wurzel"
"9552"	"l"	"Liftoff"	"n."	"sabuhashan"
"9553"	"l"	"Ligament"	NA	"hinek-tersayek"
"9554"	"l"	"Light"	NA	"ha'gel(n.); ha'gelet(n., thing); ta'hal|-|(adj., not heavy); yonkau(v., set on fire)"
"9555"	"l"	"Light blue"	NA	"ha'pla-kur"
"9556"	"l"	"Light bulb"	NA	"ha'gelek"
"9557"	"l"	"Light Detection and Ranging "	"LIDAR, LiDAR"	"ha'zehl-patalek"
"9558"	"l"	"Light green"	NA	"ha'yar-kur"
"9559"	"l"	"Light panel"	NA	"ha'gel-math"
"9560"	"l"	"Light speed"	NA	"ha'gel-hal-threshan"
"9561"	"l"	"Light time"	NA	"ha'gel-hal-wak"
"9562"	"l"	"Light year"	NA	"ha'gel-hal-gad"
"9563"	"l"	"Lighten"	NA	"ta'hal-tor"
"9564"	"l"	"Lighter"	"adj."	"weh-ta'hal|-|(less heavy)"
"9565"	"l"	"Lightest"	"adj."	"dan-ta'hal|-|(least heavy)"
"9566"	"l"	"Lighthouse"	NA	"masu-ha'zehl-kel(lake/river), masutra-ha'zehl-kel(ocean)"
"9567"	"l"	"Lighting"	NA	"ha'gelan"
"9568"	"l"	"Lightning"	NA	"pahz, igen-wesh(obs., mostly poetic)"
"9569"	"l"	"Lightning arrester"	NA	"pahz-pehkayek"
"9570"	"l"	"Lightning channel"	NA	"pahz-yut"
"9571"	"l"	"Lightning discharge"	NA	"pahz-khrasaya"
"9572"	"l"	"Lightning rod"	NA	"pahz-fek"
"9573"	"l"	"Lightning strike"	NA	"pahz-kwul"
"9574"	"l"	"Lightning stroke"	NA	"pahz-kwul-kebi"
"9575"	"l"	"Like"	NA	"ka'a(adj., prep.); tishaya(n.), tishau(v.)"
"9576"	"l"	"Likely"	NA	"kesik"
"9577"	"l"	"Limb"	"n."	"si-krus(anat.); |lap-|kar(bot.)"
"9578"	"l"	"Limbic system"	NA	"zherka-torektra"
"9579"	"l"	"Limbo"	NA	"pakitra"
"9580"	"l"	"Lime"	NA	"laim(VTW)"
"9581"	"l"	"Lime juice"	NA	"laim-masu"
"9582"	"l"	"Limeade"	NA	"laim-eid(VTW)"
"9583"	"l"	"Limestone"	NA	"vom-tukh"
"9584"	"l"	"Limit"	"n."	"grei"
"9585"	"l"	"Limit point"	NA	"grei-sfek"
"9586"	"l"	"Limited/Ltd."	NA	"GT"
"9587"	"l"	"Limited Liability Corporation/LLC"	NA	"GTA"
"9588"	"l"	"Limnologist"	NA	"tvisol-masular-talsu"
"9589"	"l"	"Limnology"	NA	"tvisol-masular-tal"
"9590"	"l"	"Limonite"	NA	"shekeku"
"9591"	"l"	"Limousine"	NA	"ihrom-hali"
"9592"	"l"	"Limpet mine"	NA	"vla-thorshek"
"9593"	"l"	"Line"	NA	"zehl(n.); tvitau(v.)"
"9594"	"l"	"Line element"	NA	"zehl-velak"
"9595"	"l"	"Line of attack"	NA	"nashiv-zehl"
"9596"	"l"	"Line of battle"	NA	"faukh-zehl"
"9597"	"l"	"Line of bearing"	NA	"zehl t'dah-sfek-kharat"
"9598"	"l"	"Line of fire"	NA	"pohsh-zehl"
"9599"	"l"	"Line of sight"	NA	"gla-zehl"
"9600"	"l"	"Line segment"	NA	"zehl-krus"
"9601"	"l"	"Linear algebra"	NA	"zehlik seht-su'us-ek'tal"
"9602"	"l"	"Linear equation"	NA	"zehl-vo'ihn"
"9603"	"l"	"Linear group"	NA	"zehl-travek"
"9604"	"l"	"Linear intermix system"	NA	"zehlik rish-folau-torektra"
"9605"	"l"	"Linear intermix chamber"	NA	"zehlik rish-folau-vel"
"9606"	"l"	"Linear operator"	NA	"zehl-el'torayek"
"9607"	"l"	"Lineman"	NA	"raf-elakhtrasu"
"9608"	"l"	"Linen"	NA	"flahks-sai"
"9609"	"l"	"Liner"	"n."	"tvitayek(protective lining); |masutra-|su-yata(ship)"
"9610"	"l"	"Linguist"	NA	"gen-lissu"
"9611"	"l"	"Linguistics"	NA	"gen-lis-tal"
"9612"	"l"	"Lining"	NA	"tvitaya"
"9613"	"l"	"Link"	NA	"naf(n.), naf-tor(v.)"
"9614"	"l"	"Linkage"	NA	"nafaya"
"9615"	"l"	"Linked, to be"	NA	"punaf-tor"
"9616"	"l"	"Linking"	"n."	"nafan"
"9617"	"l"	"Lint"	NA	"saizhiv"
"9618"	"l"	"Lint screen"	NA	"saizhiv-sananek"
"9619"	"l"	"Lip"	NA	"bru"
"9620"	"l"	"Lipemia"	NA	"pid-thel'a-nosh svi'khaf"
"9621"	"l"	"Lipoma"	NA	"thel'upik gnal"
"9622"	"l"	"Lipoprotein"	NA	"thel'a-ketek"
"9623"	"l"	"Liposarcoma"	NA	"thel'a-nala-rasahtra"
"9624"	"l"	"Liposuction"	NA	"thel'a-snem-spolaya"
"9625"	"l"	"Lipstick"	NA	"bru-kur-tukh"
"9626"	"l"	"Liquid"	"n."	"masu"
"9627"	"l"	"Liquid crystal display "	"LCD"	"masu-khush-gluvayek"
"9628"	"l"	"Liquid hydrogen "	"LH"	"vimashal-masu-tukh"
"9629"	"l"	"Liquid hydrogen tank"	NA	"tuhlek t'vimashal-masu-tukh"
"9630"	"l"	"Liquid nitrogen "	"LN"	"vimashal-sov-tukh"
"9631"	"l"	"Liquid nitrogen tank"	NA	"tuhlek t'vimashal-sov-tukh"
"9632"	"l"	"Liquid oxygen "	"LO, LO2, LOX"	"vimashal-esh-tukh"
"9633"	"l"	"Liquid oxygen tank"	NA	"tuhlek t'vimashal-esh-tukh"
"9634"	"l"	"Liquid propane "	"LP"	"vimashal-fnihna-tukh |VFnT|"
"9635"	"l"	"Liquid propane tank"	NA	"tuhlek t'vimashal-fnihna-tukh"
"9636"	"l"	"Liquification"	NA	"vimashaya"
"9637"	"l"	"Liquified"	"adj."	"vimashal-, vimashalik"
"9638"	"l"	"Liquified natural gas "	"LNG"	"vimashal-brihna-tukh |VBT|"
"9639"	"l"	"Liquified natural gas carrier"	NA	"lesh-mashali t'vimashal-brihna-tukh"
"9640"	"l"	"Liquified natural gas tank"	NA	"tuhlek t'vimashal-brihna-tukh"
"9641"	"l"	"Liquified natural gas terminal"	NA	"laskat t'vimashal-brihna-tukh"
"9642"	"l"	"Liquified petroleum gas "	"LPG"	"vimashalik ek'elmin-pa-tukh |VEEPT|"
"9643"	"l"	"Liquify"	NA	"vimashau"
"9644"	"l"	"Liquor"	NA	"omonel"
