"FRST_LETTER"	"vulcan"	"variety"	"pos"	"croftian_crossling_concepts"	"fse"
"2405"	"p"	"Patuhl-tor "	"MGV"	"v."	"ACT.CONC"	"encase"
"2406"	"p"	"Pau "	"MGV"	"n."	"OBJ.CONC"	"corona, halo"
"2407"	"p"	"Pauk "	"MGV"	"adj."	"PROP.CONC"	"round"
"2408"	"p"	"Pavek "	"MGV"	"n."	"OBJ.CONC"	"event"
"2409"	"p"	"Pavesh-tor "	"MGV"	"v."	"ACT.CONC"	"happen, occur"
"2410"	"p"	"Pehkau "	"MGV"	"v."	"ACT.CONC"	"stop"
"2411"	"p"	"Pekh "	"MGV"	"n."	"OBJ.CONC"	"feces, dung, excrement, manure"
"2412"	"p"	"Pel-tar'uk"	"anc."	"n."	"OBJ.CONC"	"a low shrub which produces small, green, edible berries"
"2413"	"p"	"Pelakh "	"MGV"	"n."	"OBJ.CONC"	"filament"
"2414"	"p"	"Pelal "	"MGV"	"n."	"OBJ.CONC"	"robe"
"2415"	"p"	"Pen-, Penik "	"MGV"	"adj."	"PROP.CONC"	"short"
"2416"	"p"	"Pen-tor "	"MGV"	"v."	"ACT.CONC"	"shorten, curtail"
"2417"	"p"	"Penal-harr "	"MGV"	"adj."	"PROP.CONC"	"bobtail"
"2418"	"p"	"Per-ithop"	"anc."	"n."	"OBJ.CONC"	"actor, actress"
"2419"	"p"	"Per-tor "	"MGV"	"v."	"ACT.CONC"	"act"
"2420"	"p"	"Pes-, Pesik "	"MGV"	"adj."	"PROP.CONC"	"firm"
"2421"	"p"	"Pev "	"anc."	"n."	"OBJ.CONC"	"mat"
"2422"	"p"	"Pi, Pi' "	"MGV"	"adj."	"PROP.CONC"	"small, little"
"2423"	"p"	"Pi'dayek "	"MGV"	"n."	"OBJ.CONC"	"rotor"
"2424"	"p"	"Pi'dayek-hashek "	"MGV"	"n."	"OBJ.CONC"	"gyrocopter"
"2425"	"p"	"Pi'gal "	"MGV"	"n."	"OBJ.CONC"	"particle"
"2426"	"p"	"Pi'kahr "	"MGV"	"n."	"OBJ.CONC"	"village, hamlet, settlement"
"2427"	"p"	"Pi'lek|-| "	"obs."	"adj."	"PROP.CONC"	"small, little"
"2428"	"p"	"Pi'maat "	"MGV"	"n."	"OBJ.CONC"	"family"
"2429"	"p"	"Pi'mashali "	"MGV"	"n."	"OBJ.CONC"	"boat"
"2430"	"p"	"Pi'math "	"MGV"	"n."	"OBJ.CONC"	"saucer"
"2431"	"p"	"Pi'nafek "	"MGV"	"n."	"OBJ.CONC"	"gland"
"2432"	"p"	"Pi'sukhlop "	"MGV"	"n."	"OBJ.CONC"	"figurine, statuette"
"2433"	"p"	"Pi'tenkan"	"MGV"	"n."	"OBJ.CONC"	"embryo"
"2434"	"p"	"Pi'wakru "	"MGV"	"n."	"OBJ.CONC"	"minute"
"2435"	"p"	"Pid|-| "	"MGV"	"adj."	"PROP.CONC"	"high"
"2436"	"p"	"Pid-khaf-vihish "	"MGV"	"n."	"OBJ.CONC"	"high blood pressure, hypertension"
"2437"	"p"	"Pid-mashen "	"MGV"	"n."	"OBJ.CONC"	"high tide"
"2438"	"p"	"Pid-shal|tra| "	"MGV"	"n."	"OBJ.CONC"	"highland(s)"
"2439"	"p"	"Pid-tahmoh-, Pid-tahmohik "	"MGV"	"adj."	"PROP.CONC"	"high resolution"
"2440"	"p"	"Pid-vihish "	"MGV"	"n."	"OBJ.CONC"	"high pressure"
"2441"	"p"	"Pidek "	"MGV"	"n."	"OBJ.CONC"	"height"
"2442"	"p"	"Pidesh "	"anc."	"v."	"ACT.CONC"	"exert"
"2443"	"p"	"Pidvalu "	"MGV"	"n."	"OBJ.CONC"	"hyperbola"
"2444"	"p"	"Pih-saya "	"MGV"	"n."	"OBJ.CONC"	"gamma radiation"
"2445"	"p"	"Pih-zehllar "	"MGV"	"n."	"OBJ.CONC"	"gamma rays"
"2446"	"p"	"Pihl "	"MGV"	"n."	"OBJ.CONC"	"quark"
"2447"	"p"	"Pihlora "	"MGV"	"n."	"OBJ.CONC"	"'pyllora', counselor, guide"
"2448"	"p"	"Pil-tor "	"MGV"	"v."	"ACT.CONC"	"prepare food (for eating)"
"2449"	"p"	"Pilash "	"MGV"	"n."	"OBJ.CONC"	"river"
"2450"	"p"	"Pilsu "	"MGV"	"n."	"OBJ.CONC"	"food preparer, cook, chef"
"2451"	"p"	"Pim-tukh "	"MGV"	"n."	"OBJ.CONC"	"lithium"
"2452"	"p"	"Pinkau "	"MGV"	"v."	"ACT.CONC"	"earn"
"2453"	"p"	"Pishek "	"MGV"	"n."	"OBJ.CONC"	"steel"
"2454"	"p"	"Pitoh "	"MGV"	"n."	"OBJ.CONC"	"note"
"2455"	"p"	"Piyah|-| "	"MGV"	"adj."	"PROP.CONC"	"ripe"
"2456"	"p"	"Pla'dor "	"MGV"	"n."	"OBJ.CONC"	"back"
"2457"	"p"	"Pla'rak "	"MGV"	"adv."	"ACT.CONC.MOD"	"backward(s)"
"2458"	"p"	"Pla-kur "	"MGV"	"adj."	"PROP.CONC"	"blue"
"2459"	"p"	"Pla-tor "	"MGV"	"v."	"ACT.CONC"	"back up, to go in reverse"
"2460"	"p"	"Pla-tukh "	"MGV"	"n."	"OBJ.CONC"	"cobalt"
"2461"	"p"	"Plak-tau"	"anc."	"n."	"OBJ.CONC"	"plak tow', Vulcan 'blood fever'"
"2462"	"p"	"Plan "	"MGV"	"n."	"OBJ.CONC"	"backing up, reversal"
"2463"	"p"	"Plat "	"MGV"	"n."	"OBJ.CONC"	"spine"
"2464"	"p"	"Plathau "	"MGV"	"v."	"ACT.CONC"	"consummate"
"2465"	"p"	"Plesh-tor "	"MGV"	"v."	"ACT.CONC"	"crush"
"2466"	"p"	"Pliflau "	"MGV"	"v."	"ACT.CONC"	"condemn"
"2467"	"p"	"Plik "	"MGV"	"n."	"OBJ.CONC"	"advantage"
"2468"	"p"	"Plis-tor "	"MGV"	"v."	"ACT.CONC"	"glide"
"2469"	"p"	"Plisek "	"MGV"	"n."	"OBJ.CONC"	"glider"
"2470"	"p"	"Plokh "	"MGV"	"n."	"OBJ.CONC"	"delusion"
"2471"	"p"	"Plom"	"anc."	"n."	"OBJ.CONC"	"vegetable"
"2472"	"p"	"Plom-bah-ker "	"MGV"	"n."	"OBJ.CONC"	"vegetable garden"
"2473"	"p"	"Plomik "	"MGV"	"adj."	"PROP.CONC"	"'plomeek', vegetable"
"2474"	"p"	"Plomik shur "	"MGV"	"n."	"OBJ.CONC"	"plomeek soup, vegetable soup"
"2475"	"p"	"Pluhk "	"MGV"	"n."	"OBJ.CONC"	"vomit"
"2476"	"p"	"Po "	"MGV"	"adv."	"PREDIC.MOD"	"why"
"2477"	"p"	"Po' "	"MGV"	"prep."	"SITU.MOD"	"after"
"2478"	"p"	"Po-wak "	"MGV"	"n."	"OBJ.CONC"	"aftermath"
"2479"	"p"	"Pohl|-| "	"MGV"	"adv."	"SELEC.MOD"	"several"
"2480"	"p"	"Pohshau "	"MGV"	"v."	"ACT.CONC"	"shoot"
"2481"	"p"	"Pohshayek "	"TGV,LGV"	"n."	"OBJ.CONC"	"firearm, gun"
"2482"	"p"	"Pohshek "	"MGV"	"n."	"OBJ.CONC"	"firearm, gun"
"2483"	"p"	"Pok "	"MGV"	"adj."	"PROP.CONC"	"ready"
"2484"	"p"	"Pol-tor "	"MGV"	"v."	"ACT.CONC"	"fry"
"2485"	"p"	"Pon farr"	"anc."	"n."	"OBJ.CONC"	"'mating time'"
"2486"	"p"	"Pon-to-fa"	"anc."	"n."	"OBJ.CONC"	"estrus, 'heat'"
"2487"	"p"	"Pon-tor "	"MGV"	"v."	"ACT.CONC"	"mate"
"2488"	"p"	"Poprah "	"MGV"	"v."	"ACT.CONC"	"receive"
"2489"	"p"	"Poshaht-, Poshahtik "	"MGV"	"adj."	"PROP.CONC"	"eventual"
"2490"	"p"	"Potau "	"MGV"	"v."	"ACT.CONC"	"keep"
"2491"	"p"	"Potun-tor "	"MGV"	"v."	"ACT.CONC"	"sustain"
"2492"	"p"	"Praduk "	"MGV"	"n."	"OBJ.CONC"	"front"
"2493"	"p"	"Prahk'es "	"MGV"	"n."	"OBJ.CONC"	"ecstasy"
"2494"	"p"	"Pral "	"MGV"	"n."	"OBJ.CONC"	"wave"
"2495"	"p"	"Prash "	"MGV"	"n."	"OBJ.CONC"	"mucus"
"2496"	"p"	"Praskul-, Praskulik "	"MGV"	"adj."	"PROP.CONC"	"flamboyant"
"2497"	"p"	"Prel "	"MGV"	"n."	"OBJ.CONC"	"bliss"
"2498"	"p"	"Prel-bosh "	"MGV"	"adj."	"PROP.CONC"	"blissful"
"2499"	"p"	"Pris-tor "	"MGV"	"v."	"ACT.CONC"	"braid"
"2500"	"p"	"Psal-tukh "	"MGV"	"n."	"OBJ.CONC"	"strontium"
"2501"	"p"	"Psau "	"MGV"	"v."	"ACT.CONC"	"seek"
"2502"	"p"	"Pseth|-| "	"MGV"	"adj."	"PROP.CONC"	"dry"
"2503"	"p"	"Pseth-wak "	"MGV"	"n."	"OBJ.CONC"	"drought"
"2504"	"p"	"Pstha "	"MGV"	"v."	"ACT.CONC"	"search, look for"
"2505"	"p"	"Psthan "	"MGV"	"n."	"OBJ.CONC"	"search, quest"
"2506"	"p"	"Pstheran "	"MGV"	"n."	"OBJ.CONC"	"cliche"
"2507"	"p"	"Pthak "	"MGV"	"n."	"OBJ.CONC"	"fear, phobia"
"2508"	"p"	"Pu'a "	"MGV"	"n."	"OBJ.CONC"	"fairy"
"2509"	"p"	"Pu'gal "	"MGV"	"n."	"OBJ.CONC"	"baryon"
"2510"	"p"	"Pu'olu "	"MGV"	"n."	"OBJ.CONC"	"genie"
"2511"	"p"	"Pu'ulidau "	"MGV"	"v."	"ACT.CONC"	"to be marked"
"2512"	"p"	"Pu-tor "	"MGV"	"v."	"ACT.CONC"	"clean"
"2513"	"p"	"Pudatau "	"MGV"	"v."	"ACT.CONC"	"to be propelled"
"2514"	"p"	"Pudor-tor "	"MGV"	"v."	"ACT.CONC"	"to be honored"
"2515"	"p"	"Pudva-tor "	"MGV"	"v."	"ACT.CONC"	"to be to believed"
"2516"	"p"	"Pudvel-tor "	"MGV"	"v."	"ACT.CONC"	"to be chosen"
"2517"	"p"	"Pufai-tor "	"MGV"	"v."	"ACT.CONC"	"to be known"
"2518"	"p"	"Pufas-tor "	"MGV"	"v."	"ACT.CONC"	"to be cooked"
"2519"	"p"	"Pufulag-tor "	"MGV"	"v."	"ACT.CONC"	"to be lead"
"2520"	"p"	"Puhku "	"MGV"	"n."	"OBJ.CONC"	"amber, succinite"
"2521"	"p"	"Puhnk "	"MGV"	"n."	"OBJ.CONC"	"crust"
"2522"	"p"	"Puhsh "	"MGV"	"n."	"OBJ.CONC"	"foam, froth, spume"
"2523"	"p"	"Puk-tor "	"MGV"	"v."	"ACT.CONC"	"fight"
"2524"	"p"	"Pukilko-tor "	"MGV"	"v."	"ACT.CONC"	"to be answered"
"2525"	"p"	"Pula'tusa "	"MGV"	"v."	"ACT.CONC"	"to be mourned"
"2526"	"p"	"Pulau "	"MGV"	"v."	"ACT.CONC"	"reach"
"2527"	"p"	"Pulayau "	"MGV"	"v."	"ACT.CONC"	"to be present"
"2528"	"p"	"Pulu-kur "	"MGV"	"adj."	"PROP.CONC"	"lavender"
"2529"	"p"	"Puma "	"MGV"	"v."	"ACT.CONC"	"to be owned"
"2530"	"p"	"Pumeskarau "	"MGV"	"v."	"ACT.CONC"	"to be held"
"2531"	"p"	"Puna'shau "	"MGV"	"v."	"ACT.CONC"	"to be greeted"
"2532"	"p"	"Punaf-tor "	"MGV"	"v."	"ACT.CONC"	"to be linked"
"2533"	"p"	"Punar-tor "	"MGV"	"v."	"ACT.CONC"	"to be accepted"
"2534"	"p"	"Punekwitau "	"MGV"	"v."	"ACT.CONC"	"to be forced"
"2535"	"p"	"Pupak-tor "	"MGV"	"v."	"ACT.CONC"	"to be lost"
"2536"	"p"	"Pupol-tor "	"MGV"	"v."	"ACT.CONC"	"to be fried"
"2537"	"p"	"Puragtau "	"MGV"	"v."	"ACT.CONC"	"to be introduced"
"2538"	"p"	"Purubai "	"MGV"	"v."	"ACT.CONC"	"to be changed"
"2539"	"p"	"Pusaganau "	"MGV"	"v."	"ACT.CONC"	"to be dispersed"
"2540"	"p"	"Pushau "	"MGV"	"v."	"ACT.CONC"	"to be broken"
"2541"	"p"	"Puskau-tor "	"MGV"	"v."	"ACT.CONC"	"to be digested"
"2542"	"p"	"Puspusau "	"MGV"	"v."	"ACT.CONC"	"to be launched"
"2543"	"p"	"Pustau "	"MGV"	"v."	"ACT.CONC"	"to be killed"
"2544"	"p"	"Pusvik-tor "	"MGV"	"v."	"ACT.CONC"	"to be betrayed"
"2545"	"p"	"Putal-tor "	"MGV"	"v."	"ACT.CONC"	"to be found"
"2546"	"p"	"Putan-tor "	"MGV"	"v."	"ACT.CONC"	"to be given"
"2547"	"p"	"Putanovau "	"MGV"	"v."	"ACT.CONC"	"to be equipped"
"2548"	"p"	"Putash-tor "	"MGV"	"v."	"ACT.CONC"	"to be controlled"
"2549"	"p"	"Putaurau "	"MGV"	"v."	"ACT.CONC"	"to be amazed"
"2550"	"p"	"Puterish-tor "	"MGV"	"v."	"ACT.CONC"	"to be combined"
"2551"	"p"	"Putesha "	"MGV"	"v."	"ACT.CONC"	"to be awed"
"2552"	"p"	"Puthakau "	"MGV"	"v."	"ACT.CONC"	"to be focused"
"2553"	"p"	"Puthrap-tor "	"MGV"	"v."	"ACT.CONC"	"to be offended"
"2554"	"p"	"Putrefei "	"MGV"	"v."	"ACT.CONC"	"to be martyred"
"2555"	"p"	"Putumau "	"MGV"	"v."	"ACT.CONC"	"to be programmed"
"2556"	"p"	"Putus-tor "	"MGV"	"v."	"ACT.CONC"	"to be loaded"
"2557"	"p"	"Puv "	"MGV"	"n."	"OBJ.CONC"	"swelling"
"2558"	"p"	"Puv-tor "	"MGV"	"v."	"ACT.CONC"	"swell"
"2559"	"p"	"Puvinem-tor "	"MGV"	"v."	"ACT.CONC"	"to be assimilated"
"2560"	"p"	"Puyem-tor "	"MGV"	"v."	"ACT.CONC"	"to be fed"
"2561"	"p"	"Puyik "	"MGV"	"adj."	"PROP.CONC"	"clean"
"2562"	"p"	"Puzehl-tor "	"MGV"	"v."	"ACT.CONC"	"to be aligned"
"2563"	"p"	"Puzhu-tor "	"MGV"	"v."	"ACT.CONC"	"to be heard"
"2564"	"r"	"Ra "	"MGV"	"adj."	"SELEC.MOD"	"what"
"2565"	"r"	"Raal "	"MGV"	"n."	"OBJ.CONC"	"a region on Vulcan"
"2566"	"r"	"Rada-tor "	"MGV"	"v."	"ACT.CONC"	"spin (yarn, a web, etc.)"
"2567"	"r"	"Radet "	"MGV"	"n."	"OBJ.CONC"	"bushing"
"2568"	"r"	"Raf-, Rafik "	"MGV"	"adj."	"PROP.CONC"	"electric(al)"
"2569"	"r"	"Raf-a'rak|-| "	"MGV"	"adj."	"PROP.CONC"	"electropositive"
"2570"	"r"	"Raf-ar'kada-, Raf-ar'kadaik "	"MGV"	"adj."	"PROP.CONC"	"electronic"
"2571"	"r"	"Raf-ar'kada-dvelek "	"MGV"	"adj."	"PROP.CONC"	"electronic switch"
"2572"	"r"	"Raf-ar'kada-ha'wein "	"MGV"	"n."	"OBJ.CONC"	"electronic shutter (camera)"
"2573"	"r"	"Raf-ar'kada-kahat "	"MGV"	"n."	"OBJ.CONC"	"electronic flash"
"2574"	"r"	"Raf-ar'kada-sakat "	"MGV"	"n."	"OBJ.CONC"	"electronic mail (e-mail)"
"2575"	"r"	"Raf-ar'kada-sutauk "	"MGV"	"n."	"OBJ.CONC"	"electronics bay"
"2576"	"r"	"Raf-ar'kada-tash "	"MGV"	"n."	"OBJ.CONC"	"electronic control"
"2577"	"r"	"Raf-ar'kada-tehnokatlar "	"MGV"	"n."	"OBJ.CONC"	"electronic countermeasures (ECM)"
"2578"	"r"	"Raf-ar'kada-tvelkaun "	"MGV"	"n."	"OBJ.CONC"	"electronic tuning"
"2579"	"r"	"Raf-ar'kada-vellar "	"MGV"	"n."	"OBJ.CONC"	"electronics (equipment)"
"2580"	"r"	"Raf-ar'kada-viralashek "	"MGV"	"n."	"OBJ.CONC"	"electronic microphone"
"2581"	"r"	"Raf-ar'kada-yonan "	"MGV"	"n."	"OBJ.CONC"	"electronic ignition"
"2582"	"r"	"Raf-dataya "	"MGV"	"n."	"OBJ.CONC"	"electric propulsion"
"2583"	"r"	"Raf-dvun-nekwitaya "	"MGV"	"n."	"OBJ.CONC"	"electromotive force"
"2584"	"r"	"Raf-dvun-tal "	"MGV"	"n."	"OBJ.CONC"	"electrokinetics"
"2585"	"r"	"Raf-elakh "	"MGV"	"n."	"OBJ.CONC"	"electric(al) wire"
"2586"	"r"	"Raf-falek-, Raf-falekik "	"MGV"	"adj."	"PROP.CONC"	"electrothermal"
"2587"	"r"	"Raf-gasu "	"MGV"	"n."	"OBJ.CONC"	"electric flux"
"2588"	"r"	"Raf-glayek "	"MGV"	"n."	"OBJ.CONC"	"electric eye"
"2589"	"r"	"Raf-ha'gelek "	"MGV"	"n."	"OBJ.CONC"	"electric light"
"2590"	"r"	"Raf-khrasaya "	"MGV"	"n."	"OBJ.CONC"	"electrical discharge"
"2591"	"r"	"Raf-kolaya "	"MGV"	"n."	"OBJ.CONC"	"electric(al) shock"
"2592"	"r"	"Raf-kus-vakh "	"MGV"	"n."	"OBJ.CONC"	"electric bell"
"2593"	"r"	"Raf-meil-tal "	"MGV"	"n."	"OBJ.CONC"	"electrochemistry"
"2594"	"r"	"Raf-mish-tal "	"MGV"	"n."	"OBJ.CONC"	"electrical engineering"
"2595"	"r"	"Raf-mishu "	"MGV"	"n."	"OBJ.CONC"	"electric motor"
"2596"	"r"	"Raf-nala "	"MGV"	"n."	"OBJ.CONC"	"electrocyte"
"2597"	"r"	"Raf-natya-thonek "	"MGV"	"n."	"OBJ.CONC"	"electrometer"
"2598"	"r"	"Raf-nifau "	"MGV"	"v."	"ACT.CONC"	"electrolyze"
"2599"	"r"	"Raf-nifaya "	"MGV"	"n."	"OBJ.CONC"	"electrolysis"
"2600"	"r"	"Raf-seshan-dvelek "	"MGV"	"n."	"OBJ.CONC"	"electromagnetic switch"
"2601"	"r"	"Raf-seshan-ferek "	"MGV"	"n."	"OBJ.CONC"	"electromagnetic generator"
"2602"	"r"	"Raf-seshan-kebi "	"MGV"	"n."	"OBJ.CONC"	"electromagnetic unit"
"2603"	"r"	"Raf-seshan-pral "	"MGV"	"n."	"OBJ.CONC"	"electromagnetic wave"
"2604"	"r"	"Raf-seshan-sagaya "	"MGV"	"n."	"OBJ.CONC"	"electromagnetic pulse (EMP)"
"2605"	"r"	"Raf-seshan-saya "	"MGV"	"n."	"OBJ.CONC"	"electromagnetic radiation"
"2606"	"r"	"Raf-seshan-vel "	"MGV"	"n."	"OBJ.CONC"	"electromagnet"
"2607"	"r"	"Raf-seshan-vimevilaya "	"MGV"	"n."	"OBJ.CONC"	"electromagnetic induction"
"2608"	"r"	"Raf-seshan-vohrayek "	"MGV"	"n."	"OBJ.CONC"	"electromagnetic brake"
"2609"	"r"	"Raf-seshan-vunai "	"MGV"	"n."	"OBJ.CONC"	"electromagnetic field (EMF)"
"2610"	"r"	"Raf-slaun "	"MGV"	"n."	"OBJ.CONC"	"electroplating"
"2611"	"r"	"Raf-spa'es "	"MGV"	"n."	"OBJ.CONC"	"electrical conductivity"
"2612"	"r"	"Raf-tepul "	"MGV"	"n."	"OBJ.CONC"	"electrical power, electricity"
"2613"	"r"	"Raf-tepul-sagan "	"MGV"	"n."	"OBJ.CONC"	"electrical power distribution"
"2614"	"r"	"Raf-tor-velsu "	"MGV"	"n."	"OBJ.CONC"	"electrician"
"2615"	"r"	"Raf-toranu-masu "	"MGV"	"n."	"OBJ.CONC"	"electrodynamic fluid"
"2616"	"r"	"Raf-u'rak|-| "	"MGV"	"n."	"OBJ.CONC"	"electronegative"
"2617"	"r"	"Raf-yontaya "	"MGV"	"n."	"OBJ.CONC"	"electric(al) burn"
"2618"	"r"	"Rafanitra "	"MGV"	"n."	"OBJ.CONC"	"bus"
"2619"	"r"	"Rafau "	"MGV"	"v."	"ACT.CONC"	"electrify"
"2620"	"r"	"Rafaya "	"MGV"	"n."	"OBJ.CONC"	"electrification"
"2621"	"r"	"Rafostau "	"MGV"	"v."	"ACT.CONC"	"electrocute"
"2622"	"r"	"Rafostaya "	"MGV"	"n."	"OBJ.CONC"	"electrocution"
"2623"	"r"	"Ragel-tor "	"MGV"	"v."	"ACT.CONC"	"meet"
"2624"	"r"	"Ragelan "	"MGV"	"n."	"OBJ.CONC"	"meeting"
"2625"	"r"	"Ragtau "	"MGV"	"v."	"ACT.CONC"	"introduce"
"2626"	"r"	"Ragtaya "	"MGV"	"n."	"OBJ.CONC"	"introduction"
"2627"	"r"	"Rahm "	"MGV"	"n."	"OBJ.CONC"	"thunder"
"2628"	"r"	"Rai "	"MGV"	"interj."	"interjection"	"no (opposite of 'yes')"
"2629"	"r"	"Rak "	"MGV"	"n."	"OBJ.CONC"	"position"
"2630"	"r"	"Rak-tukh "	"MGV"	"n."	"OBJ.CONC"	"boron"
"2631"	"r"	"Rakusau "	"MGV"	"v."	"ACT.CONC"	"sting"
"2632"	"r"	"Ral|-| "	"MGV"	"adj."	"PROP.CONC"	"loud"
"2633"	"r"	"Ral'es "	"MGV"	"n."	"OBJ.CONC"	"volume, loudness"
"2634"	"r"	"Rala "	"MGV"	"n."	"OBJ.CONC"	"wing"
"2635"	"r"	"Ralash "	"MGV"	"n."	"OBJ.CONC"	"noise, sound"
"2636"	"r"	"Ralash-bosh "	"MGV"	"adj."	"PROP.CONC"	"noisy"
"2637"	"r"	"Ralash-fam "	"MGV"	"adj."	"PROP.CONC"	"silent"
"2638"	"r"	"Ralash-tal "	"MGV"	"n."	"OBJ.CONC"	"acoustics"
"2639"	"r"	"Ralash-tanaf "	"MGV"	"n."	"OBJ.CONC"	"music"
"2640"	"r"	"Ralash-tanafsu "	"MGV"	"n."	"OBJ.CONC"	"musician"
"2641"	"r"	"Ram-, Ramik "	"MGV"	"adj."	"PROP.CONC"	"classical"
"2642"	"r"	"Ran-, Ranik "	"MGV"	"adj."	"PROP.CONC"	"nice"
"2643"	"r"	"Ran-pleth"	"anc."	"n."	"OBJ.CONC"	"revenge"
"2644"	"r"	"Ran-tor "	"MGV"	"v."	"ACT.CONC"	"avenge, take revenge"
"2645"	"r"	"Ranau "	"MGV"	"v."	"ACT.CONC"	"train"
"2646"	"r"	"Ranaya "	"MGV"	"n."	"OBJ.CONC"	"training"
"2647"	"r"	"Ras|-| "	"MGV"	"adj."	"PROP.CONC"	"heavy"
"2648"	"r"	"Ras-tukh "	"MGV"	"n."	"OBJ.CONC"	"lead (metal)"
"2649"	"r"	"Rasahkos|-|"	"anc."	"adj."	"PROP.CONC"	"bad"
"2650"	"r"	"Raskwul "	"MGV"	"n."	"OBJ.CONC"	"bash(ing)"
"2651"	"r"	"Raskwul-tor "	"MGV"	"v."	"ACT.CONC"	"bash"
"2652"	"r"	"Raspiis "	"MGV"	"n."	"OBJ.CONC"	"curse"
"2653"	"r"	"Rau-nol "	"MGV"	"n."	"OBJ.CONC"	"refuge, shelter"
"2654"	"r"	"Rau-tor "	"MGV"	"v."	"ACT.CONC"	"shelter, provide refuge"
"2655"	"r"	"Raul "	"MGV"	"n."	"OBJ.CONC"	"tool"
"2656"	"r"	"Ravot "	"MGV"	"n."	"OBJ.CONC"	"insect, bug"
"2657"	"r"	"Razh "	"MGV"	"n."	"OBJ.CONC"	"hole, pit"
"2658"	"r"	"Razhen "	"MGV"	"n."	"OBJ.CONC"	"ulcer"
"2659"	"r"	"Razhil "	"MGV"	"n."	"OBJ.CONC"	"excavation"
"2660"	"r"	"Razhil-tor "	"MGV"	"v."	"ACT.CONC"	"excavate"
"2661"	"r"	"Redzh-, Redzhik "	"MGV"	"adj."	"PROP.CONC"	"mild"
"2662"	"r"	"Reh-leh "	"MGV"	"num."	"SELEC.MOD"	"thirty"
"2663"	"r"	"Reh-leh'veh "	"MGV"	"n."	"OBJ.CONC"	"thirtieth"
"2664"	"r"	"Reh-lehr-, Reh-leh'rak "	"MGV"	"adj."	"PROP.CONC"	"thirtieth"
"2665"	"r"	"Rehek "	"MGV"	"n."	"OBJ.CONC"	"trio"
"2666"	"r"	"Reh|kuh| "	"MGV"	"num."	"SELEC.MOD"	"three"
"2667"	"r"	"Rehr-, Reh'rak "	"MGV"	"adj."	"PROP.CONC"	"third"
"2668"	"r"	"Rekun "	"MGV"	"n."	"OBJ.CONC"	"pyramid"
"2669"	"r"	"Reldai"	"anc."	"n."	"OBJ.CONC"	"female religious leader, ruler or princess"
"2670"	"r"	"Relen"	"anc."	"n."	"OBJ.CONC"	"a plant made into a tea"
"2671"	"r"	"Relk "	"MGV"	"n."	"OBJ.CONC"	"cupola"
"2672"	"r"	"Relkoh "	"MGV"	"n."	"OBJ.CONC"	"oath"
"2673"	"r"	"Renkup'es "	"MGV"	"n."	"OBJ.CONC"	"skill"
"2674"	"r"	"Renyut "	"MGV"	"n."	"OBJ.CONC"	"way (skill, type)"
"2675"	"r"	"Reshan "	"MGV"	"n."	"OBJ.CONC"	"anger, rage"
"2676"	"r"	"Reshnek "	"MGV"	"adj."	"PROP.CONC"	"angry, enraged"
"2677"	"r"	"Ret "	"MGV"	"n."	"OBJ.CONC"	"space (room)"
"2678"	"r"	"Ri "	"MGV"	"adv."	"ACT.CONC.MOD"	"not"
"2679"	"r"	"Ri'el "	"MGV"	"pron."	"OBJ.CONC"	"nothing"
"2680"	"r"	"Rifainuk "	"MGV"	"adj."	"PROP.CONC"	"unknown"
"2681"	"r"	"Rigath|-| "	"MGV"	"adj."	"PROP.CONC"	"benign"
"2682"	"r"	"Rigishuk "	"MGV"	"adj."	"PROP.CONC"	"unexpected"
"2683"	"r"	"Rihag-, Rihagik "	"MGV"	"adj."	"PROP.CONC"	"difficult, hard, not easy"
"2684"	"r"	"Rihamau "	"MGV"	"v."	"ACT.CONC"	"check, verify"
"2685"	"r"	"Rihansu "	"MGV"	"n."	"OBJ.CONC"	"Romulan"
"2686"	"r"	"Riherik "	"MGV"	"adj."	"PROP.CONC"	"unsuitable"
"2687"	"r"	"Rihk "	"MGV"	"n."	"OBJ.CONC"	"edge"
"2688"	"r"	"Rihpret "	"MGV"	"n."	"OBJ.CONC"	"cataract (water)"
"2689"	"r"	"Rihtun "	"MGV"	"n."	"OBJ.CONC"	"virtue"
"2690"	"r"	"Rikerik "	"MGV"	"adj."	"PROP.CONC"	"unworthy"
"2691"	"r"	"Rikohs-, Rikohsik "	"MGV"	"adj."	"PROP.CONC"	"insane, mad"
"2692"	"r"	"Ril "	"MGV"	"conj."	"CONNECTOR"	"nor"
"2693"	"r"	"Rilik "	"MGV"	"adj."	"PROP.CONC"	"intermittent"
"2694"	"r"	"Rim "	"MGV"	"adv."	"ACT.CONC.MOD"	"none"
"2695"	"r"	"Rimon-yehat "	"MGV"	"adj."	"PROP.CONC"	"undrinkable, non-potable"
"2696"	"r"	"Rinan'es "	"MGV"	"n."	"OBJ.CONC"	"futility"
"2697"	"r"	"Rinan-, Rinanik "	"MGV"	"n."	"OBJ.CONC"	"futile"
"2698"	"r"	"Riozhika "	"MGV"	"n."	"OBJ.CONC"	"illogic"
"2699"	"r"	"Riozhikaik "	"MGV"	"adj."	"PROP.CONC"	"illogical"
"2700"	"r"	"Ripabukhu "	"MGV"	"n."	"OBJ.CONC"	"The Unforgiven"
"2701"	"r"	"Ripakhaik "	"MGV"	"adj."	"PROP.CONC"	"irregular"
