index	FRST_LETTER	vulcan	pronunciation	variety	pos	croftian_crossling_concepts	fse	misc
2211	n	Nen-dukal-torvukh 	NA	MGV	n.	OBJ.CONC	baseball (the sport)	sport
2212	n	Nen-kas-tukh 	NA	MGV	n.	OBJ.CONC	cellulose	
2213	n	Nen-kebi 	NA	MGV	n.	OBJ.CONC	base unit, fundamental unit	
2214	n	Nen-pi'gal 	NA	MGV	n.	OBJ.CONC	fundamental particle	
2215	n	Nen-shid 	NA	MGV	n.	OBJ.CONC	basic form, fundamental form	
2216	n	Nen-shif 	NA	MGV	n.	OBJ.CONC	base pair	genetics
2217	n	Nen-tin 	NA	MGV	n.	OBJ.CONC	base level	
2218	n	Nen-torektra 	NA	MGV	n.	OBJ.CONC	basic system, fundamental system	
2219	n	Nen-travek 	NA	MGV	n.	OBJ.CONC	base group, fundamental group	
2220	n	Nen-vukharat 	NA	MGV	n.	OBJ.CONC	base vector	
2221	n	Nen-vukhut 	NA	MGV	n.	OBJ.CONC	basal body	
2222	n	Nen-vulu 	NA	MGV	n.	OBJ.CONC	base angle	
2223	n	Nen-weltralar 	NA	MGV	n.	OBJ.CONC	basal ganglia	anat.
2224	n	Nen-zehl 	NA	MGV	n.	OBJ.CONC	baseline	
2225	n	Nenam-tor 	NA	MGV	v.	ACT.CONC	to be based on	
2226	n	Nenem-tor 	NA	MGV	v.	ACT.CONC	deduct	
2227	n	Nenikau 	NA	MGV	v.	ACT.CONC	support	
2228	n	Nentu 	NA	MGV	n.	OBJ.CONC	frame	
2229	n	Ner-, Nerik 	NA	MGV	n.	OBJ.CONC	dependent	
2230	n	Nerau 	- '	MGV	v.	ACT.CONC	depend	
2231	n	Nerek|-| 	 '-	MGV	adj.	PROP.CONC	dependable	
2232	n	Neruk-, Nerukik 	NA	MGV	adj.	PROP.CONC	humble	
2233	n	Nes 	NA	MGV	n.	OBJ.CONC	drop (in temperature)	
2234	n	Nesh 	NA	MGV	n.	OBJ.CONC	cut	
2235	n	Nesh-kur 	NA	MGV	adj.	PROP.CONC	black	color
2236	n	Nesh-kurau 	NA	MGV	v.	ACT.CONC	blacken	
2237	n	Nesh-tor 	NA	MGV	v.	ACT.CONC	cut	
2238	n	Nesh-tukh 	NA	MGV	n.	OBJ.CONC	iodine	
2239	n	Neshek 	 '-	MGV	n.	OBJ.CONC	cutter	device
2240	n	Neshuhk 	- ', - '	MGV	n.	OBJ.CONC	parasite	
2241	n	Net 	NA	MGV	n.	OBJ.CONC	scab	med.
2242	n	Netikidau 	NA	MGV	v.	ACT.CONC	reduce	
2243	n	Nev-kur 	NA	MGV	adj.	PROP.CONC	maroon	color
2244	n	Nevasa	- '-	anc.	n.	OBJ.CONC	a name for the Vulcan system's sun	Vulcan-specific term
2245	n	Nezhak 	- '	MGV	n.	OBJ.CONC	chaos	
2246	n	Ni 	NA	MGV	adv.	DEG.MOD	so, such a	
2247	n	Ni-prazh	NA	anc.	n.	OBJ.CONC	stoic, displaying no emotion(s)	Vulcan-specific term
2248	n	Nifauli|-| 	NA	MGV	adj.	PROP.CONC	bizarre	
2249	n	Niht 		MGV	n.	OBJ.CONC	cousin (general term)	family
2250	n	Nik'el 	NA	MGV	n.	OBJ.CONC	convoy, caravan	
2251	n	Nikh	NA	anc.	n.	OBJ.CONC	eye	anat.
2252	n	Nis-tor 	NA	MGV	v.	ACT.CONC	test	
2253	n	Nisan 	NA	MGV	n.	OBJ.CONC	test	
2254	n	Nisau 	NA	MGV	v.	ACT.CONC	probe, test thoroughly, examine in detail, analyze	
2255	n	Nodolaya 	NA	MGV	n.	OBJ.CONC	fixation	chem.
2256	n	Nohv 	_	MGV	n.	OBJ.CONC	meld	
2257	n	Nok 	NA	MGV	n.	OBJ.CONC	concrete (material)	
2258	n	Nol-tukh 	NA	MGV	n.	OBJ.CONC	carbon	
2259	n	Nom	NA	NGS	n.	OBJ.CONC	the philosophical concept of 'all'	Vulcan-specific term
2260	n	Nop 	NA	MGV	n.	OBJ.CONC	card	
2261	n	Norn-la-hal	NA	NGS	n.	OBJ.CONC	status change from child to adult	Vulcan-specific term
2262	n	Nosahp 	NA	MGV	n.	OBJ.CONC	amount	
2263	n	Nosh 	NA	MGV	n.	OBJ.CONC	state, condition	
2264	n	Nosh-nisaklar 	NA	MGV	n.	OBJ.CONC	diagnostics	
2265	n	Nosh-satilau 	NA	MGV	v.	ACT.CONC	diagnose	med.
2266	n	Nosh-satilaya 	NA	MGV	n.	OBJ.CONC	diagnosis	med.
2267	n	Nosh-tor 	NA	MGV	v.	ACT.CONC	condition	med.
2268	n	Noshau 	NA	MGV	v.	ACT.CONC	stand (as)	
2269	n	Noshek 	 '-	MGV	n.	OBJ.CONC	conditioner	device
2270	n	Noshtra 	 '-	MGV	n.	OBJ.CONC	trait, characteristic	
2271	n	Nu, Nu' 	NA	MGV	prep.	SITU.MOD	down	
2272	n	Nu'le 	NA	MGV	adv.	ACT.CONC.MOD	downwards	
2273	n	Nu'ri|-| 	- '	MGV	adj.	PROP.CONC	young	
2274	n	Nu-seshan 	NA	MGV	n.	OBJ.CONC	gravity	
2275	n	Nu-seshan-svitan 	NA	MGV	n.	OBJ.CONC	center of gravity	
2276	n	Nu-tor 	NA	MGV	v.	ACT.CONC	lower	
2277	n	Nuf 	NA	MGV	n.	OBJ.CONC	case, event	
2278	n	Nufau 	NA	MGV	v.	ACT.CONC	offer	
2279	n	Nuh' 	NA	MGV	adv.	DEG.MOD	too	
2280	n	Nuhish 	NA	MGV	n.	OBJ.CONC	downward pressure	
2281	n	Nuhk|-| 	NA	MGV	adj.	PROP.CONC	courteous	
2282	n	Nuhk'es 	NA	MGV	n.	OBJ.CONC	courtesy	
2283	n	Nuhs 	,	MGV	n.	OBJ.CONC	era	
2284	n	Nuk|-| 	NA	MGV	adj.	PROP.CONC	low	
2285	n	Nuk-ha'gel-, Nuk-ha'gelik 	NA	MGV	adj.	PROP.CONC	dim	
2286	n	Nuk-khaf-vihish 	NA	MGV	n.	OBJ.CONC	low blood pressure	med.
2287	n	Nuk-mashen 	NA	MGV	n.	OBJ.CONC	low tide	
2288	n	Nuk-tahmoh-, Nuk-tahmohik 	NA	MGV	adj.	PROP.CONC	low resolution	
2289	n	Nuk-vihish 	NA	MGV	n.	OBJ.CONC	low pressure	meteor.
2290	n	Nuk-vikuvtra 	NA	MGV	n.	OBJ.CONC	cay, key, low island	
2291	n	Nukh 	NA	MGV	n.	OBJ.CONC	mode	
2292	n	Nukuyau 		MGV	v.	ACT.CONC	sit down	
2293	n	Nulau 	- '	MGV	v.	ACT.CONC	decrease, diminish, suppress	
2294	n	Numo 	NA	MGV	adj.	PROP.CONC	extremely small, microscopic	
2295	n	Numo-zan-vel 	NA	MGV	n.	OBJ.CONC	microscope	
2296	n	Nunau 	- '	MGV	v.	ACT.CONC	fit	
2297	n	Nup 	NA	MGV	n.	OBJ.CONC	fractal	
2298	n	Nuralash 	NA	MGV	n.	OBJ.CONC	bass (low frequency sound)	
2299	n	Nuralash-aboraya 	NA	MGV	n.	OBJ.CONC	bass boost	
2300	n	Nuralash-vakav'es 	NA	MGV	n.	OBJ.CONC	bass frequency	
2301	n	Nus 	NA	MGV	n.	OBJ.CONC	parameter	
2302	n	Nushau 	- '	MGV	v.	ACT.CONC	collapse	
2303	n	Nushaya 	NA	MGV	n.	OBJ.CONC	collapse	
2304	n	Nut 	NA	MGV	n.	OBJ.CONC	drop, lowering	
2305	n	Nuv-tor 	NA	MGV	v.	ACT.CONC	flutter	
2306	o	Odon 	 '-	MGV	n.	OBJ.CONC	treasure	
2307	o	Odva 	 '-	MGV	n.	OBJ.CONC	faith	
2308	o	Oekon 	NA	MGV	n.	OBJ.CONC	God, the Supreme Being	myth.
2309	o	Ofereiksu 	NA	MGV	n.	OBJ.CONC	the Creator (i.e.God)	myth.
2310	o	Og 	NA	MGV	n.	OBJ.CONC	stitch	
2311	o	Og-elakh 	NA	MGV	n.	OBJ.CONC	thread	
2312	o	Og-lum 	NA	MGV	n.	OBJ.CONC	needle	
2313	o	Og-tor 	NA	MGV	v.	ACT.CONC	sew, stitch	
2314	o	Ogsu 	NA	MGV	n.	OBJ.CONC	seamster, seamstress (general term)	
2315	o	Oh-leh 	NA	MGV	num.	SELEC.MOD	eighty	
2316	o	Oh-leh'veh 	NA	MGV	n.	OBJ.CONC	eightieth	
2317	o	Oh-lehr-, Oh-leh'rak 	NA	MGV	adj.	PROP.CONC	eightieth	
2318	o	Oh|kuh| 	NA	MGV	num.	SELEC.MOD	eight	
2319	o	Ohmor 	 ' _ -	MGV	n.	OBJ.CONC	epithet	
2320	o	Ohorssu 	NA	MGV	n.	OBJ.CONC	knight (Terran)	
2321	o	Ok 	NA	MGV	n.	OBJ.CONC	cam	
2322	o	Ok-fek 	NA	MGV	n.	OBJ.CONC	camshaft	
2323	o	Okenelsu 	NA	MGV	n.	OBJ.CONC	knight (Vulcan)	
2324	o	Olau 	- '	MGV	v.	ACT.CONC	feel	
2325	o	Oluhk 	NA	MGV	n.	OBJ.CONC	snake	
2326	o	On 	NA	MGV	pron.	SELEC.MOD	both	
2327	o	Ooch	NA	anc.	n.	OBJ.CONC	wizard	myth.
2328	o	Opilsu 	 '	MGV	n.	OBJ.CONC	chef (honoured)	
2329	o	Opul-, Opulik 	NA	MGV	adj.	PROP.CONC	aware	
2330	o	Oren-tor 	NA	MGV	v.	ACT.CONC	learn	
2331	o	Orenau 		MGV	v.	ACT.CONC	study	
2332	o	Orensu 	- '-	MGV	n.	OBJ.CONC	student, pupil	
2333	o	Orenus 	NA	MGV	n.	OBJ.CONC	course (of study)	
2334	o	Orfikkel 		anc.	n.	OBJ.CONC	ancestors, forebearers, progenitors	family
2335	o	Ork 	NA	MGV	n.	OBJ.CONC	boom	
2336	o	Orn-tukh 	NA	MGV	n.	OBJ.CONC	nickel	
2337	o	Orniaga	NA	anc.	adj.	PROP.CONC	irritated	
2338	o	Os|-| 	NA	MGV	adj.	PROP.CONC	old, aged	
2339	o	Oshi 	 '-	MGV	n.	OBJ.CONC	shrine	
2340	o	Oshu'a	NA	anc.	n.	OBJ.CONC	mythological volcano spirit	myth.
2341	o	Osos'ehtak 	NA	MGV	n.	OBJ.CONC	legend	
2342	o	Osos'ehtakan-, Osos'ehtakanik 	NA	MGV	adj.	PROP.CONC	legendary	
2343	o	Osu 	 '-	MGV	n.	OBJ.CONC	honored person (can be used for 'sir' or 'madam' in context)	
2344	o	Ot-lan 	NA	MGV	n.	OBJ.CONC	captain	army/marines
2345	o	Oub 	NA	MGV	n.	OBJ.CONC	firmament	
2346	o	Oveh 	 '-_	MGV	n.	OBJ.CONC	saint	
2347	o	Ovsotu	NA	anc.	v.	ACT.CONC	total	
2348	o	Ovsotuhl 	NA	MGV	adj.	PROP.CONC	complete, total	
2349	o	Ovsu 	- '	anc.	n.	OBJ.CONC	total	
2350	o	Ovulau 	NA	MGV	v.	ACT.CONC	bow	
2351	o	Oyut 	 '-	MGV	n.	OBJ.CONC	custom	
2352	o	Ozh 	NA	MGV	n.	OBJ.CONC	finger	anat.
2353	o	Ozh-dukal 	NA	MGV	n.	OBJ.CONC	fist	anat.
2354	o	Ozhika 	 '	MGV	n.	OBJ.CONC	logic	
2355	o	Ozhikaik 	NA	MGV	adj.	PROP.CONC	logical	
2356	p	Pa' 	NA	MGV	prep.	SITU.MOD	around	
2357	p	Pa'ash|-| 	- '	MGV	adj.	PROP.CONC	flat	
2358	p	Pa'ash-tor 	NA	MGV	v.	ACT.CONC	flatten	
2359	p	Pa'shau 	NA	MGV	v.	ACT.CONC	clear	
2360	p	Pa'tam'al-kelek 	NA	MGV	n.	OBJ.CONC	haunted house	myth.
2361	p	Pa'tam'au 	NA	MGV	v.	ACT.CONC	haunt	
2362	p	Pa-tukh 	 '-	MGV	n.	OBJ.CONC	gas (oxygen, etc.)	
2363	p	Pa-tukh-, Pa-tukhik 	NA	MGV	adj.	PROP.CONC	gaseous	
2364	p	Pabukh-tor 	NA	MGV	v.	ACT.CONC	forgive	
2365	p	Pabukhu 	NA	MGV	n.	OBJ.CONC	The Forgiven	
2366	p	Pach-te	NA	NGS	n.	OBJ.CONC	'ego', strongest of all desires and the root of emotion	
2367	p	Pada-tor 	NA	MGV	v.	ACT.CONC	spin/rotate quickly, turn fast	
2368	p	Padukau 	NA	MGV	v.	ACT.CONC	roll	
2369	p	Pafam|-| 	- '	MGV	adj.	PROP.CONC	deficient	
2370	p	Pagun 	- '	anc.	n.	OBJ.CONC	duel	
2371	p	Pahth 	NA	MGV	n.	OBJ.CONC	panic	
2372	p	Pahutau 	NA	MGV	v.	ACT.CONC	agitate	
2373	p	Pahz 	NA	MGV	n.	OBJ.CONC	lightning	
2374	p	Paikau 	NA	MGV	v.	ACT.CONC	fluster	
2375	p	Pailora	NA	TGV	n.	OBJ.CONC	'pyllora', counselor, guide	
2376	p	Pak 	NA	MGV	n.	OBJ.CONC	loss	
2377	p	Pak-tor 	NA	MGV	v.	ACT.CONC	lose	
2378	p	Pakh 	NA	MGV	n.	OBJ.CONC	stroke	
2379	p	Pakhaik 	NA	MGV	adj.	PROP.CONC	regular	
2380	p	Pakhartau 	NA	MGV	v.	ACT.CONC	regulate	
2381	p	Pakik, Pakal-, Pakalik 	 '-	MGV	adj.	PROP.CONC	lost	
2382	p	Pakuv 	- '	MGV	n.	OBJ.CONC	coil, loop	
2383	p	Pal 	NA	MGV	n.	OBJ.CONC	age, era	
2384	p	Palesh-tor 	NA	MGV	v.	ACT.CONC	endure	
2385	p	Palikau 	NA	MGV	v.	ACT.CONC	begin, commence, start	
2386	p	Palutunau 	NA	MGV	v.	ACT.CONC	care for, tend, watch over	
2387	p	Pamashok 	NA	MGV	n.	OBJ.CONC	dike	
2388	p	Pamutau 	NA	MGV	v.	ACT.CONC	bypass	
2389	p	Panaz 	- '	MGV	n.	OBJ.CONC	fume	
2390	p	Panu 	 '-	MGV	n.	OBJ.CONC	world	
2391	p	Paribau 	NA	MGV	v.	ACT.CONC	discuss	
2392	p	Paribaya 	NA	MGV	n.	OBJ.CONC	discussion	
2393	p	Pas-, Pasik 	NA	MGV	adj.	PROP.CONC	dull, blunt	
2394	p	Pash-tor 	NA	MGV	v.	ACT.CONC	trap	
2395	p	Pashov 	- '	anc.	n.	OBJ.CONC	dolmen	
2396	p	Pasu 	 '-	MGV	n.	OBJ.CONC	table	
2397	p	Pasutau 	NA	MGV	v.	ACT.CONC	camouflage, disguise	
2398	p	Patal-tor 	NA	MGV	v.	ACT.CONC	detect	
2399	p	Patalek 	NA	MGV	n.	OBJ.CONC	detector	
2400	p	Patalavau 	NA	MGV	v.	ACT.CONC	appraise, evaluate	
2401	p	Patalavaya 	NA	MGV	n.	OBJ.CONC	appraisal, evaluation	
2402	p	Patam 	- '	MGV	n.	OBJ.CONC	head	
2403	p	Patishal-, Patishalik 	NA	MGV	adj.	PROP.CONC	popular	
2404	p	Patorau 	NA	MGV	v.	ACT.CONC	process	
2405	p	Patra 	 '-	MGV	n.	OBJ.CONC	pool (vehicle, gene, etc.)	
2406	p	Patuhl-tor 	NA	MGV	v.	ACT.CONC	encase	
2407	p	Pau 	NA	MGV	n.	OBJ.CONC	corona, halo	
2408	p	Pauk 	NA	MGV	adj.	PROP.CONC	round	
2409	p	Pavek 	 '-	MGV	n.	OBJ.CONC	event	
2410	p	Pavesh-tor 	NA	MGV	v.	ACT.CONC	happen, occur	
2411	p	Pehkau 	NA	MGV	v.	ACT.CONC	stop	
2412	p	Pekh 		MGV	n.	OBJ.CONC	feces, dung, excrement, manure	
2413	p	Pel-tar'uk	NA	anc.	n.	OBJ.CONC	a low shrub which produces small, green, edible berries	Vulcan-specific term
2414	p	Pelakh 	- '	MGV	n.	OBJ.CONC	filament	
2415	p	Pelal 	- '	MGV	n.	OBJ.CONC	robe	
2416	p	Pen-, Penik 	NA	MGV	adj.	PROP.CONC	short	
2417	p	Pen-tor 	NA	MGV	v.	ACT.CONC	shorten, curtail	
2418	p	Penal-harr 	NA	MGV	adj.	PROP.CONC	bobtail	
2419	p	Per-ithop	NA	anc.	n.	OBJ.CONC	actor, actress	
2420	p	Per-tor 	NA	MGV	v.	ACT.CONC	act	
2421	p	Pes-, Pesik 	NA	MGV	adj.	PROP.CONC	firm	
2422	p	Pev 	NA	anc.	n.	OBJ.CONC	mat	
2423	p	Pi, Pi' 	NA	MGV	adj.	PROP.CONC	small, little	
2424	p	Pi'dayek 	NA	MGV	n.	OBJ.CONC	rotor	
2425	p	Pi'dayek-hashek 	NA	MGV	n.	OBJ.CONC	gyrocopter	
2426	p	Pi'gal 	 '-	MGV	n.	OBJ.CONC	particle	
2427	p	Pi'kahr 	NA	MGV	n.	OBJ.CONC	village, hamlet, settlement	
2428	p	Pi'lek|-| 	- '	obs.	adj.	PROP.CONC	small, little	
2429	p	Pi'maat 	 '-	MGV	n.	OBJ.CONC	family	family
2430	p	Pi'mashali 	NA	MGV	n.	OBJ.CONC	boat	
2431	p	Pi'math 	 '-	MGV	n.	OBJ.CONC	saucer	
2432	p	Pi'nafek 	NA	MGV	n.	OBJ.CONC	gland	anat.
2433	p	Pi'sukhlop 	NA	MGV	n.	OBJ.CONC	figurine, statuette	
2434	p	Pi'tenkan	NA	MGV	n.	OBJ.CONC	embryo	biol.
2435	p	Pi'wakru 	- '-	MGV	n.	OBJ.CONC	minute	time
2436	p	Pid|-| 	NA	MGV	adj.	PROP.CONC	high	
2437	p	Pid-khaf-vihish 	NA	MGV	n.	OBJ.CONC	high blood pressure, hypertension	med.
2438	p	Pid-mashen 	NA	MGV	n.	OBJ.CONC	high tide	
2439	p	Pid-shal|tra| 	NA	MGV	n.	OBJ.CONC	highland(s)	
2440	p	Pid-tahmoh-, Pid-tahmohik 	NA	MGV	adj.	PROP.CONC	high resolution	
2441	p	Pid-vihish 	NA	MGV	n.	OBJ.CONC	high pressure	meteor.
2442	p	Pidek 	 '-	MGV	n.	OBJ.CONC	height	
2443	p	Pidesh 	- '	anc.	v.	ACT.CONC	exert	
2444	p	Pidvalu 	NA	MGV	n.	OBJ.CONC	hyperbola	
2445	p	Pih-saya 	NA	MGV	n.	OBJ.CONC	gamma radiation	astronomy
2446	p	Pih-zehllar 	NA	MGV	n.	OBJ.CONC	gamma rays	astronomy
2447	p	Pihl 	NA	MGV	n.	OBJ.CONC	quark	
2448	p	Pihlora 	- '-	MGV	n.	OBJ.CONC	'pyllora', counselor, guide	Vulcan-specific term
2449	p	Pil-tor 	NA	MGV	v.	ACT.CONC	prepare food (for eating)	
2450	p	Pilash 	- '	MGV	n.	OBJ.CONC	river	
2451	p	Pilsu 	 '-	MGV	n.	OBJ.CONC	food preparer, cook, chef	
2452	p	Pim-tukh 	NA	MGV	n.	OBJ.CONC	lithium	
2453	p	Pinkau 	NA	MGV	v.	ACT.CONC	earn	
2454	p	Pishek 	 '-	MGV	n.	OBJ.CONC	steel	
2455	p	Pitoh 	 '-	MGV	n.	OBJ.CONC	note	
2456	p	Piyah|-| 	NA	MGV	adj.	PROP.CONC	ripe	
2457	p	Pla'dor 	NA	MGV	n.	OBJ.CONC	back	
2458	p	Pla'rak 	NA	MGV	adv.	ACT.CONC.MOD	backward(s)	
2459	p	Pla-kur 	NA	MGV	adj.	PROP.CONC	blue	color
2460	p	Pla-tor 	NA	MGV	v.	ACT.CONC	back up, to go in reverse	
2461	p	Pla-tukh 	NA	MGV	n.	OBJ.CONC	cobalt	
2462	p	Plak-tau	NA	anc.	n.	OBJ.CONC	plak tow', Vulcan 'blood fever'	Vulcan-specific term
2463	p	Plan 	NA	MGV	n.	OBJ.CONC	backing up, reversal	
2464	p	Plat 	NA	MGV	n.	OBJ.CONC	spine	anat.
2465	p	Plathau 	NA	MGV	v.	ACT.CONC	consummate	
2466	p	Plesh-tor 	NA	MGV	v.	ACT.CONC	crush	
2467	p	Pliflau 	- '	MGV	v.	ACT.CONC	condemn	
2468	p	Plik 	NA	MGV	n.	OBJ.CONC	advantage	
2469	p	Plis-tor 	NA	MGV	v.	ACT.CONC	glide	
2470	p	Plisek 	 '-	MGV	n.	OBJ.CONC	glider	aircraft
2471	p	Plokh 	NA	MGV	n.	OBJ.CONC	delusion	
2472	p	Plom	NA	anc.	n.	OBJ.CONC	vegetable	
2473	p	Plom-bah-ker 	NA	MGV	n.	OBJ.CONC	vegetable garden	
2474	p	Plomik 	 '-	MGV	adj.	PROP.CONC	'plomeek', vegetable	Vulcan-specific term
2475	p	Plomik shur 	NA	MGV	n.	OBJ.CONC	plomeek soup, vegetable soup	
2476	p	Pluhk 	NA	MGV	n.	OBJ.CONC	vomit	
2477	p	Po 	NA	MGV	adv.	PREDIC.MOD	why	
2478	p	Po' 	NA	MGV	prep.	SITU.MOD	after	
2479	p	Po-wak 	NA	MGV	n.	OBJ.CONC	aftermath	
2480	p	Pohl|-| 	NA	MGV	adv.	SELEC.MOD	several	
2481	p	Pohshau 	_ - '	MGV	v.	ACT.CONC	shoot	
2482	p	Pohshayek 	_ - '-	TGV	n.	OBJ.CONC	firearm, gun	
2483	p	Pohshayek 	_ - '-	LGV	n.	OBJ.CONC	firearm, gun	
2484	p	Pohshek 	 '_ -	MGV	n.	OBJ.CONC	firearm, gun	
2485	p	Pok 	NA	MGV	adj.	PROP.CONC	ready	
2486	p	Pol-tor 	NA	MGV	v.	ACT.CONC	fry	
2487	p	Pon farr	NA	anc.	n.	OBJ.CONC	'mating time'	biol.
2488	p	Pon-to-fa	NA	anc.	n.	OBJ.CONC	estrus, 'heat'	biol.
2489	p	Pon-tor 	NA	MGV	v.	ACT.CONC	mate	
2490	p	Poprah 	NA	MGV	v.	ACT.CONC	receive	
2491	p	Poshaht-, Poshahtik 	NA	MGV	adj.	PROP.CONC	eventual	
2492	p	Potau 	- '	MGV	v.	ACT.CONC	keep	
2493	p	Potun-tor 	NA	MGV	v.	ACT.CONC	sustain	
2494	p	Praduk 	 '-	MGV	n.	OBJ.CONC	front	meteor.
2495	p	Prahk'es 	NA	MGV	n.	OBJ.CONC	ecstasy	
2496	p	Pral 	NA	MGV	n.	OBJ.CONC	wave	
2497	p	Prash 	NA	MGV	n.	OBJ.CONC	mucus	
2498	p	Praskul-, Praskulik 	NA	MGV	adj.	PROP.CONC	flamboyant	
2499	p	Prel 	NA	MGV	n.	OBJ.CONC	bliss	
2500	p	Prel-bosh 	NA	MGV	adj.	PROP.CONC	blissful	
2501	p	Pris-tor 	NA	MGV	v.	ACT.CONC	braid	
2502	p	Psal-tukh 	NA	MGV	n.	OBJ.CONC	strontium	
2503	p	Psau 		MGV	v.	ACT.CONC	seek	
2504	p	Pseth|-| 		MGV	adj.	PROP.CONC	dry	
2505	p	Pseth-wak 	NA	MGV	n.	OBJ.CONC	drought	
2506	p	Pstha 		MGV	v.	ACT.CONC	search, look for	
2507	p	Psthan 	NA	MGV	n.	OBJ.CONC	search, quest	
2508	p	Pstheran 	 '-	MGV	n.	OBJ.CONC	cliche	
2509	p	Pthak 		MGV	n.	OBJ.CONC	fear, phobia	
2510	p	Pu'a 	- '	MGV	n.	OBJ.CONC	fairy	myth.
2511	p	Pu'gal 	 '-	MGV	n.	OBJ.CONC	baryon	
2512	p	Pu'olu 	- '-	MGV	n.	OBJ.CONC	genie	myth.
2513	p	Pu'ulidau 	NA	MGV	v.	ACT.CONC	to be marked	
2514	p	Pu-tor 	NA	MGV	v.	ACT.CONC	clean	
2515	p	Pudatau 	NA	MGV	v.	ACT.CONC	to be propelled	
2516	p	Pudor-tor 	NA	MGV	v.	ACT.CONC	to be honored	
2517	p	Pudva-tor 	NA	MGV	v.	ACT.CONC	to be to believed	
2518	p	Pudvel-tor 	NA	MGV	v.	ACT.CONC	to be chosen	
2519	p	Pufai-tor 	NA	MGV	v.	ACT.CONC	to be known	
2520	p	Pufas-tor 	NA	MGV	v.	ACT.CONC	to be cooked	
2521	p	Pufulag-tor 	NA	MGV	v.	ACT.CONC	to be lead	
2522	p	Puhku 	NA	MGV	n.	OBJ.CONC	amber, succinite	
2523	p	Puhnk 	NA	MGV	n.	OBJ.CONC	crust	
2524	p	Puhsh 	,	MGV	n.	OBJ.CONC	foam, froth, spume	
2525	p	Puk-tor 	NA	MGV	v.	ACT.CONC	fight	
2526	p	Pukilko-tor 	NA	MGV	v.	ACT.CONC	to be answered	
2527	p	Pula'tusa 	NA	MGV	v.	ACT.CONC	to be mourned	
2528	p	Pulau 	- '	MGV	v.	ACT.CONC	reach	
2529	p	Pulayau 		MGV	v.	ACT.CONC	to be present	
2530	p	Pulu-kur 	NA	MGV	adj.	PROP.CONC	lavender	color
2531	p	Puma 	- '	MGV	v.	ACT.CONC	to be owned	
2532	p	Pumeskarau 	NA	MGV	v.	ACT.CONC	to be held	
2533	p	Puna'shau 	NA	MGV	v.	ACT.CONC	to be greeted	
2534	p	Punaf-tor 	NA	MGV	v.	ACT.CONC	to be linked	
2535	p	Punar-tor 	NA	MGV	v.	ACT.CONC	to be accepted	
2536	p	Punekwitau 	NA	MGV	v.	ACT.CONC	to be forced	
2537	p	Pupak-tor 	NA	MGV	v.	ACT.CONC	to be lost	
2538	p	Pupol-tor 	NA	MGV	v.	ACT.CONC	to be fried	
2539	p	Puragtau 	NA	MGV	v.	ACT.CONC	to be introduced	
2540	p	Purubai 	NA	MGV	v.	ACT.CONC	to be changed	
2541	p	Pusaganau 	NA	MGV	v.	ACT.CONC	to be dispersed	
2542	p	Pushau 	- '	MGV	v.	ACT.CONC	to be broken	
2543	p	Puskau-tor 	NA	MGV	v.	ACT.CONC	to be digested	
2544	p	Puspusau 	NA	MGV	v.	ACT.CONC	to be launched	
2545	p	Pustau 	- '	MGV	v.	ACT.CONC	to be killed	
2546	p	Pusvik-tor 	NA	MGV	v.	ACT.CONC	to be betrayed	
2547	p	Putal-tor 	NA	MGV	v.	ACT.CONC	to be found	
2548	p	Putan-tor 	NA	MGV	v.	ACT.CONC	to be given	
2549	p	Putanovau 	NA	MGV	v.	ACT.CONC	to be equipped	
2550	p	Putash-tor 	NA	MGV	v.	ACT.CONC	to be controlled	
2551	p	Putaurau 	NA	MGV	v.	ACT.CONC	to be amazed	
2552	p	Puterish-tor 	NA	MGV	v.	ACT.CONC	to be combined	
2553	p	Putesha 	NA	MGV	v.	ACT.CONC	to be awed	
2554	p	Puthakau 	NA	MGV	v.	ACT.CONC	to be focused	
2555	p	Puthrap-tor 	NA	MGV	v.	ACT.CONC	to be offended	
2556	p	Putrefei 	NA	MGV	v.	ACT.CONC	to be martyred	
2557	p	Putumau 	NA	MGV	v.	ACT.CONC	to be programmed	
2558	p	Putus-tor 	NA	MGV	v.	ACT.CONC	to be loaded	
2559	p	Puv 	NA	MGV	n.	OBJ.CONC	swelling	
2560	p	Puv-tor 	NA	MGV	v.	ACT.CONC	swell	
2561	p	Puvinem-tor 	NA	MGV	v.	ACT.CONC	to be assimilated	
2562	p	Puyem-tor 	NA	MGV	v.	ACT.CONC	to be fed	
2563	p	Puyik 	 '-	MGV	adj.	PROP.CONC	clean	
2564	p	Puzehl-tor 	NA	MGV	v.	ACT.CONC	to be aligned	
2565	p	Puzhu-tor 	NA	MGV	v.	ACT.CONC	to be heard	
2566	r	Ra 	NA	MGV	adj.	SELEC.MOD	what	
2567	r	Raal 		MGV	n.	OBJ.CONC	a region on Vulcan	Vulcan-specific term
2568	r	Rada-tor 	NA	MGV	v.	ACT.CONC	spin (yarn, a web, etc.)	
2569	r	Radet 	- '	MGV	n.	OBJ.CONC	bushing	mech.
2570	r	Raf-, Rafik 	NA	MGV	adj.	PROP.CONC	electric(al)	electr.
2571	r	Raf-a'rak|-| 	NA	MGV	adj.	PROP.CONC	electropositive	electr.
