"FRST_LETTER"	"fse"	"vulcan"
"10317"	"m"	"Migrate"	"bashan-tor"
"10318"	"m"	"Migration"	"bashan"
"10319"	"m"	"Might(v.)"	"lau|-|"
"10320"	"m"	"Mighty(adj.)"	"lauyik"
"10321"	"m"	"Mild(adj.)"	"redzh-, redzhik"
"10322"	"m"	"Mildew(n.)"	"lukihm"
"10323"	"m"	"Mile"	"mai'uhl"
"10324"	"m"	"Military"	"aski-, askik(adj.); askital(n.)"
"10325"	"m"	"Military policeman (M.P.)"	"aski-to-mesksu"
"10326"	"m"	"Militia"	"riyigal-ask'er"
"10327"	"m"	"Milk"	"thas(n.), thas-tor(v.)"
"10328"	"m"	"Milk pail"	"thas-mashuk"
"10329"	"m"	"Milking machine"	"thasnemek"
"10330"	"m"	"Milkman"	"thas-tefusu"
"10331"	"m"	"Milkshake"	"thas-le-sumaik mon-tukh"
"10332"	"m"	"Milkshake maker, Milkshake machine"	"torek t'thas-le-sumaik mon-tukh"
"10333"	"m"	"Mill(n.)"	"yartik-grazhakel(grain); zuneshkel(lumber); katuhneshkel(cotton)"
"10334"	"m"	"Millennium"	"leh-teh-tevun"
"10335"	"m"	"Miller(n.)"	"yartik-grazhakelsu"
"10336"	"m"	"Millerite"	"vlau'u t'orn-tukh"
"10337"	"m"	"Millet"	"mihluht(VTW)"
"10338"	"m"	"Million"	"zhoh; zhoh-"
"10339"	"m"	"Millionaire"	"zhoh-donku-ma'su"
"10340"	"m"	"Millionth"	"zhohr-, zhoh'rak(adj.); zhoh'veh(n.)"
"10341"	"m"	"Millipede"	"leh-teh-mal|fa|"
"10342"	"m"	"Millstone"	"yartik-grazhau-kov"
"10343"	"m"	"Mime(n.)"	"ralash-famik per-ithop(TGV), ralash-fam-persu(MGV)"
"10344"	"m"	"Mimic(v.)"	"va'amau"
"10345"	"m"	"Mimicry"	"va'amaya"
"10346"	"m"	"Mind"	"kash(n.); pohkau(v.)"
"10347"	"m"	"Mind-control"	"kash-tash"
"10348"	"m"	"Mind-link"	"kash-naf"
"10349"	"m"	"Mind-meld"	"kash-nohv"
"10350"	"m"	"Mind-reader"	"kash-telvsu"
"10351"	"m"	"Minds(in meld, etc.)"	"kashkau"
"10352"	"m"	"Mine"	"ip-thorshek, markaun-thorshek(n., weapon); van-razh(n., source of ore); van-tor(v., excavate ore)"
"10353"	"m"	"Minefield"	"ip-thorshek-solai(land), markaun-thorshek-shal(sea)"
"10354"	"m"	"Minelayer"	"markaun-thorshek-MH"
"10355"	"m"	"Miner"	"vansu"
"10356"	"m"	"Mineral"	"ek'tukh"
"10357"	"m"	"Mineralization"	"ek'tukhaya"
"10358"	"m"	"Mineralogist"	"ek'tukh-talsu"
"10359"	"m"	"Mineralogy"	"ek'tukh-tal"
"10360"	"m"	"Mineshaft"	"van-neyut"
"10361"	"m"	"Minesweeper"	"markaun-thorshek-snemek(ship), ip-thorshek-sapa'shausu(soldier)"
"10362"	"m"	"Minimum(n.)"	"ten'an"
"10363"	"m"	"Minister(n.)"	"spanekhartausu(government), dva-fulagsu(religious leader)"
"10364"	"m"	"Ministry(government)"	"spanekhartatra"
"10365"	"m"	"Minisub, Mini-sub"	"numo ne-masu-hali(TGV), numo-ne-mashali(MGV)"
"10366"	"m"	"Minor axis"	"tenu-da-sfek"
"10367"	"m"	"Minstrel"	"fa'kaf-ralash-tanafsu"
"10368"	"m"	"Minus"	"teni"
"10369"	"m"	"Minute(n., time)"	"pi'wakru"
"10370"	"m"	"Minute hand"	"pi'wakru-elek"
"10371"	"m"	"Miocene Epoch"	"Ten-Wakik Nauf |t'Terra|"
"10372"	"m"	"Miracle"	"ekon-toryak"
"10373"	"m"	"Mirage"	"gmor(anc.)"
"10374"	"m"	"Mirror(n.)"	"haulat"
"10375"	"m"	"Mirror image"	"haul-glakuv"
"10376"	"m"	"Mirror maze"	"haulat-druhardu"
"10377"	"m"	"Mirror plane"	"haul-pa'ashtra"
"10378"	"m"	"Misalignment"	"rizehl'es"
"10379"	"m"	"Mischief"	"kastuhbiht"
"10380"	"m"	"Mischievous"	"kastuhbiht-bosh|-|"
"10381"	"m"	"Miscible"	"vi'rish-yehat"
"10382"	"m"	"Misdeed"	"riyeht-toryak"
"10383"	"m"	"Misfit"	"rinunsu"
"10384"	"m"	"Misinformation"	"riyeht-ro'fori"
"10385"	"m"	"Misogynist"	"kosu-fnu-veisu"
"10386"	"m"	"Misogyny"	"kosu-fnu-ven"
"10387"	"m"	"Miss"	"onu'ri-ko(n., girl); din-tor(v.)"
"10388"	"m"	"Missile"	"yon-kliton"
"10389"	"m"	"Missile attack"	"yon-kliton-nashiv"
"10390"	"m"	"Missile guidance system"	"kakhartau-torektra t'yon-kliton"
"10391"	"m"	"Missile launcher"	"yon-kliton-spusayek"
"10392"	"m"	"Missile silo"	"yon-kliton-ip'mev"
"10393"	"m"	"Missing person"	"rilasu"
"10394"	"m"	"Missing time"	"rila-wak"
"10395"	"m"	"Mission(n.)"	"skrol(task/operation); dva-skrol(religious); dva-skrol-kel(building)"
"10396"	"m"	"Mission control"	"skrol-tash"
"10397"	"m"	"Mission control center (MCC)"	"skrol-tash-svitan"
"10398"	"m"	"Mission control team (MCT)"	"skrol-tash-sutravek"
"10399"	"m"	"Missionary"	"|dva-|skrolsu"
"10400"	"m"	"Mississippian Period"	"Mihsuhsihpiatik Wak-Krus |t'Terra|"
"10401"	"m"	"Missus, Mrs."	"ko-osu"
"10402"	"m"	"Mist(n.)"	"ihz"
"10403"	"m"	"Mistake(n.)"	"lafosh(anc.)"
"10404"	"m"	"Mistaken(adj.)"	"lafoshayik"
"10405"	"m"	"Mister (monsieur, Herr, se_or, senhor, signore)"	"~an, osa"
"10406"	"m"	"Mistletoe(n.)"	"misuhl'to(VTW)"
"10407"	"m"	"Misuse"	"rasais(n.), rasais-tor(v.)"
"10408"	"m"	"Mitagate"	"tehnoyanikau"
"10409"	"m"	"Mitagation"	"tehnoyanikaya"
"10410"	"m"	"Mitochondrion"	"nala-tepul-vel"
"10411"	"m"	"Mitogenic"	"ek'nala-dahsau-palikauk"
"10412"	"m"	"Mitosis"	"ek'nala-dahsaya"
"10413"	"m"	"Mitotic spindle"	"ek'nala-dahsau-magu"
"10414"	"m"	"Mitten"	"kaur-ozh-el'rukhut"
"10415"	"m"	"Mix"	"rish(n.), rish-tor(v.)"
"10416"	"m"	"Mixed fraction"	"rish-krusek"
"10417"	"m"	"Mixed woodland"	"rish-lap-shal"
"10418"	"m"	"Mixer(device)"	"rishek"
"10419"	"m"	"Mixing board"	"rishan-dohn"
"10420"	"m"	"Mixture"	"rish"
"10421"	"m"	"Mixture control"	"rish-tash|ek|"
"10422"	"m"	"Mizzen (mast)"	"za-pen mashalo-thalv-lap"
"10423"	"m"	"Moan"	"naya(n.), nau(v.)"
"10424"	"m"	"Moat(n.)"	"fosh-kuv-razh"
"10425"	"m"	"Mobile command post"	"dvunan-khartau-kel, dvunan-fik-shi'tash"
"10426"	"m"	"Mobile home"	"dvunanik kelek"
"10427"	"m"	"Mobile home park"	"kertra t'dvunanik keleklar"
"10428"	"m"	"Mobile intensive care unit (MICU)"	"dvunanik flan-palutun-hali"
"10429"	"m"	"Mobile laboratory"	"dvunanik ek'tal-zup-shal"
"10430"	"m"	"Mobile launch facility (MLF)"	"dvunan-spusau-kebitra"
"10431"	"m"	"Mobile launcher"	"dvunan-spusayek"
"10432"	"m"	"Mobile phone"	"el'kal-irak-varibek"
"10433"	"m"	"Mobilization"	"dvunanikataya"
"10434"	"m"	"Mobilize"	"dvunanikatau"
"10435"	"m"	"Mobster"	"fik-buhshasu"
"10436"	"m"	"Mode"	"nuku"
"10437"	"m"	"Model(n.)"	"rev"
"10438"	"m"	"Model glue"	"rev-terpayek"
"10439"	"m"	"Model paint"	"rev-kras"
"10440"	"m"	"Model train"	"rev-shefek-haliku"
"10441"	"m"	"Modem"	"na-sakihtilayek"
"10442"	"m"	"Moderate(adj.)"	"vlaf-, vlafik"
"10443"	"m"	"Modern"	"iyi-, iyik"
"10444"	"m"	"Modest"	"trel-, trelik"
"10445"	"m"	"Modesty"	"trel'es"
"10446"	"m"	"Modification"	"rubitaya"
"10447"	"m"	"Modify"	"rubitau"
"10448"	"m"	"Modulate"	"nakihtilau"
"10449"	"m"	"Modulation"	"nakihtilaya"
"10450"	"m"	"Modulator"	"nakihtilayek"
"10451"	"m"	"Module"	"natel"
"10452"	"m"	"Modulus"	"natesh"
"10453"	"m"	"Mogote"	"vom-kunel"
"10454"	"m"	"Moist(adj.)"	"masupik"
"10455"	"m"	"Moisten"	"masupau"
"10456"	"m"	"Moisture"	"masu'es"
"10457"	"m"	"Moisture index"	"masu-nakh"
"10458"	"m"	"Molar"	"nal-zud"
"10459"	"m"	"Molasses"	"muh'lahsuhs"
"10460"	"m"	"Mold(form)"	"kushizhau(v.), kushizh-vel(n.)"
"10461"	"m"	"Molecular imaging scanner"	"galutravek-glakuv-glashayek"
"10462"	"m"	"Molecule"	"galutravek"
"10463"	"m"	"Molest"	"riyeht-klosh-tor"
"10464"	"m"	"Mollusk"	"rikrusal-fo-aushfa"
"10465"	"m"	"Molt(v.)"	"|ek'|foshuhl"
"10466"	"m"	"Molten(adj.)"	"klimtal-, klimtalik"
"10467"	"m"	"Molten gold"	"klimtal-kin-tukh"
"10468"	"m"	"Molten lava"	"kimtal-zul"
"10469"	"m"	"Molten lead"	"klimtal-ras-tukh"
"10470"	"m"	"Molten silver"	"klimtal-haul-tukh"
"10471"	"m"	"Molybdenite"	"dah-vlau'u t'bulom-tukh"
"10472"	"m"	"Molybdenum"	"bulom-tukh"
"10473"	"m"	"Moment"	"iyiwak"
"10474"	"m"	"Momentum"	"dvunelinak"
"10475"	"m"	"Monadnock"	"haf-kunel"
"10476"	"m"	"Monarch"	"ko-te'krusu(female), sa-te'krusu(male)"
"10477"	"m"	"Monarchy"	"te'kortra"
"10478"	"m"	"Monastery"	"kontush-kelek"
"10479"	"m"	"Monazite"	"ritsuri-tukh-van"
"10480"	"m"	"Monday"	"Muhn'dei |aikum-gad|"
"10481"	"m"	"Money"	"donku"
"10482"	"m"	"Monitor(n.)"	"glantayek(device), gluvayek(viewscreen), manihtuhr |pi'dawunyek-hali|(ship)"
"10483"	"m"	"Monk"	"kontush"
"10484"	"m"	"Monoecious"	"ka-kasik"
"10485"	"m"	"Monolith"	"|ma|suk| wuh-kov"
"10486"	"m"	"Monomial"	"wuh-zhil"
"10487"	"m"	"Monopoly"	"ek'tash-krozhak"
"10488"	"m"	"Monorail"	"wuh-shefek-haliku"
"10489"	"m"	"Monosaccharide"	"wuh-slortra-tukh"
"10490"	"m"	"Monozygotic twins"	"t'dahsular s'ka-yu-mur"
"10491"	"m"	"Monsoon"	"man'sun |tevun-yonuk-planik falek-yetur-salan|"
"10492"	"m"	"Monster"	"stislak(humanoid), ul'esk(anything else)"
"10493"	"m"	"Montane forest"	"suk'kunel-laptra"
"10494"	"m"	"Montane zone"	"suk'kunel-shal"
"10495"	"m"	"Month"	"tevun-krus"
"10496"	"m"	"Monument"	"dor-kov, vokau-kov, shi'vokaya"
"10497"	"m"	"Moog synthesizer"	"Mug-fereikek"
"10498"	"m"	"Moon(n.)"	"aikum"
"10499"	"m"	"Moonlight"	"aikum-ha'gel"
"10500"	"m"	"Moonrise"	"aikum-shen"
"10501"	"m"	"Moonset"	"aikum-tevan"
"10502"	"m"	"Moonshine(alcohol)"	"rikatogan-toral-naliveh"
"10503"	"m"	"Moonshiner"	"torsu t'rikatogan-toral-naliveh"
"10504"	"m"	"Moor"	"|eik-|map(n.); mashar-tor(v.)"
"10505"	"m"	"Mooring buoy"	"mashar-|markan-|ulidayek"
"10506"	"m"	"Mooring clamp"	"mashar-stek"
"10507"	"m"	"Mooring line"	"mashar-elakh"
"10508"	"m"	"Mop"	"p'chek(n.), p'chek-tor(v.)"
"10509"	"m"	"Moraine"	"kov-guhsh s'dvun-le-suma"
"10510"	"m"	"Morals"	"yehtinavu"
"10511"	"m"	"More"	"weh|-|(adj.); weht(n.)"
"10512"	"m"	"Morgue"	"tevanu-tsorkel"
"10513"	"m"	"Morning"	"asal"
"10514"	"m"	"Morpheme(linguistics)"	"raltvah-krus"
"10515"	"m"	"Morphemics(study)"	"raltvah-krus-tal"
"10516"	"m"	"Morphine"	"mor'fin(VTW)"
"10517"	"m"	"Morphology(n.)"	"ek'shid(form/structure); shid-tal(study); gen-shidor-tal(linguistics)"
"10518"	"m"	"Morphogen"	"shid-rub-tukh"
"10519"	"m"	"Morphogenic matrix"	"shid-rub-viskulan"
"10520"	"m"	"Morse code"	"kiht t'Mors"
"10521"	"m"	"Morsel"	"ladzh"
"10522"	"m"	"Mortal"	"tev-yehat(adj.); tev-yehatsu(n.)"
"10523"	"m"	"Mortality rate"	"tev'es-tav"
"10524"	"m"	"Mortar"	"dok-mosterpayek, kov-mosterpayek(masonry); kes-pohshek(weapon)"
"10525"	"m"	"Mortar and pestle"	"grazhau-yerak heh grazhau-fek"
"10526"	"m"	"Mortar round"	"kes-pohshek-mopoh"
"10527"	"m"	"Mortise"	"dzhal"
"10528"	"m"	"Mortuary(n.)"	"tevanu-prikel"
"10529"	"m"	"Morula"	"ten-nala-dukal"
"10530"	"m"	"Mosaic"	"sna-lok(anc.)"
"10531"	"m"	"Mosaic evolution"	"nati-wakrubaya"
"10532"	"m"	"Mosaic-worker"	"sna-lok-zhuksu"
"10533"	"m"	"Mosque"	"mask, mosk, mashihd"
"10534"	"m"	"Mosquito"	"muhskito"
"10535"	"m"	"Mosquito repellant"	"muhskito-sakwisatau-tukh"
"10536"	"m"	"Moss"	"yekuhl"
"10537"	"m"	"Mossy"	"yekuhlal-, yekuhlalik"
"10538"	"m"	"Most"	"dan-, danik"
"10539"	"m"	"Mostly"	"danoh"
"10540"	"m"	"Mote"	"numop"
"10541"	"m"	"Motel"	"yut-hafan-kel"
"10542"	"m"	"Mother(n.)"	"ko-mekh"
"10543"	"m"	"Mother-in-law"	"kun-ko-mekh"
"10544"	"m"	"Motherboard"	"nen-dohn"
"10545"	"m"	"Motherhood"	"ko-mekh-kwel"
"10546"	"m"	"Motion(n.)"	"dvunel"
"10547"	"m"	"Motion picture"	"dvuperuv"
"10548"	"m"	"Motion picture camera"	"dvuperuv-glayek"
"10549"	"m"	"Motion picture studio"	"dvuperuv-tanaf-kelitra"
"10550"	"m"	"Motion sensor"	"dvunel-kashek"
"10551"	"m"	"Motivate"	"dvubolau"
"10552"	"m"	"Motivation"	"dvubolaya"
"10553"	"m"	"Motivational speaker"	"dvubolau-staribsu"
"10554"	"m"	"Motive"	"dvubolek"
"10555"	"m"	"Motor(n.)"	"mishu"
"10556"	"m"	"Motor vehicle"	"solektra-hali"
"10557"	"m"	"Motor vehicle accident"	"solektra-hali-kisheya"
"10558"	"m"	"Motorcycle(n.)"	"dah-hali"
"10559"	"m"	"Mound(n.)"	"soltuh"
"10560"	"m"	"Mount(n., only used with a name)"	"Okunel"
"10561"	"m"	"Mount(v., get on)"	"finaufau"
"10562"	"m"	"Mount Seleya"	"Okunel Seleya"
"10563"	"m"	"Mountain"	"suk'kunel(non-volcanic); zul-kunel(volcanic); shi'yon(obs.)"
"10564"	"m"	"Mountain chain"	"|suk'|kunel-maat"
"10565"	"m"	"Mountain range"	"|suk'|kunel-zehl"
"10566"	"m"	"Mountain system"	"|suk'|kunel-travek"
"10567"	"m"	"The Mountains of Gol"	"Kunel-Zehl t'Gol"
"10568"	"m"	"Mourn"	"la'tusa(anc.)"
"10569"	"m"	"Mourned, to be"	"pula'tusa"
"10570"	"m"	"Mourner"	"la'tusasu"
"10571"	"m"	"Mournful"	"la'tusa-bosh"
"10572"	"m"	"Mourning"	"la'tusan"
"10573"	"m"	"Moustache"	"abru-bru-isachya"
"10574"	"m"	"Mouth(n.)"	"ru'lut"
"10575"	"m"	"Move"	"dvun(n.), dvun-tor(v.)"
"10576"	"m"	"Move around"	"padvun-tor"
"10577"	"m"	"Move away from"	"sadvun-tor"
"10578"	"m"	"Move towards"	"nadvun-tor"
"10579"	"m"	"Movement"	"dvun(motion); sihmfuhni-krus(music); kodvuntra(people with a goal); dvunitra(clock/watch)"
"10580"	"m"	"Movie"	"dvuperuv"
"10581"	"m"	"Movie camera"	"dvuperuv-glayek"
"10582"	"m"	"Movie film"	"dvuperuv-zehl-dud"
"10583"	"m"	"Movie projector"	"dvuperuv-salehmek"
"10584"	"m"	"Movie screen"	"dvuperuv-gluvau-math"
"10585"	"m"	"Movie set"	"dvuperuv-ek'perskaf"
"10586"	"m"	"Movie star"	"dvuperuv-fik-torpersu"
"10587"	"m"	"Movie studio"	"dvuperuv-tanaf-kelitra"
"10588"	"m"	"Movie theater"	"dvuperuv-shi'torperan"
"10589"	"m"	"Much"	"mau"
"10590"	"m"	"Mucous membrane"	"prash-nala-tin"
"10591"	"m"	"Mucus"	"prash"
"10592"	"m"	"Mud"	"vrel"
"10593"	"m"	"Mudflat"	"vrel-eiktra"
"10594"	"m"	"Mudflow"	"vrel-yumaya"
"10595"	"m"	"Mudstone"	"vrel-kov"
"10596"	"m"	"Muffin"	"monek-kapel"
"10597"	"m"	"Muffle(v.)"	"buhvuhdau"
"10598"	"m"	"Muffler"	"buhvuhdayek"
"10599"	"m"	"Mugger"	"su-vazgausu |tsuri isan nekwitaya|"
"10600"	"m"	"Mule"	"myul |rish-aushfa t'sa-hors heh ko-danki|"
"10601"	"m"	"Multi-purpose tool"	"wehk-lof-raul"
"10602"	"m"	"Multi-spatial force field"	"wehk-stukhik fosh-vunai"
"10603"	"m"	"Multi-spectral sweep"	"wehk-kurtra-fnash"
"10604"	"m"	"Multi-tool"	"wehk-raul"
"10605"	"m"	"Multidimensional transporter"	"wehk-retuka-ifisek"
"10606"	"m"	"Multifactorial"	"wehk-klaik"
"10607"	"m"	"Multilinear"	"wehk-zehlik"
"10608"	"m"	"Multinomial"	"wehk-zhil"
"10609"	"m"	"Multiphasic scan"	"wehk-wek-glashaya"
"10610"	"m"	"Multiphasic shielding"	"wehk-wekik fo-danan"
"10611"	"m"	"Multiphasic sweep"	"wehk-wek-fnash"
"10612"	"m"	"Multiple(adj.)"	"wehk-, wehkik"
"10613"	"m"	"Multiplexer"	"wehkantayek"
"10614"	"m"	"Multiplexing(n.)"	"wehkantaun"
"10615"	"m"	"Multiplication"	"wehkovaya"
"10616"	"m"	"Multiplicity"	"wehkov'es"
"10617"	"m"	"Multiplier"	"wehkovayek"
"10618"	"m"	"Multiply"	"wehkovau"
"10619"	"m"	"Multiseriate"	"wehk-zehlik"
"10620"	"m"	"Multiset"	"wehk-eku"
"10621"	"m"	"Multistage ignition"	"wehk-hashkaf-yonan"
"10622"	"m"	"Multistage rocket"	"wehk-hashkafik yon-hashek"
"10623"	"m"	"Multiverse"	"wehk-stukhtra"
"10624"	"m"	"Mummer"	"ralash-famik per-ithop(TGV), ralash-fam-persu(MGV)"
"10625"	"m"	"Mummification"	"psethudatoran"
"10626"	"m"	"Mummified"	"psethudatoral-, psethudatoralik"
"10627"	"m"	"Mummify"	"psethudator"
"10628"	"m"	"Mummy"	"mumiuh(Terran), psethudatoralsu(Vulcan)"
"10629"	"m"	"Murder"	"riyeht-staya(n.), riyeht-stau(v.)"
"10630"	"m"	"Murderer"	"riyeht-stausu"
"10631"	"m"	"Muriform"	"dok-temok-shidik"
"10632"	"m"	"Murky"	"ulmu'gel-, ulmu'gelik"
"10633"	"m"	"Muscle(n.)"	"dvunek"
"10634"	"m"	"Muscular"	"dvunek-, dvunekik"
"10635"	"m"	"Muscular dystrophy (M.S.)"	"dvunek-tehn-storaya"
"10636"	"m"	"Museum"	"shi'gluvaya"
"10637"	"m"	"Museum curator"	"shi'gluvaya-palutunausu"
"10638"	"m"	"Museum display"	"shi'gluvaya-gluvautra"
"10639"	"m"	"Museum display case"	"shi'gluvaya-gluv-mesk"
"10640"	"m"	"Museum guard"	"shi'gluvaya-klashausu"
"10641"	"m"	"Mushroom(n.)"	"taik-luk"
"10642"	"m"	"Mushroom cloud"	"taik-luk-wan"
"10643"	"m"	"Music"	"ralash-tanaf"
"10644"	"m"	"Music box"	"ralash-tanaf-natuhn"
"10645"	"m"	"Musical instrument"	"ralash-tanaf-mavaul"
"10646"	"m"	"Musical Instrument Digital Interface (MIDI)"	"Saga-Tvihanek t'Ralash-Tanaf-Mavaullar"
"10647"	"m"	"Musician"	"ralash-tanafsu"
"10648"	"m"	"Musk"	"zavlau-tukh"
"10649"	"m"	"Musk gland"	"zavlau-pi'nafek"
"10650"	"m"	"Musket"	"muhskuht |ru'lut-tusan-pohshek|"
"10651"	"m"	"Musketeer"	"muhskuhtsu"
"10652"	"m"	"Muslim"	"is'lam-dvasu"
"10653"	"m"	"Must(have to)"	"vun|-|"
"10654"	"m"	"Mustache"	"abru-ru'lut-isachya"
"10655"	"m"	"Mutagen"	"tselayek"
"10656"	"m"	"Mutagenic"	"tselau-palikauk"
"10657"	"m"	"Mutant"	"tsel-, tselik(adj.); tsel-vel(thing); tselsu(sentient being); tselfa(non-sentient being)"
"10658"	"m"	"Mutate"	"tselau"
"10659"	"m"	"Mutation"	"tselaya"
"10660"	"m"	"Mutation rate"	"tselau-tav"
"10661"	"m"	"Mute"	"spes-fam-, spes-famik(adj.); spes-famsu(n., person); spes-famau(v.)"
"10662"	"m"	"Mutilate"	"rasahsnem-tor"
"10663"	"m"	"Mutilation"	"rasahsnem"
"10664"	"m"	"Mutineer"	"anemihalikausu"
"10665"	"m"	"Mutiny"	"anemihalikaya(n.), anemihalikau(v.)"
"10666"	"m"	"Mutten"	"ship-kahm"
"10667"	"m"	"Mutual"	"ekka-, ekkaik"
"10668"	"m"	"Mutual aid"	"ekka-golan"
"10669"	"m"	"Mutual aid agreement"	"sep-wafikhan t'ekka-golan"
"10670"	"m"	"Muzzle(n.)"	"han-ru'lut (animal); |wun-|ru'lut(weapon)"
"10671"	"m"	"Muzzle flash"	"wun-ru'lut-kahat"
"10672"	"m"	"Myalgia"	"dvunek-kusut"
"10673"	"m"	"Mycoflora"	"luk-kastra"
"10674"	"m"	"Mycology"	"luk-tal"
"10675"	"m"	"Mycophile"	"taik-luk-ashausu"
"10676"	"m"	"Mycotoxin"	"luk-hasam"
"10677"	"m"	"Myelopathy"	"plat-wel-ra'has"
"10678"	"m"	"Myocardial infarction"	"shal-tevakh t'khaf-spol-dvunek"
"10679"	"m"	"Myocardium"	"svitan-tin t'khaf-spol"
"10680"	"m"	"Myoglobin"	"dvunek-esh-meil"
"10681"	"m"	"Myonecrosis"	"dvunek-nala-tevakh"
"10682"	"m"	"Myopia"	"fa-thakau-nosh"
"10683"	"m"	"Myosarcoma"	"dvunek-rasahtra"
"10684"	"m"	"Myositis"	"dvunek-yonshaya"
"10685"	"m"	"Myriapod"	"wehk-mal-aushfa"
"10686"	"m"	"Myrmecologist"	"ahnt-talsu"
"10687"	"m"	"Myrmecology"	"ahnt-tal"
"10688"	"m"	"Mysterious"	"del-ri-bosh"
"10689"	"m"	"Mystery"	"del-ri(anc.)"
"10690"	"m"	"Myth"	"holsh"
"10691"	"m"	"Mythical"	"holshan-, holshanik"
"10692"	"m"	"Mythology"	"holsh-tal"
"10693"	"n"	"Nacelle"	"mishu-leshek(engine); pi'mashali(French boat)"
"10694"	"n"	"Nacelle support pylon"	"nenikau-tersau-vel t'mishu-leshek"
"10695"	"n"	"Nacreous"	"puhrl-kahk"
"10696"	"n"	"Nadir"	"dan-nuk-sfek(lowest point); kahr-nu(directly down)"
"10697"	"n"	"Nag"	"nahg(n., old horse); raguguvau(v., badger, harass, hound, criticize)"
"10698"	"n"	"Nail"	"felu(n., finger/toe); termu(n., fastener); termunau(v.)"
"10699"	"n"	"Nail clippers"	"felu-neshek"
"10700"	"n"	"Nail file"	"felu-shetheshayek"
"10701"	"n"	"Naked"	"sai-fam-, sai-famik"
"10702"	"n"	"Name"	"ahm(n.), ahmau(v.)"
"10703"	"n"	"Name change(n.)"	"ahm-rubah"
"10704"	"n"	"Naming(n.)"	"ahmaya"
"10705"	"n"	"Naming ceremony"	"ahm-van-kal"
"10706"	"n"	"Nanny(n.)"	"kan-palutunausu"
"10707"	"n"	"Nanotechnology"	"numo-ek'mishan"
"10708"	"n"	"Nap"	"pen-yuk(n.), pen-yuk-tor(v.)"
"10709"	"n"	"Napalm"	"thorshau-tukh t'hal-tukh-khlup"
"10710"	"n"	"Napkin"	"ru'lut-sai"
"10711"	"n"	"Napkin holder"	"ru'lut-sai-mesklam"
"10712"	"n"	"Nappe"	"kov-thalv"
"10713"	"n"	"Narcosis"	"ri'aret-nosh"
"10714"	"n"	"Narrate"	"zatelv-tor"
"10715"	"n"	"Narration"	"zatelvan"
"10716"	"n"	"Narrator"	"zatelvsu"
"10717"	"n"	"Narrow"	"wonil|-|(adj.); wonilau(v.)"
"10718"	"n"	"Narrows(n.)"	"wonilu"
"10719"	"n"	"Nasal cavity"	"han-tauk"
"10720"	"n"	"Nasal septum"	"han-temok"
"10721"	"n"	"Nasal sinus"	"han-pi'tauk"
"10722"	"n"	"Nasalization(linguistics)"	"hanopaya"
"10723"	"n"	"Nasolacrimal duct"	"han-bezhun-mev"
"10724"	"n"	"Nasopharynx"	"han-drahk"
"10725"	"n"	"Nasty"	"fnuhb-, fnuhbik"
"10726"	"n"	"Nates"	"pla'kruslar"
"10727"	"n"	"Nation"	"shasol"
"10728"	"n"	"National Aeronautics and Space Administration (NASA)"	"Shasol-Ekhartaya t'Hash-Tal heh Stukh |SE-HTS|"
"10729"	"n"	"National Guard"	"Shasol-Klashitra"
"10730"	"n"	"National Oceanic and Atmospheric Administration (NOAA)"	"Shasol-Ekhartaya t'Masutra eh Sovtra |SE-MS|"
"10731"	"n"	"National park"	"shasol-yartra"
"10732"	"n"	"National Park Service (NPS)"	"Shasol-Yartra-Dvin |SYD|"
"10733"	"n"	"National Security Agency (NSA)"	"Shasol-Shar'es-Svisolaizhak |ShShS|"
"10734"	"n"	"National Weather Service (NWS)"	"Shasolik Igen-Va-Dvin |S-IVD|"
"10735"	"n"	"Native"	"salat-, salatik(adj.); salasu(n.)"
"10736"	"n"	"Native American"	"salat-uhmerikan-, salat-uhmerikanik(adj.); salat-uhmerikasu(person)"
"10737"	"n"	"Native species"	"salat-koshtri"
"10738"	"n"	"Natural(adj.)"	"malat-, malatik"
"10739"	"n"	"Natural disaster"	"malat-koshvar"
"10740"	"n"	"Natural equation"	"malat-vo'ihn"
"10741"	"n"	"Natural gas (NG)"	"brihna-tukh"
"10742"	"n"	"Natural logarithm"	"malat-talashenek"
"10743"	"n"	"Natural number"	"malat-su'us"
"10744"	"n"	"Natural selection"	"malat-dvelan"
"10745"	"n"	"Naturalize"	"malatuvau"
"10746"	"n"	"Naturalized(adj.)"	"malatuval-, malatuvalik"
"10747"	"n"	"Nature"	"malat"
"10748"	"n"	"Nature reserve, Nature preserve, Bioreserve"	"malat-korsautra"
"10749"	"n"	"Nausea"	"slakh"
"10750"	"n"	"Nautical"	"mashalo-, mashaloyik"
"10751"	"n"	"Naval"	"masu'er-, masu'erik"
"10752"	"n"	"Navel"	"kesazh"
"10753"	"n"	"Navigable"	"kharau-yehat"
"10754"	"n"	"Navigate"	"kharau"
"10755"	"n"	"Navigation"	"kharaya"
"10756"	"n"	"Navigation control panel"	"kharau-tash-math"
"10757"	"n"	"Navigation light"	"kharau-ha'gelet"
"10758"	"n"	"Navigational beam"	"kharau-zehl"
"10759"	"n"	"Navigational deflector"	"kharau-sakwitayek"
"10760"	"n"	"Navigator"	"kharausu"
"10761"	"n"	"Navy(n.)"	"masu'er"
"10762"	"n"	"Navy Seal"	"Masu'er-Flanap-Torskrolsu"
