"FRST_LETTER"	"vulcan"	"pronunciation"	"variety"	"fse"	"domain"
"2202"	"n"	"Nem-tor "	NA	"MGV"	" take"	"v."
"2203"	"n"	"Nemashau "	NA	"MGV"	" dehydrate"	NA
"2204"	"n"	"Nemashaya "	NA	"MGV"	" dehydration"	NA
"2205"	"n"	"Nemasu-, Nemasuyik "	NA	"MGV"	" underwater, undersea, submarine, subsea"	NA
"2206"	"n"	"Nemut "	"- '"	"MGV"	" enemy"	NA
"2207"	"n"	"Nen "	NA	"MGV"	" base, foot, foundation"	NA
"2208"	"n"	"Nen-, Nenik "	NA	"MGV"	" basal, basic, fundamental"	NA
"2209"	"n"	"Nen-dukal "	NA	"MGV"	" baseball"	"the ball"
"2210"	"n"	"Nen-dukal-torvukh "	NA	"MGV"	" baseball"	"the sport"
"2211"	"n"	"Nen-kas-tukh "	NA	"MGV"	" cellulose"	NA
"2212"	"n"	"Nen-kebi "	NA	"MGV"	" base unit, fundamental unit"	NA
"2213"	"n"	"Nen-pi'gal "	NA	"MGV"	" fundamental particle"	NA
"2214"	"n"	"Nen-shid "	NA	"MGV"	" basic form, fundamental form"	NA
"2215"	"n"	"Nen-shif "	NA	"MGV"	" base pair"	NA
"2216"	"n"	"Nen-tin "	NA	"MGV"	" base level"	NA
"2217"	"n"	"Nen-torektra "	NA	"MGV"	" basic system, fundamental system"	NA
"2218"	"n"	"Nen-travek "	NA	"MGV"	" base group, fundamental group"	NA
"2219"	"n"	"Nen-vukharat "	NA	"MGV"	" base vector"	NA
"2220"	"n"	"Nen-vukhut "	NA	"MGV"	" basal body"	NA
"2221"	"n"	"Nen-vulu "	NA	"MGV"	" base angle"	NA
"2222"	"n"	"Nen-weltralar "	NA	"MGV"	" basal ganglia"	NA
"2223"	"n"	"Nen-zehl "	NA	"MGV"	" baseline"	NA
"2224"	"n"	"Nenam-tor "	NA	"MGV"	" to be based on"	NA
"2225"	"n"	"Nenem-tor "	NA	"MGV"	" deduct"	NA
"2226"	"n"	"Nenikau "	NA	"MGV"	" support"	"v."
"2227"	"n"	"Nentu "	NA	"MGV"	" frame"	"n."
"2228"	"n"	"Ner-, Nerik "	NA	"MGV"	" dependent"	NA
"2229"	"n"	"Nerau "	"- '"	"MGV"	" depend"	NA
"2230"	"n"	"Nerek|-| "	" '-"	"MGV"	" dependable"	NA
"2231"	"n"	"Neruk-, Nerukik "	NA	"MGV"	" humble"	"adj."
"2232"	"n"	"Nes "	NA	"MGV"	" drop"	"n., in temperature, etc."
"2233"	"n"	"Nesh "	NA	"MGV"	" cut"	"n."
"2234"	"n"	"Nesh-kur "	NA	"MGV"	" black"	NA
"2235"	"n"	"Nesh-kurau "	NA	"MGV"	" blacken"	NA
"2236"	"n"	"Nesh-tor "	NA	"MGV"	" cut"	"v."
"2237"	"n"	"Nesh-tukh "	NA	"MGV"	" iodine"	NA
"2238"	"n"	"Neshek "	" '-"	"MGV"	" cutter"	"device"
"2239"	"n"	"Neshuhk "	"- ', - '"	"MGV"	" parasite"	NA
"2240"	"n"	"Net "	NA	"MGV"	" scab"	"n."
"2241"	"n"	"Netikidau "	NA	"MGV"	" reduce"	NA
"2242"	"n"	"Nev-kur "	NA	"MGV"	" maroon"	"color"
"2243"	"n"	"Nevasa - "	"- '-"	"anc."	" a name for the Vulcan system's sun"	NA
"2244"	"n"	"Nezhak "	"- '"	"MGV"	" chaos"	NA
"2245"	"n"	"Ni "	NA	"MGV"	" so, such a"	NA
"2246"	"n"	"Ni-prazh"	NA	"anc."	" stoic, displaying no emotion"	"s"
"2247"	"n"	"Nifauli|-| "	NA	"MGV"	" bizarre"	"adj."
"2248"	"n"	"Niht "	""	"MGV"	" cousin"	"general term"
"2249"	"n"	"Nik'el "	NA	"MGV"	" convoy, caravan"	NA
"2250"	"n"	"Nikh"	NA	"anc."	" eye"	"n., obs."
"2251"	"n"	"Nis-tor "	NA	"MGV"	" test"	"v."
"2252"	"n"	"Nisan "	NA	"MGV"	" test"	"n."
"2253"	"n"	"Nisau "	NA	"MGV"	" probe, test thoroughly, examine in detail, analyze"	NA
"2254"	"n"	"Nodolaya "	NA	"MGV"	" fixation"	"chem."
"2255"	"n"	"Nohv "	"_"	"MGV"	" meld"	"n."
"2256"	"n"	"Nok "	NA	"MGV"	" concrete"	"material"
"2257"	"n"	"Nol-tukh "	NA	"MGV"	" carbon"	NA
"2258"	"n"	"Nom"	NA	"NGS"	" the philosophical concept of \"all\""	NA
"2259"	"n"	"Nop "	NA	"MGV"	" card"	"n."
"2260"	"n"	"Norn-la-hal"	NA	"NGS"	" status change from child to adult"	NA
"2261"	"n"	"Nosahp "	NA	"MGV"	" amount"	NA
"2262"	"n"	"Nosh "	NA	"MGV"	" state, condition"	"n."
"2263"	"n"	"Nosh-nisaklar "	NA	"MGV"	" diagnostics"	NA
"2264"	"n"	"Nosh-satilau "	NA	"MGV"	" diagnose"	NA
"2265"	"n"	"Nosh-satilaya "	NA	"MGV"	" diagnosis"	NA
"2266"	"n"	"Nosh-tor "	NA	"MGV"	" condition"	"v."
"2267"	"n"	"Noshau "	NA	"MGV"	" stand"	"v., as, for, etc."
"2268"	"n"	"Noshek "	" '-"	"MGV"	" conditioner"	"device"
"2269"	"n"	"Noshtra "	" '-"	"MGV"	" trait, characteristic"	NA
"2270"	"n"	"Nu, Nu' "	NA	"MGV"	" down"	NA
"2271"	"n"	"Nu'le "	NA	"MGV"	" downwards"	NA
"2272"	"n"	"Nu'ri|-| "	"- '"	"MGV"	" young"	"adj."
"2273"	"n"	"Nu-seshan "	NA	"MGV"	" gravity"	NA
"2274"	"n"	"Nu-seshan-svitan "	NA	"MGV"	" center of gravity"	NA
"2275"	"n"	"Nu-tor "	NA	"MGV"	" lower"	"v."
"2276"	"n"	"Nuf "	NA	"MGV"	" case, event"	NA
"2277"	"n"	"Nufau "	NA	"MGV"	" offer"	"v."
"2278"	"n"	"Nuh' "	NA	"MGV"	" too"	"adv."
"2279"	"n"	"Nuhish "	NA	"MGV"	" downward pressure"	NA
"2280"	"n"	"Nuhk|-| "	NA	"MGV"	" courteous"	NA
"2281"	"n"	"Nuhk'es "	NA	"MGV"	" courtesy"	NA
"2282"	"n"	"Nuhs "	","	"MGV"	" era"	NA
"2283"	"n"	"Nuk|-| "	NA	"MGV"	" low"	"adj."
"2284"	"n"	"Nuk-ha'gel-, Nuk-ha'gelik "	NA	"MGV"	" dim"	"adj."
"2285"	"n"	"Nuk-khaf-vihish "	NA	"MGV"	" low blood pressure"	NA
"2286"	"n"	"Nuk-mashen "	NA	"MGV"	" low tide"	NA
"2287"	"n"	"Nuk-tahmoh-, Nuk-tahmohik "	NA	"MGV"	" low resolution"	"adj."
"2288"	"n"	"Nuk-vihish "	NA	"MGV"	" low pressure"	"meteor."
"2289"	"n"	"Nuk-vikuvtra "	NA	"MGV"	" cay, key, low island"	NA
"2290"	"n"	"Nukh "	NA	"MGV"	" mode"	NA
"2291"	"n"	"Nukuyau "	""	"MGV"	" '\ "	NA
"2292"	"n"	"Nulau "	"- '"	"MGV"	" decrease, diminish, suppress"	NA
"2293"	"n"	"Numo "	NA	"MGV"	" extremely small, microscopic"	NA
"2294"	"n"	"Numo-zan-vel "	NA	"MGV"	" microscope"	NA
"2295"	"n"	"Nunau "	"- '"	"MGV"	" fit"	"v."
"2296"	"n"	"Nup "	NA	"MGV"	" fractal"	NA
"2297"	"n"	"Nuralash "	NA	"MGV"	" bass"	"low frequency sound"
"2298"	"n"	"Nuralash-aboraya "	NA	"MGV"	" bass boost"	NA
"2299"	"n"	"Nuralash-vakav'es "	NA	"MGV"	" bass frequency"	NA
"2300"	"n"	"Nus "	NA	"MGV"	" parameter"	NA
"2301"	"n"	"Nushau "	"- '"	"MGV"	" collapse"	"v."
"2302"	"n"	"Nushaya "	NA	"MGV"	" collapse"	"n."
"2303"	"n"	"Nut "	NA	"MGV"	" drop, lowering"	NA
"2304"	"n"	"Nuv-tor "	NA	"MGV"	" flutter"	"v."
"2305"	"o"	"Odon "	" '-"	"MGV"	" treasure"	"n."
"2306"	"o"	"Odva "	" '-"	"MGV"	" faith"	NA
"2307"	"o"	"Oekon "	NA	"MGV"	" God, the Supreme Being"	NA
"2308"	"o"	"Ofereiksu "	NA	"MGV"	" the Creator,ie.God"	NA
"2309"	"o"	"Og "	NA	"MGV"	" stitch"	"n."
"2310"	"o"	"Og-elakh "	NA	"MGV"	" thread"	NA
"2311"	"o"	"Og-lum "	NA	"MGV"	" needle"	NA
"2312"	"o"	"Og-tor "	NA	"MGV"	" sew, stitch"	"v."
"2313"	"o"	"Ogsu "	NA	"MGV"	" seamster, seamstress"	"general term"
"2314"	"o"	"Oh-leh "	NA	"MGV"	" eighty"	NA
"2315"	"o"	"Oh-leh'veh "	NA	"MGV"	" eightieth"	"n."
"2316"	"o"	"Oh-lehr-, Oh-leh'rak "	NA	"MGV"	" eightieth"	"adj."
"2317"	"o"	"Oh|kuh| "	NA	"MGV"	" eight"	NA
"2318"	"o"	"Ohmor "	" ' _ -"	"MGV"	" epithet"	NA
"2319"	"o"	"Ohorssu "	NA	"MGV"	" knight"	"Terran"
"2320"	"o"	"Ok "	NA	"MGV"	" cam"	NA
"2321"	"o"	"Ok-fek "	NA	"MGV"	" camshaft"	NA
"2322"	"o"	"Okenelsu "	NA	"MGV"	" knight"	"Vulcan"
"2323"	"o"	"Olau "	"- '"	"MGV"	" feel"	"v."
"2324"	"o"	"Oluhk "	NA	"MGV"	" snake"	NA
"2325"	"o"	"On "	NA	"MGV"	" both"	NA
"2326"	"o"	"Ooch"	NA	"anc."	" wizard"	NA
"2327"	"o"	"Opilsu "	" '"	"MGV"	"\ "	NA
"2328"	"o"	"Opul-, Opulik "	NA	"MGV"	" aware"	"adj."
"2329"	"o"	"Oren-tor "	NA	"MGV"	" learn"	NA
"2330"	"o"	"Orenau "	""	"MGV"	" '\ "	NA
"2331"	"o"	"Orensu "	"- '-"	"MGV"	" student, pupil"	NA
"2332"	"o"	"Orenus "	NA	"MGV"	" course "	"of study"
"2333"	"o"	"Orfikkel "	""	"MGV"	" '\"	"anc."
"2334"	"o"	"Ork "	NA	"MGV"	" boom"	"n."
"2335"	"o"	"Orn-tukh "	NA	"MGV"	" nickel"	NA
"2336"	"o"	"Orniaga"	NA	"anc."	" irritated"	"adj."
"2337"	"o"	"Os|-| "	NA	"MGV"	" old, aged"	NA
"2338"	"o"	"Oshi "	" '-"	"MGV"	" shrine"	NA
"2339"	"o"	"Oshu'a"	NA	"anc."	" mythological volcano spirit"	NA
"2340"	"o"	"Osos'ehtak "	NA	"MGV"	" legend"	NA
"2341"	"o"	"Osos'ehtakan-, Osos'ehtakanik "	NA	"MGV"	" legendary"	NA
"2342"	"o"	"Osu "	" '-"	"MGV"	" honored person"	"can be used for \"sir\" or \"madam\" in context"
"2343"	"o"	"Ot-lan "	NA	"MGV"	" captain"	"army/marines"
"2344"	"o"	"Oub "	NA	"MGV"	" firmament"	NA
"2345"	"o"	"Oveh "	" '-_"	"MGV"	" saint"	NA
"2346"	"o"	"Ovsotu"	NA	"anc."	" total"	"v."
"2347"	"o"	"Ovsotuhl "	NA	"MGV"	" complete, total"	"adj."
"2348"	"o"	"Ovsu "	"- '"	"anc."	" total"	"n."
"2349"	"o"	"Ovulau "	NA	"MGV"	" bow"	"v."
"2350"	"o"	"Oyut "	" '-"	"MGV"	" custom"	NA
"2351"	"o"	"Ozh "	NA	"MGV"	" finger"	"n."
"2352"	"o"	"Ozh-dukal "	NA	"MGV"	" fist"	"n."
"2353"	"o"	"Ozhika "	" '"	"MGV"	"\ "	NA
"2354"	"o"	"Ozhikaik "	NA	"MGV"	" logical"	NA
"2355"	"p"	"Pa' "	NA	"MGV"	" around"	"prep."
"2356"	"p"	"Pa'ash|-| "	"- '"	"MGV"	" flat"	NA
"2357"	"p"	"Pa'ash-tor "	NA	"MGV"	" flatten"	NA
"2358"	"p"	"Pa'shau "	NA	"MGV"	" clear"	"v."
"2359"	"p"	"Pa'tam'al-kelek "	NA	"MGV"	" haunted house"	NA
"2360"	"p"	"Pa'tam'au "	NA	"MGV"	" haunt"	"v."
"2361"	"p"	"Pa-tukh "	" '-"	"MGV"	" gas"	"oxygen, etc."
"2362"	"p"	"Pa-tukh-, Pa-tukhik "	NA	"MGV"	" gaseous"	NA
"2363"	"p"	"Pabukh-tor "	NA	"MGV"	" forgive"	NA
"2364"	"p"	"Pabukhu "	NA	"MGV"	" The Forgiven"	NA
"2365"	"p"	"Pach-te"	NA	"NGS"	" ego; strongest of all desires and the root of emotion"	NA
"2366"	"p"	"Pada-tor "	NA	"MGV"	" spin/rotate quickly, turn fast"	NA
"2367"	"p"	"Padukau "	NA	"MGV"	" roll"	"v."
"2368"	"p"	"Pafam|-| "	"- '"	"MGV"	" deficient"	NA
"2369"	"p"	"Pagun "	"- '"	"anc."	" duel"	"n."
"2370"	"p"	"Pahth "	NA	"MGV"	" panic"	"n."
"2371"	"p"	"Pahutau "	NA	"MGV"	" agitate"	NA
"2372"	"p"	"Pahz "	NA	"MGV"	" lightning"	NA
"2373"	"p"	"Paikau "	NA	"MGV"	" fluster"	"v."
"2374"	"p"	"Pailora"	NA	"TGV"	" \"pyllora\", counselor, guide"	NA
"2375"	"p"	"Pak "	NA	"MGV"	" loss"	NA
"2376"	"p"	"Pak-tor "	NA	"MGV"	" lose"	NA
"2377"	"p"	"Pakh "	NA	"MGV"	" stroke"	"n."
"2378"	"p"	"Pakhaik "	NA	"MGV"	" regular"	NA
"2379"	"p"	"Pakhartau "	NA	"MGV"	" regulate"	NA
"2380"	"p"	"Pakik, Pakal-, Pakalik "	" '-"	"MGV"	" lost"	"adj."
"2381"	"p"	"Pakuv "	"- '"	"MGV"	" coil, loop"	"n."
"2382"	"p"	"Pal "	NA	"MGV"	" age, era"	NA
"2383"	"p"	"Palesh-tor "	NA	"MGV"	" endure"	NA
"2384"	"p"	"Palikau "	NA	"MGV"	" begin, commence, start"	NA
"2385"	"p"	"Palutunau "	NA	"MGV"	" care for, tend, watch over"	NA
"2386"	"p"	"Pamashok "	NA	"MGV"	" dike"	"n."
"2387"	"p"	"Pamutau "	NA	"MGV"	" bypass"	"v."
"2388"	"p"	"Panaz "	"- '"	"MGV"	" fume"	NA
"2389"	"p"	"Panu "	" '-"	"MGV"	" world"	NA
"2390"	"p"	"Paribau "	NA	"MGV"	" discuss"	NA
"2391"	"p"	"Paribaya "	NA	"MGV"	" discussion"	NA
"2392"	"p"	"Pas-, Pasik "	NA	"MGV"	" dull, blunt"	"adj."
"2393"	"p"	"Pash-tor "	NA	"MGV"	" trap"	"v."
"2394"	"p"	"Pashov "	"- '"	"anc."	" dolmen"	NA
"2395"	"p"	"Pasu "	" '-"	"MGV"	" table"	NA
"2396"	"p"	"Pasutau "	NA	"MGV"	" camouflage, disguise"	"v."
"2397"	"p"	"Patal-tor "	NA	"MGV"	" detect"	NA
"2398"	"p"	"Patalek "	NA	"MGV"	" detector"	NA
"2399"	"p"	"Patalavau "	NA	"MGV"	" appraise, evaluate"	NA
"2400"	"p"	"Patalavaya "	NA	"MGV"	" appraisal, evaluation"	NA
"2401"	"p"	"Patam "	"- '"	"MGV"	" head"	"n."
"2402"	"p"	"Patishal-, Patishalik "	NA	"MGV"	" popular"	"adj."
"2403"	"p"	"Patorau "	NA	"MGV"	" process"	"v."
"2404"	"p"	"Patra "	" '-"	"MGV"	" pool"	"gene, vehicle, etc."
"2405"	"p"	"Patuhl-tor "	NA	"MGV"	" encase"	NA
"2406"	"p"	"Pau "	NA	"MGV"	" corona, halo"	NA
"2407"	"p"	"Pauk "	NA	"MGV"	" round"	NA
"2408"	"p"	"Pavek "	" '-"	"MGV"	" event"	NA
"2409"	"p"	"Pavesh-tor "	NA	"MGV"	" happen, occur"	NA
"2410"	"p"	"Pehkau "	NA	"MGV"	" stop"	"v."
"2411"	"p"	"Pekh "	""	"MGV"	" feces, dung, excrement, manure"	NA
"2412"	"p"	"Pel-tar'uk"	NA	"anc."	" a low shrub which produces small, green, edible berries"	NA
"2413"	"p"	"Pelakh "	"- '"	"MGV"	" filament"	NA
"2414"	"p"	"Pelal "	"- '"	"MGV"	" robe"	NA
"2415"	"p"	"Pen-, Penik "	NA	"MGV"	" short"	NA
"2416"	"p"	"Pen-tor "	NA	"MGV"	" shorten, curtail"	NA
"2417"	"p"	"Penal-harr "	NA	"MGV"	" bobtail"	NA
"2418"	"p"	"Per-ithop"	NA	"anc."	" actor, actress"	NA
"2419"	"p"	"Per-tor "	NA	"MGV"	" act"	"v."
"2420"	"p"	"Pes-, Pesik "	NA	"MGV"	" firm"	"adj."
"2421"	"p"	"Pev "	NA	"MGV"	" mat"	"anc."
"2422"	"p"	"Pi, Pi' "	NA	"MGV"	" small, little"	NA
"2423"	"p"	"Pi'dayek "	NA	"MGV"	" rotor"	"n."
"2424"	"p"	"Pi'dayek-hashek "	NA	"MGV"	" gyrocopter"	NA
"2425"	"p"	"Pi'gal "	" '-"	"MGV"	" particle"	NA
"2426"	"p"	"Pi'kahr "	NA	"MGV"	" village, hamlet, settlement"	NA
"2427"	"p"	"Pi'lek|-| "	"- '"	"MGV"	" small, little"	"rare adj., mostly obs."
"2428"	"p"	"Pi'maat "	" '-"	"MGV"	" family"	NA
"2429"	"p"	"Pi'mashali "	NA	"MGV"	" boat"	NA
"2430"	"p"	"Pi'math "	" '-"	"MGV"	" saucer"	NA
"2431"	"p"	"Pi'nafek "	NA	"MGV"	" gland"	"anat."
"2432"	"p"	"Pi'sukhlop "	NA	"MGV"	" figurine, statuette"	NA
"2433"	"p"	"Pi'tenkan"	NA	"MGV"	" embryo"	NA
"2434"	"p"	"Pi'wakru "	"- '-"	"MGV"	" minute"	"n., time"
"2435"	"p"	"Pid|-| "	NA	"MGV"	" high"	NA
"2436"	"p"	"Pid-khaf-vihish "	NA	"MGV"	" high blood pressure, hypertension"	NA
"2437"	"p"	"Pid-mashen "	NA	"MGV"	" high tide"	NA
"2438"	"p"	"Pid-shal|tra| "	NA	"MGV"	" highland"	"s"
"2439"	"p"	"Pid-tahmoh-, Pid-tahmohik "	NA	"MGV"	" high resolution"	"adj."
"2440"	"p"	"Pid-vihish "	NA	"MGV"	" high pressure"	"meteor."
"2441"	"p"	"Pidek "	" '-"	"MGV"	" height"	NA
"2442"	"p"	"Pidesh "	"- '"	"MGV"	" exert"	"anc."
"2443"	"p"	"Pidvalu "	NA	"MGV"	" hyperbola"	NA
"2444"	"p"	"Pih-saya "	NA	"MGV"	" gamma radiation"	NA
"2445"	"p"	"Pih-zehllar "	NA	"MGV"	" gamma rays"	NA
"2446"	"p"	"Pihl "	NA	"MGV"	" quark"	NA
"2447"	"p"	"Pihlora "	"- '-"	"MGV"	" \"pyllora\", counselor, guide"	NA
"2448"	"p"	"Pil-tor "	NA	"MGV"	" prepare food "	"for eating"
"2449"	"p"	"Pilash "	"- '"	"MGV"	" river"	NA
"2450"	"p"	"Pilsu "	" '-"	"MGV"	" food preparer, \"cook\""	NA
"2451"	"p"	"Pim-tukh "	NA	"MGV"	" lithium"	NA
"2452"	"p"	"Pinkau "	NA	"MGV"	" earn"	NA
"2453"	"p"	"Pishek "	" '-"	"MGV"	" steel"	NA
"2454"	"p"	"Pitoh "	" '-"	"MGV"	" note"	"n."
"2455"	"p"	"Piyah|-| "	NA	"MGV"	" ripe"	NA
"2456"	"p"	"Pla'dor "	NA	"MGV"	" back"	"n."
"2457"	"p"	"Pla'rak "	NA	"MGV"	" backward"	"s"
"2458"	"p"	"Pla-kur "	NA	"MGV"	" blue"	NA
"2459"	"p"	"Pla-tor "	NA	"MGV"	" back up, to go in reverse"	NA
"2460"	"p"	"Pla-tukh "	NA	"MGV"	" cobalt"	NA
"2461"	"p"	"Plak-tau"	NA	"anc."	" \"plak tow\", Vulcan \"blood fever\""	NA
"2462"	"p"	"Plan "	NA	"MGV"	" backing up, reversal"	NA
"2463"	"p"	"Plat "	NA	"MGV"	" spine"	NA
"2464"	"p"	"Plathau "	NA	"MGV"	" consummate"	"v."
"2465"	"p"	"Plesh-tor "	NA	"MGV"	" crush"	"v."
"2466"	"p"	"Pliflau "	"- '"	"MGV"	" condemn"	NA
"2467"	"p"	"Plik "	NA	"MGV"	" advantage"	"n."
"2468"	"p"	"Plis-tor "	NA	"MGV"	" glide"	"v."
"2469"	"p"	"Plisek "	" '-"	"MGV"	" glider"	"aircraft"
"2470"	"p"	"Plokh "	NA	"MGV"	" delusion"	NA
"2471"	"p"	"Plom"	NA	"anc."	" vegetable"	"n."
"2472"	"p"	"Plom-bah-ker "	NA	"MGV"	" vegetable garden"	NA
"2473"	"p"	"Plomik "	" '-"	"MGV"	" \"plomeek\", vegetable"	"adj."
"2474"	"p"	"Plomik shur "	NA	"MGV"	" plomeek soup, vegetable soup"	NA
"2475"	"p"	"Pluhk "	NA	"MGV"	" vomit"	"n."
"2476"	"p"	"Po "	NA	"MGV"	" why"	NA
"2477"	"p"	"Po' "	NA	"MGV"	" after"	"prep."
"2478"	"p"	"Po-wak "	NA	"MGV"	" aftermath"	NA
"2479"	"p"	"Pohl|-| "	NA	"MGV"	" several"	NA
"2480"	"p"	"Pohshau "	"_ - '"	"MGV"	" shoot"	NA
"2481"	"p"	"Pohshayek "	"_ - '-"	"TGV,LGV"	" firearm, gun"	NA
"2482"	"p"	"Pohshek "	" '_ -"	"MGV"	" firearm, gun"	NA
"2483"	"p"	"Pok "	NA	"MGV"	" ready"	NA
"2484"	"p"	"Pol-tor "	NA	"MGV"	" fry"	"v."
"2485"	"p"	"Pon farr"	NA	"anc."	" \"mating time\""	NA
"2486"	"p"	"Pon-to-fa"	NA	"anc."	" estrus, \"heat\""	NA
"2487"	"p"	"Pon-tor "	NA	"MGV"	" mate"	"v."
"2488"	"p"	"Poprah "	NA	"MGV"	" receive"	NA
"2489"	"p"	"Poshaht-, Poshahtik "	NA	"MGV"	" eventual"	NA
"2490"	"p"	"Potau "	"- '"	"MGV"	" keep"	"v."
"2491"	"p"	"Potun-tor "	NA	"MGV"	" sustain"	NA
"2492"	"p"	"Praduk "	" '-"	"MGV"	" front"	"meteor."
"2493"	"p"	"Prahk'es "	NA	"MGV"	" ecstasy"	NA
"2494"	"p"	"Pral "	NA	"MGV"	" wave"	NA
"2495"	"p"	"Prash "	NA	"MGV"	" mucus"	NA
"2496"	"p"	"Praskul-, Praskulik "	NA	"MGV"	" flamboyant"	NA
"2497"	"p"	"Prel "	NA	"MGV"	" bliss"	NA
"2498"	"p"	"Prel-bosh "	NA	"MGV"	" blissful"	NA
"2499"	"p"	"Pris-tor "	NA	"MGV"	" braid"	"v."
"2500"	"p"	"Psal-tukh "	NA	"MGV"	" strontium"	NA
"2501"	"p"	"Psau "	""	"MGV"	" seek"	NA
"2502"	"p"	"Pseth|-| "	""	"MGV"	" dry"	NA
"2503"	"p"	"Pseth-wak "	NA	"MGV"	" drought"	NA
"2504"	"p"	"Pstha "	""	"MGV"	" search, look for"	"v."
"2505"	"p"	"Psthan "	NA	"MGV"	" search, quest"	"n."
"2506"	"p"	"Pstheran "	" '-"	"MGV"	" clich_"	NA
"2507"	"p"	"Pthak "	""	"MGV"	" fear, phobia"	NA
"2508"	"p"	"Pu'a "	"- '"	"MGV"	" fairy"	NA
"2509"	"p"	"Pu'gal "	" '-"	"MGV"	" baryon"	NA
"2510"	"p"	"Pu'olu "	"- '-"	"MGV"	" genie"	NA
"2511"	"p"	"Pu'ulidau "	NA	"MGV"	" to be marked"	NA
"2512"	"p"	"Pu-tor "	NA	"MGV"	" clean"	"v."
"2513"	"p"	"Pudatau "	NA	"MGV"	" to be propelled"	NA
"2514"	"p"	"Pudor-tor "	NA	"MGV"	" to be honored"	NA
"2515"	"p"	"Pudva-tor "	NA	"MGV"	" to be to believed"	NA
"2516"	"p"	"Pudvel-tor "	NA	"MGV"	" to be chosen"	NA
"2517"	"p"	"Pufai-tor "	NA	"MGV"	" to be known"	NA
"2518"	"p"	"Pufas-tor "	NA	"MGV"	" to be cooked"	NA
"2519"	"p"	"Pufulag-tor "	NA	"MGV"	" to be lead"	NA
"2520"	"p"	"Puhku "	NA	"MGV"	" amber, succinite"	NA
"2521"	"p"	"Puhnk "	NA	"MGV"	" crust"	NA
"2522"	"p"	"Puhsh "	","	"MGV"	" foam, froth, spume"	"n."
"2523"	"p"	"Puk-tor "	NA	"MGV"	" fight"	"v."
"2524"	"p"	"Pukilko-tor "	NA	"MGV"	" to be answered"	NA
"2525"	"p"	"Pula'tusa "	NA	"MGV"	" to be mourned"	NA
"2526"	"p"	"Pulau "	"- '"	"MGV"	" reach"	"v."
"2527"	"p"	"Pulayau "	""	"MGV"	" '\ "	NA
"2528"	"p"	"Pulu-kur "	NA	"MGV"	" lavender"	"color"
"2529"	"p"	"Puma "	"- '"	"MGV"	" to be owned"	NA
"2530"	"p"	"Pumeskarau "	NA	"MGV"	" to be held"	NA
"2531"	"p"	"Puna'shau "	NA	"MGV"	" to be greeted"	NA
"2532"	"p"	"Punaf-tor "	NA	"MGV"	" to be linked"	NA
"2533"	"p"	"Punar-tor "	NA	"MGV"	" to be accepted"	NA
"2534"	"p"	"Punekwitau "	NA	"MGV"	" to be forced"	NA
"2535"	"p"	"Pupak-tor "	NA	"MGV"	" to be lost"	NA
"2536"	"p"	"Pupol-tor "	NA	"MGV"	" to be fried"	NA
"2537"	"p"	"Puragtau "	NA	"MGV"	" to be introduced"	NA
"2538"	"p"	"Purubai "	NA	"MGV"	" to be changed"	NA
"2539"	"p"	"Pusaganau "	NA	"MGV"	" to be dispersed"	NA
"2540"	"p"	"Pushau "	"- '"	"MGV"	" to be broken"	NA
"2541"	"p"	"Puskau-tor "	NA	"MGV"	" to be digested"	NA
"2542"	"p"	"Puspusau "	NA	"MGV"	" to be launched"	NA
"2543"	"p"	"Pustau "	"- '"	"MGV"	" to be killed"	NA
"2544"	"p"	"Pusvik-tor "	NA	"MGV"	" to be betrayed"	NA
"2545"	"p"	"Putal-tor "	NA	"MGV"	" to be found"	NA
"2546"	"p"	"Putan-tor "	NA	"MGV"	" to be given"	NA
"2547"	"p"	"Putanovau "	NA	"MGV"	" to be equipped"	NA
"2548"	"p"	"Putash-tor "	NA	"MGV"	" to be controlled"	NA
"2549"	"p"	"Putaurau "	NA	"MGV"	" to be amazed"	NA
"2550"	"p"	"Puterish-tor "	NA	"MGV"	" to be combined"	NA
"2551"	"p"	"Putesha "	NA	"MGV"	" to be awed"	NA
"2552"	"p"	"Puthakau "	NA	"MGV"	" to be focused"	NA
"2553"	"p"	"Puthrap-tor "	NA	"MGV"	" to be offended"	NA
"2554"	"p"	"Putrefei "	NA	"MGV"	" to be martyred"	NA
"2555"	"p"	"Putumau "	NA	"MGV"	" to be programmed"	NA
"2556"	"p"	"Putus-tor "	NA	"MGV"	" to be loaded"	NA
"2557"	"p"	"Puv "	NA	"MGV"	" swelling"	NA
"2558"	"p"	"Puv-tor "	NA	"MGV"	" swell"	"v."
"2559"	"p"	"Puvinem-tor "	NA	"MGV"	" to be assimilated"	NA
"2560"	"p"	"Puyem-tor "	NA	"MGV"	" to be fed"	NA
"2561"	"p"	"Puyik "	" '-"	"MGV"	" clean"	"adj."
"2562"	"p"	"Puzehl-tor "	NA	"MGV"	" to be aligned"	NA
"2563"	"p"	"Puzhu-tor "	NA	"MGV"	" to be heard"	NA
"2564"	"r"	"Ra "	NA	"MGV"	" what"	NA
"2565"	"r"	"Raal "	""	"MGV"	" a region on Vulcan"	NA
"2566"	"r"	"Rada-tor "	NA	"MGV"	" spin"	"a web, yarn, etc."
"2567"	"r"	"Radet "	"- '"	"MGV"	" bushing"	"mech."
"2568"	"r"	"Raf-, Rafik "	NA	"MGV"	" electric"	"al"
