"FRST_LETTER"	"voicing"	"vulcan"	"variety"	"pos"	"croftian_crossling_concepts"	"fse"
"2023"	"m"	"voiced"	"Mumau "	"MGV"	"v."	"ACT.CONC"	"rhyme"
"2024"	"m"	"voiced"	"Mun "	"MGV"	"n."	"OBJ.CONC"	"sauce"
"2025"	"m"	"voiced"	"Mutau "	"MGV"	"v."	"ACT.CONC"	"divert"
"2026"	"m"	"voiced"	"Mutaya "	"MGV"	"n."	"OBJ.CONC"	"diversion"
"2027"	"m"	"voiced"	"Muzh "	"MGV"	"n."	"OBJ.CONC"	"pond, waterhole"
"2028"	"n"	"voiced"	"Na "	"MGV"	"n."	"OBJ.CONC"	"pole"
"2029"	"n"	"voiced"	"Na' "	"MGV"	"adv."	"ACT.CONC.MOD"	"at, to(wards)"
"2030"	"n"	"voiced"	"Na'gal "	"MGV"	"n."	"OBJ.CONC"	"polaron"
"2031"	"n"	"voiced"	"Na'shau "	"MGV"	"v."	"ACT.CONC"	"greet"
"2032"	"n"	"voiced"	"Na'shaya "	"MGV"	"n."	"OBJ.CONC"	"greeting"
"2033"	"n"	"voiced"	"Na'shikh"	"anc."	"n."	"OBJ.CONC"	"advice, counsel"
"2034"	"n"	"voiced"	"Na-sovau "	"MGV"	"v."	"ACT.CONC"	"evaporate"
"2035"	"n"	"voiced"	"Na-sovau-thonek "	"MGV"	"n."	"OBJ.CONC"	"evaporimeter"
"2036"	"n"	"voiced"	"Na-sovaya "	"MGV"	"n."	"OBJ.CONC"	"evaporation"
"2037"	"n"	"voiced"	"Na-sovayek "	"MGV"	"n."	"OBJ.CONC"	"evaporator"
"2038"	"n"	"voiced"	"Naf "	"MGV"	"n."	"OBJ.CONC"	"link"
"2039"	"n"	"voiced"	"Nafai-tor "	"MGV"	"n."	"OBJ.CONC"	"acknowledge"
"2040"	"n"	"voiced"	"Nafek "	"MGV"	"n."	"OBJ.CONC"	"organ"
"2041"	"n"	"voiced"	"Nafek-nen "	"MGV"	"n."	"OBJ.CONC"	"fundus"
"2042"	"n"	"voiced"	"Naflakh "	"MGV"	"n."	"OBJ.CONC"	"chain"
"2043"	"n"	"voiced"	"Naflakh-aberau-vihpan "	"MGV"	"n."	"OBJ.CONC"	"chain block"
"2044"	"n"	"voiced"	"Naflakh-halek "	"MGV"	"n."	"OBJ.CONC"	"chain wheel"
"2045"	"n"	"voiced"	"Naflakh-spol "	"MGV"	"n."	"OBJ.CONC"	"chain pump"
"2046"	"n"	"voiced"	"Naflakh-tvi-shal "	"MGV"	"n."	"OBJ.CONC"	"chain locker"
"2047"	"n"	"voiced"	"Naflakh-zheleshek "	"MGV"	"n."	"OBJ.CONC"	"chain conveyor"
"2048"	"n"	"voiced"	"Nafu'es "	"MGV"	"n."	"OBJ.CONC"	"personality"
"2049"	"n"	"voiced"	"Nafuhlau "	"MGV"	"v."	"ACT.CONC"	"frustrate"
"2050"	"n"	"voiced"	"Nafuhlaya "	"MGV"	"n."	"OBJ.CONC"	"frustration"
"2051"	"n"	"voiced"	"Nagau "	"MGV"	"v."	"ACT.CONC"	"face, confront"
"2052"	"n"	"voiced"	"Naglashau "	"MGV"	"v."	"ACT.CONC"	"recognize"
"2053"	"n"	"voiced"	"Nah-tor "	"MGV"	"v."	"ACT.CONC"	"think"
"2054"	"n"	"voiced"	"Nahp "	"MGV"	"n."	"OBJ.CONC"	"thought(s)"
"2055"	"n"	"voiced"	"Nahp-tash-svitan "	"MGV"	"n."	"OBJ.CONC"	"cerebrum"
"2056"	"n"	"voiced"	"Nahr "	"anc."	"n."	"OBJ.CONC"	"discipline"
"2057"	"n"	"voiced"	"Nahth-tukh "	"MGV"	"n."	"OBJ.CONC"	"halogen"
"2058"	"n"	"voiced"	"Nak "	"MGV"	"n."	"OBJ.CONC"	"cheek"
"2059"	"n"	"voiced"	"Nakarat "	"MGV"	"n."	"OBJ.CONC"	"endeavor"
"2060"	"n"	"voiced"	"Nakh "	"MGV"	"n."	"OBJ.CONC"	"index"
"2061"	"n"	"voiced"	"Nakht "	"MGV"	"n."	"OBJ.CONC"	"a cereal grain similar to oats"
"2062"	"n"	"voiced"	"Nakihtilau "	"MGV"	"v."	"ACT.CONC"	"modulate"
"2063"	"n"	"voiced"	"Nakihtilayek "	"MGV"	"n."	"OBJ.CONC"	"modulator"
"2064"	"n"	"voiced"	"Nal-tor "	"MGV"	"v."	"ACT.CONC"	"chew"
"2065"	"n"	"voiced"	"Nala "	"MGV"	"n."	"OBJ.CONC"	"cell"
"2066"	"n"	"voiced"	"Nala-, Nalatik "	"MGV"	"adj."	"PROP.CONC"	"cellular"
"2067"	"n"	"voiced"	"Nala-ashauk "	"MGV"	"adj."	"PROP.CONC"	"cytophilic"
"2068"	"n"	"voiced"	"Nala-da-nel "	"MGV"	"n."	"OBJ.CONC"	"cell cycle"
"2069"	"n"	"voiced"	"Nala-dahshaya "	"MGV"	"n."	"OBJ.CONC"	"cell(ular) division"
"2070"	"n"	"voiced"	"Nala-hasam "	"MGV"	"n."	"OBJ.CONC"	"cytotoxin"
"2071"	"n"	"voiced"	"Nala-kaunshaya "	"MGV"	"n."	"OBJ.CONC"	"cell(ular) fusion"
"2072"	"n"	"voiced"	"Nala-litra "	"MGV"	"n."	"OBJ.CONC"	"cell culture"
"2073"	"n"	"voiced"	"Nala-meil-tal "	"MGV"	"n."	"OBJ.CONC"	"cytochemistry"
"2074"	"n"	"voiced"	"Nala-pehkauk "	"MGV"	"n."	"OBJ.CONC"	"cytostatic"
"2075"	"n"	"voiced"	"Nala-svitan "	"MGV"	"n."	"OBJ.CONC"	"cell(ular) nucleus"
"2076"	"n"	"voiced"	"Nala-tal "	"MGV"	"n."	"OBJ.CONC"	"cytology"
"2077"	"n"	"voiced"	"Nala-temok "	"MGV"	"n."	"OBJ.CONC"	"cell wall"
"2078"	"n"	"voiced"	"Nala-to'ovaya "	"MGV"	"n."	"OBJ.CONC"	"cell(ular) growth"
"2079"	"n"	"voiced"	"Nala-tol-tal "	"MGV"	"n."	"OBJ.CONC"	"cytogenetics"
"2080"	"n"	"voiced"	"Nala-wein "	"MGV"	"n."	"OBJ.CONC"	"cell(ular) membrane"
"2081"	"n"	"voiced"	"Nalatra "	"MGV"	"n."	"OBJ.CONC"	"tissue"
"2082"	"n"	"voiced"	"Nalatra-nisan "	"MGV"	"n."	"OBJ.CONC"	"biopsy"
"2083"	"n"	"voiced"	"Nalatra-vaferek "	"MGV"	"n."	"OBJ.CONC"	"tissue regenerator"
"2084"	"n"	"voiced"	"Naliveh "	"MGV"	"n."	"OBJ.CONC"	"alcohol"
"2085"	"n"	"voiced"	"Nam "	"MGV"	"n."	"OBJ.CONC"	"existence, the state of being"
"2086"	"n"	"voiced"	"Nam-tor "	"MGV"	"v."	"ACT.CONC"	"be, exist"
"2087"	"n"	"voiced"	"Namishau "	"MGV"	"v."	"ACT.CONC"	"adjust"
"2088"	"n"	"voiced"	"Namishaya "	"MGV"	"n."	"OBJ.CONC"	"adjustment"
"2089"	"n"	"voiced"	"Nan "	"MGV"	"n."	"OBJ.CONC"	"threat"
"2090"	"n"	"voiced"	"Nan-tor "	"MGV"	"v."	"ACT.CONC"	"threaten"
"2091"	"n"	"voiced"	"Nantau "	"MGV"	"v."	"ACT.CONC"	"stare"
"2092"	"n"	"voiced"	"Nar-tor "	"MGV"	"v."	"ACT.CONC"	"accept"
"2093"	"n"	"voiced"	"Narak "	"MGV"	"n."	"OBJ.CONC"	"pole"
"2094"	"n"	"voiced"	"Narak'es "	"MGV"	"n."	"OBJ.CONC"	"polarity"
"2095"	"n"	"voiced"	"Nartau "	"MGV"	"v."	"ACT.CONC"	"embrace"
"2096"	"n"	"voiced"	"Nas|-| "	"MGV"	"adj."	"PROP.CONC"	"sharp"
"2097"	"n"	"voiced"	"Nash-gad "	"MGV"	"adv."	"ACT.CONC.MOD"	"today"
"2098"	"n"	"voiced"	"Nashinahru"	"anc."	"n."	"OBJ.CONC"	"offensive psionic warrior"
"2099"	"n"	"voiced"	"Nashiv "	"MGV"	"n."	"OBJ.CONC"	"attack"
"2100"	"n"	"voiced"	"Nashiv-tor "	"MGV"	"v."	"ACT.CONC"	"attack"
"2101"	"n"	"voiced"	"Natel "	"MGV"	"n."	"OBJ.CONC"	"module"
"2102"	"n"	"voiced"	"Nati "	"MGV"	"v."	"ACT.CONC"	"differ"
"2103"	"n"	"voiced"	"Natuhn "	"MGV"	"n."	"OBJ.CONC"	"box, carton"
"2104"	"n"	"voiced"	"Natya|-| "	"MGV"	"n."	"OBJ.CONC"	"different"
"2105"	"n"	"voiced"	"Natyan "	"MGV"	"n."	"OBJ.CONC"	"difference(s)"
"2106"	"n"	"voiced"	"Nau "	"MGV"	"v."	"ACT.CONC"	"moan"
"2107"	"n"	"voiced"	"Nau'veh "	"MGV"	"n."	"OBJ.CONC"	"ninth"
"2108"	"n"	"voiced"	"Nau-leh "	"MGV"	"num."	"SELEC.MOD"	"ninety"
"2109"	"n"	"voiced"	"Nau-leh'veh "	"MGV"	"n."	"OBJ.CONC"	"ninetieth"
"2110"	"n"	"voiced"	"Nau-lehr-, Nau-leh'rak "	"MGV"	"adj."	"PROP.CONC"	"ninetieth"
"2111"	"n"	"voiced"	"Nauf "	"MGV"	"n."	"OBJ.CONC"	"epoch"
"2112"	"n"	"voiced"	"Nauk "	"MGV"	"n."	"OBJ.CONC"	"sprain"
"2113"	"n"	"voiced"	"Nau|kuh| "	"MGV"	"num."	"SELEC.MOD"	"nine"
"2114"	"n"	"voiced"	"Naul "	"MGV"	"n."	"OBJ.CONC"	"feud"
"2115"	"n"	"voiced"	"Naur-, Nau'rak "	"MGV"	"adj."	"PROP.CONC"	"ninth"
"2116"	"n"	"voiced"	"Nav "	"MGV"	"adv."	"ACT.CONC.MOD"	"ever"
"2117"	"n"	"voiced"	"Navath-zhit "	"MGV"	"n."	"OBJ.CONC"	"comparitive (grammar)"
"2118"	"n"	"voiced"	"Navathau "	"MGV"	"v."	"ACT.CONC"	"compare"
"2119"	"n"	"voiced"	"Navathaya "	"MGV"	"n."	"OBJ.CONC"	"comparison"
"2120"	"n"	"voiced"	"Navau "	"MGV"	"v."	"ACT.CONC"	"succeed"
"2121"	"n"	"voiced"	"Navun "	"MGV"	"n."	"OBJ.CONC"	"success"
"2122"	"n"	"voiced"	"Navyasik "	"MGV"	"adj."	"PROP.CONC"	"anxious"
"2123"	"n"	"voiced"	"Nayik "	"MGV"	"adj."	"PROP.CONC"	"avid, eager"
"2124"	"n"	"voiced"	"Nazh|-kap| "	"MGV"	"n."	"OBJ.CONC"	"gain"
"2125"	"n"	"voiced"	"Nazh-tor "	"MGV"	"v."	"ACT.CONC"	"gain"
"2126"	"n"	"voiced"	"Ne'"	"MGV"	"prep."	"SITU.MOD"	"below, beneath, under"
"2127"	"n"	"voiced"	"Ne'rak"	"MGV"	"adv."	"ACT.CONC.MOD"	"underneath, beneath"
"2128"	"n"	"voiced"	"Ne-kaluk "	"MGV"	"n."	"OBJ.CONC"	"earlobe"
"2129"	"n"	"voiced"	"Ne-kar "	"MGV"	"n."	"OBJ.CONC"	"forearm"
"2130"	"n"	"voiced"	"Ne-koshtri'es "	"MGV"	"n."	"OBJ.CONC"	"ethnicity"
"2131"	"n"	"voiced"	"Ne-koshtri-svitanik "	"MGV"	"adj."	"PROP.CONC"	"ethnocentric"
"2132"	"n"	"voiced"	"Ne-koshtri-tal "	"MGV"	"n."	"OBJ.CONC"	"ethnology"
"2133"	"n"	"voiced"	"Ne-lan "	"MGV"	"n."	"OBJ.CONC"	"cadet, trainee"
"2134"	"n"	"voiced"	"Ne-mal "	"MGV"	"n."	"OBJ.CONC"	"shin"
"2135"	"n"	"voiced"	"Ne-shal "	"MGV"	"n."	"OBJ.CONC"	"basement"
"2136"	"n"	"voiced"	"Ne-tuhlek "	"MGV"	"n."	"OBJ.CONC"	"belly tank"
"2137"	"n"	"voiced"	"Ned "	"MGV"	"n."	"OBJ.CONC"	"dough"
"2138"	"n"	"voiced"	"Nef "	"MGV"	"n."	"OBJ.CONC"	"shelf, terrace"
"2139"	"n"	"voiced"	"Nehau "	"MGV"	"v."	"ACT.CONC"	"decay, rot"
"2140"	"n"	"voiced"	"Nehg "	"MGV"	"n."	"OBJ.CONC"	"belly"
"2141"	"n"	"voiced"	"Nei "	"MGV"	"n."	"OBJ.CONC"	"seed"
"2142"	"n"	"voiced"	"Neikau "	"MGV"	"v."	"ACT.CONC"	"defeat, vanquish"
"2143"	"n"	"voiced"	"Neis-tor "	"MGV"	"v."	"ACT.CONC"	"deplete, use up"
"2144"	"n"	"voiced"	"Nek "	"MGV"	"n."	"OBJ.CONC"	"squad, patrol, scouting party"
"2145"	"n"	"voiced"	"Nekwitaya "	"MGV"	"n."	"OBJ.CONC"	"force"
"2146"	"n"	"voiced"	"Nel-, Nelik "	"MGV"	"adj."	"PROP.CONC"	"main"
"2147"	"n"	"voiced"	"Nel-dath "	"MGV"	"n."	"OBJ.CONC"	"pattern"
"2148"	"n"	"voiced"	"Nelka "	"MGV"	"n."	"OBJ.CONC"	"pedestal, display stand"
"2149"	"n"	"voiced"	"Nem-tor "	"MGV"	"v."	"ACT.CONC"	"take"
"2150"	"n"	"voiced"	"Nemashau "	"MGV"	"v."	"ACT.CONC"	"dehydrate"
"2151"	"n"	"voiced"	"Nemashaya "	"MGV"	"n."	"OBJ.CONC"	"dehydration"
"2152"	"n"	"voiced"	"Nemasu-, Nemasuyik "	"MGV"	"adj."	"PROP.CONC"	"underwater, undersea, submarine, subsea"
"2153"	"n"	"voiced"	"Nemut "	"MGV"	"n."	"OBJ.CONC"	"enemy"
"2154"	"n"	"voiced"	"Nen "	"MGV"	"n."	"OBJ.CONC"	"base, foot, foundation"
"2155"	"n"	"voiced"	"Nen-, Nenik "	"MGV"	"adj."	"PROP.CONC"	"basal, basic, fundamental"
"2156"	"n"	"voiced"	"Nen-dukal "	"MGV"	"n."	"OBJ.CONC"	"baseball (the ball)"
"2157"	"n"	"voiced"	"Nen-dukal-torvukh "	"MGV"	"n."	"OBJ.CONC"	"baseball (the sport)"
"2158"	"n"	"voiced"	"Nen-kas-tukh "	"MGV"	"n."	"OBJ.CONC"	"cellulose"
"2159"	"n"	"voiced"	"Nen-kebi "	"MGV"	"n."	"OBJ.CONC"	"base unit, fundamental unit"
"2160"	"n"	"voiced"	"Nen-pi'gal "	"MGV"	"n."	"OBJ.CONC"	"fundamental particle"
"2161"	"n"	"voiced"	"Nen-shid "	"MGV"	"n."	"OBJ.CONC"	"basic form, fundamental form"
"2162"	"n"	"voiced"	"Nen-shif "	"MGV"	"n."	"OBJ.CONC"	"base pair"
"2163"	"n"	"voiced"	"Nen-tin "	"MGV"	"n."	"OBJ.CONC"	"base level"
"2164"	"n"	"voiced"	"Nen-torektra "	"MGV"	"n."	"OBJ.CONC"	"basic system, fundamental system"
"2165"	"n"	"voiced"	"Nen-travek "	"MGV"	"n."	"OBJ.CONC"	"base group, fundamental group"
"2166"	"n"	"voiced"	"Nen-vukharat "	"MGV"	"n."	"OBJ.CONC"	"base vector"
"2167"	"n"	"voiced"	"Nen-vukhut "	"MGV"	"n."	"OBJ.CONC"	"basal body"
"2168"	"n"	"voiced"	"Nen-vulu "	"MGV"	"n."	"OBJ.CONC"	"base angle"
"2169"	"n"	"voiced"	"Nen-weltralar "	"MGV"	"n."	"OBJ.CONC"	"basal ganglia"
"2170"	"n"	"voiced"	"Nen-zehl "	"MGV"	"n."	"OBJ.CONC"	"baseline"
"2171"	"n"	"voiced"	"Nenam-tor "	"MGV"	"v."	"ACT.CONC"	"to be based on"
"2172"	"n"	"voiced"	"Nenem-tor "	"MGV"	"v."	"ACT.CONC"	"deduct"
"2173"	"n"	"voiced"	"Nenikau "	"MGV"	"v."	"ACT.CONC"	"support"
"2174"	"n"	"voiced"	"Nentu "	"MGV"	"n."	"OBJ.CONC"	"frame"
"2175"	"n"	"voiced"	"Ner-, Nerik "	"MGV"	"n."	"OBJ.CONC"	"dependent"
"2176"	"n"	"voiced"	"Nerau "	"MGV"	"v."	"ACT.CONC"	"depend"
"2177"	"n"	"voiced"	"Nerek|-| "	"MGV"	"adj."	"PROP.CONC"	"dependable"
"2178"	"n"	"voiced"	"Neruk-, Nerukik "	"MGV"	"adj."	"PROP.CONC"	"humble"
"2179"	"n"	"voiced"	"Nes "	"MGV"	"n."	"OBJ.CONC"	"drop (in temperature)"
"2180"	"n"	"voiced"	"Nesh "	"MGV"	"n."	"OBJ.CONC"	"cut"
"2181"	"n"	"voiced"	"Nesh-kur "	"MGV"	"adj."	"PROP.CONC"	"black"
"2182"	"n"	"voiced"	"Nesh-kurau "	"MGV"	"v."	"ACT.CONC"	"blacken"
"2183"	"n"	"voiced"	"Nesh-tor "	"MGV"	"v."	"ACT.CONC"	"cut"
"2184"	"n"	"voiced"	"Nesh-tukh "	"MGV"	"n."	"OBJ.CONC"	"iodine"
"2185"	"n"	"voiced"	"Neshek "	"MGV"	"n."	"OBJ.CONC"	"cutter"
"2186"	"n"	"voiced"	"Neshuhk "	"MGV"	"n."	"OBJ.CONC"	"parasite"
"2187"	"n"	"voiced"	"Net "	"MGV"	"n."	"OBJ.CONC"	"scab"
"2188"	"n"	"voiced"	"Netikidau "	"MGV"	"v."	"ACT.CONC"	"reduce"
"2189"	"n"	"voiced"	"Nev-kur "	"MGV"	"adj."	"PROP.CONC"	"maroon"
"2190"	"n"	"voiced"	"Nevasa"	"anc."	"n."	"OBJ.CONC"	"a name for the Vulcan system's sun"
"2191"	"n"	"voiced"	"Nezhak "	"MGV"	"n."	"OBJ.CONC"	"chaos"
"2192"	"n"	"voiced"	"Ni "	"MGV"	"adv."	"DEG.MOD"	"so, such a"
"2193"	"n"	"voiced"	"Ni-prazh"	"anc."	"n."	"OBJ.CONC"	"stoic, displaying no emotion(s)"
"2194"	"n"	"voiced"	"Nifauli|-| "	"MGV"	"adj."	"PROP.CONC"	"bizarre"
"2195"	"n"	"voiced"	"Niht "	"MGV"	"n."	"OBJ.CONC"	"cousin (general term)"
"2196"	"n"	"voiced"	"Nik'el "	"MGV"	"n."	"OBJ.CONC"	"convoy, caravan"
"2197"	"n"	"voiced"	"Nikh"	"anc."	"n."	"OBJ.CONC"	"eye"
"2198"	"n"	"voiced"	"Nis-tor "	"MGV"	"v."	"ACT.CONC"	"test"
"2199"	"n"	"voiced"	"Nisan "	"MGV"	"n."	"OBJ.CONC"	"test"
"2200"	"n"	"voiced"	"Nisau "	"MGV"	"v."	"ACT.CONC"	"probe, test thoroughly, examine in detail, analyze"
"2201"	"n"	"voiced"	"Nodolaya "	"MGV"	"n."	"OBJ.CONC"	"fixation"
"2202"	"n"	"voiced"	"Nohv "	"MGV"	"n."	"OBJ.CONC"	"meld"
"2203"	"n"	"voiced"	"Nok "	"MGV"	"n."	"OBJ.CONC"	"concrete (material)"
"2204"	"n"	"voiced"	"Nol-tukh "	"MGV"	"n."	"OBJ.CONC"	"carbon"
"2205"	"n"	"voiced"	"Nop "	"MGV"	"n."	"OBJ.CONC"	"card"
"2206"	"n"	"voiced"	"Nosahp "	"MGV"	"n."	"OBJ.CONC"	"amount"
"2207"	"n"	"voiced"	"Nosh "	"MGV"	"n."	"OBJ.CONC"	"state, condition"
"2208"	"n"	"voiced"	"Nosh-nisaklar "	"MGV"	"n."	"OBJ.CONC"	"diagnostics"
"2209"	"n"	"voiced"	"Nosh-satilau "	"MGV"	"v."	"ACT.CONC"	"diagnose"
"2210"	"n"	"voiced"	"Nosh-satilaya "	"MGV"	"n."	"OBJ.CONC"	"diagnosis"
"2211"	"n"	"voiced"	"Nosh-tor "	"MGV"	"v."	"ACT.CONC"	"condition"
"2212"	"n"	"voiced"	"Noshau "	"MGV"	"v."	"ACT.CONC"	"stand (as)"
"2213"	"n"	"voiced"	"Noshek "	"MGV"	"n."	"OBJ.CONC"	"conditioner"
"2214"	"n"	"voiced"	"Noshtra "	"MGV"	"n."	"OBJ.CONC"	"trait, characteristic"
"2215"	"n"	"voiced"	"Nu, Nu' "	"MGV"	"prep."	"SITU.MOD"	"down"
"2216"	"n"	"voiced"	"Nu'le "	"MGV"	"adv."	"ACT.CONC.MOD"	"downwards"
"2217"	"n"	"voiced"	"Nu'ri|-| "	"MGV"	"adj."	"PROP.CONC"	"young"
"2218"	"n"	"voiced"	"Nu-seshan "	"MGV"	"n."	"OBJ.CONC"	"gravity"
"2219"	"n"	"voiced"	"Nu-seshan-svitan "	"MGV"	"n."	"OBJ.CONC"	"center of gravity"
"2220"	"n"	"voiced"	"Nu-tor "	"MGV"	"v."	"ACT.CONC"	"lower"
"2221"	"n"	"voiced"	"Nuf "	"MGV"	"n."	"OBJ.CONC"	"case, event"
"2222"	"n"	"voiced"	"Nufau "	"MGV"	"v."	"ACT.CONC"	"offer"
"2223"	"n"	"voiced"	"Nuh' "	"MGV"	"adv."	"DEG.MOD"	"too"
"2224"	"n"	"voiced"	"Nuhish "	"MGV"	"n."	"OBJ.CONC"	"downward pressure"
"2225"	"n"	"voiced"	"Nuhk|-| "	"MGV"	"adj."	"PROP.CONC"	"courteous"
"2226"	"n"	"voiced"	"Nuhk'es "	"MGV"	"n."	"OBJ.CONC"	"courtesy"
"2227"	"n"	"voiced"	"Nuhs "	"MGV"	"n."	"OBJ.CONC"	"era"
"2228"	"n"	"voiced"	"Nuk|-| "	"MGV"	"adj."	"PROP.CONC"	"low"
"2229"	"n"	"voiced"	"Nuk-ha'gel-, Nuk-ha'gelik "	"MGV"	"adj."	"PROP.CONC"	"dim"
"2230"	"n"	"voiced"	"Nuk-khaf-vihish "	"MGV"	"n."	"OBJ.CONC"	"low blood pressure"
"2231"	"n"	"voiced"	"Nuk-mashen "	"MGV"	"n."	"OBJ.CONC"	"low tide"
"2232"	"n"	"voiced"	"Nuk-tahmoh-, Nuk-tahmohik "	"MGV"	"adj."	"PROP.CONC"	"low resolution"
"2233"	"n"	"voiced"	"Nuk-vihish "	"MGV"	"n."	"OBJ.CONC"	"low pressure"
"2234"	"n"	"voiced"	"Nuk-vikuvtra "	"MGV"	"n."	"OBJ.CONC"	"cay, key, low island"
"2235"	"n"	"voiced"	"Nukh "	"MGV"	"n."	"OBJ.CONC"	"mode"
"2236"	"n"	"voiced"	"Nukuyau "	"MGV"	"v."	"ACT.CONC"	"sit down"
"2237"	"n"	"voiced"	"Nulau "	"MGV"	"v."	"ACT.CONC"	"decrease, diminish, suppress"
"2238"	"n"	"voiced"	"Numo "	"MGV"	"adj."	"PROP.CONC"	"extremely small, microscopic"
"2239"	"n"	"voiced"	"Numo-zan-vel "	"MGV"	"n."	"OBJ.CONC"	"microscope"
"2240"	"n"	"voiced"	"Nunau "	"MGV"	"v."	"ACT.CONC"	"fit"
"2241"	"n"	"voiced"	"Nup "	"MGV"	"n."	"OBJ.CONC"	"fractal"
"2242"	"n"	"voiced"	"Nuralash "	"MGV"	"n."	"OBJ.CONC"	"bass (low frequency sound)"
"2243"	"n"	"voiced"	"Nuralash-aboraya "	"MGV"	"n."	"OBJ.CONC"	"bass boost"
"2244"	"n"	"voiced"	"Nuralash-vakav'es "	"MGV"	"n."	"OBJ.CONC"	"bass frequency"
"2245"	"n"	"voiced"	"Nus "	"MGV"	"n."	"OBJ.CONC"	"parameter"
"2246"	"n"	"voiced"	"Nushau "	"MGV"	"v."	"ACT.CONC"	"collapse"
"2247"	"n"	"voiced"	"Nushaya "	"MGV"	"n."	"OBJ.CONC"	"collapse"
"2248"	"n"	"voiced"	"Nut "	"MGV"	"n."	"OBJ.CONC"	"drop, lowering"
"2249"	"n"	"voiced"	"Nuv-tor "	"MGV"	"v."	"ACT.CONC"	"flutter"
"2250"	"o"	"voiced"	"Odon "	"MGV"	"n."	"OBJ.CONC"	"treasure"
"2251"	"o"	"voiced"	"Odva "	"MGV"	"n."	"OBJ.CONC"	"faith"
"2252"	"o"	"voiced"	"Oekon "	"MGV"	"n."	"OBJ.CONC"	"God, the Supreme Being"
"2253"	"o"	"voiced"	"Ofereiksu "	"MGV"	"n."	"OBJ.CONC"	"the Creator (i.e.God)"
"2254"	"o"	"voiced"	"Og "	"MGV"	"n."	"OBJ.CONC"	"stitch"
"2255"	"o"	"voiced"	"Og-elakh "	"MGV"	"n."	"OBJ.CONC"	"thread"
"2256"	"o"	"voiced"	"Og-lum "	"MGV"	"n."	"OBJ.CONC"	"needle"
"2257"	"o"	"voiced"	"Og-tor "	"MGV"	"v."	"ACT.CONC"	"sew, stitch"
"2258"	"o"	"voiced"	"Ogsu "	"MGV"	"n."	"OBJ.CONC"	"seamster, seamstress (general term)"
"2259"	"o"	"voiced"	"Oh-leh "	"MGV"	"num."	"SELEC.MOD"	"eighty"
"2260"	"o"	"voiced"	"Oh-leh'veh "	"MGV"	"n."	"OBJ.CONC"	"eightieth"
"2261"	"o"	"voiced"	"Oh-lehr-, Oh-leh'rak "	"MGV"	"adj."	"PROP.CONC"	"eightieth"
"2262"	"o"	"voiced"	"Oh|kuh| "	"MGV"	"num."	"SELEC.MOD"	"eight"
"2263"	"o"	"voiced"	"Ohmor "	"MGV"	"n."	"OBJ.CONC"	"epithet"
"2264"	"o"	"voiced"	"Ohorssu "	"MGV"	"n."	"OBJ.CONC"	"knight (Terran)"
"2265"	"o"	"voiced"	"Ok "	"MGV"	"n."	"OBJ.CONC"	"cam"
"2266"	"o"	"voiced"	"Ok-fek "	"MGV"	"n."	"OBJ.CONC"	"camshaft"
"2267"	"o"	"voiced"	"Okenelsu "	"MGV"	"n."	"OBJ.CONC"	"knight (Vulcan)"
"2268"	"o"	"voiced"	"Olau "	"MGV"	"v."	"ACT.CONC"	"feel"
"2269"	"o"	"voiced"	"Oluhk "	"MGV"	"n."	"OBJ.CONC"	"snake"
"2270"	"o"	"voiced"	"On "	"MGV"	"pron."	"SELEC.MOD"	"both"
"2271"	"o"	"voiced"	"Ooch"	"anc."	"n."	"OBJ.CONC"	"wizard"
"2272"	"o"	"voiced"	"Opilsu "	"MGV"	"n."	"OBJ.CONC"	"chef (honoured)"
"2273"	"o"	"voiced"	"Opul-, Opulik "	"MGV"	"adj."	"PROP.CONC"	"aware"
"2274"	"o"	"voiced"	"Oren-tor "	"MGV"	"v."	"ACT.CONC"	"learn"
"2275"	"o"	"voiced"	"Orenau "	"MGV"	"v."	"ACT.CONC"	"study"
"2276"	"o"	"voiced"	"Orensu "	"MGV"	"n."	"OBJ.CONC"	"student, pupil"
"2277"	"o"	"voiced"	"Orenus "	"MGV"	"n."	"OBJ.CONC"	"course (of study)"
"2278"	"o"	"voiced"	"Orfikkel "	"anc."	"n."	"OBJ.CONC"	"ancestors, forebearers, progenitors"
"2279"	"o"	"voiced"	"Ork "	"MGV"	"n."	"OBJ.CONC"	"boom"
"2280"	"o"	"voiced"	"Orn-tukh "	"MGV"	"n."	"OBJ.CONC"	"nickel"
"2281"	"o"	"voiced"	"Orniaga"	"anc."	"adj."	"PROP.CONC"	"irritated"
"2282"	"o"	"voiced"	"Os|-| "	"MGV"	"adj."	"PROP.CONC"	"old, aged"
"2283"	"o"	"voiced"	"Oshi "	"MGV"	"n."	"OBJ.CONC"	"shrine"
"2284"	"o"	"voiced"	"Oshu'a"	"anc."	"n."	"OBJ.CONC"	"mythological volcano spirit"
"2285"	"o"	"voiced"	"Osos'ehtak "	"MGV"	"n."	"OBJ.CONC"	"legend"
"2286"	"o"	"voiced"	"Osos'ehtakan-, Osos'ehtakanik "	"MGV"	"adj."	"PROP.CONC"	"legendary"
"2287"	"o"	"voiced"	"Osu "	"MGV"	"n."	"OBJ.CONC"	"honored person (can be used for 'sir' or 'madam' in context)"
"2288"	"o"	"voiced"	"Ot-lan "	"MGV"	"n."	"OBJ.CONC"	"captain"
