"FRST_LETTER"	"vulcan"	"pronunciation"	"variety"	"pos"	"fse"	"misc"
"2266"	"n"	"Nosh-tor "	NA	"MGV"	"v."	" condition"	""
"2267"	"n"	"Noshau "	NA	"MGV"	"v."	" stand"	"as"
"2268"	"n"	"Noshek "	" '-"	"MGV"	NA	" conditioner"	"device"
"2269"	"n"	"Noshtra "	" '-"	"MGV"	NA	" trait, characteristic"	""
"2270"	"n"	"Nu, Nu' "	NA	"MGV"	NA	" down"	""
"2271"	"n"	"Nu'le "	NA	"MGV"	NA	" downwards"	""
"2272"	"n"	"Nu'ri|-| "	"- '"	"MGV"	"adj."	" young"	""
"2273"	"n"	"Nu-seshan "	NA	"MGV"	NA	" gravity"	""
"2274"	"n"	"Nu-seshan-svitan "	NA	"MGV"	NA	" center of gravity"	""
"2275"	"n"	"Nu-tor "	NA	"MGV"	"v."	" lower"	""
"2276"	"n"	"Nuf "	NA	"MGV"	NA	" case, event"	""
"2277"	"n"	"Nufau "	NA	"MGV"	"v."	" offer"	""
"2278"	"n"	"Nuh' "	NA	"MGV"	NA	" too"	"adv."
"2279"	"n"	"Nuhish "	NA	"MGV"	NA	" downward pressure"	""
"2280"	"n"	"Nuhk|-| "	NA	"MGV"	NA	" courteous"	""
"2281"	"n"	"Nuhk'es "	NA	"MGV"	NA	" courtesy"	""
"2282"	"n"	"Nuhs "	","	"MGV"	NA	" era"	""
"2283"	"n"	"Nuk|-| "	NA	"MGV"	"adj."	" low"	""
"2284"	"n"	"Nuk-ha'gel-, Nuk-ha'gelik "	NA	"MGV"	"adj."	" dim"	""
"2285"	"n"	"Nuk-khaf-vihish "	NA	"MGV"	NA	" low blood pressure"	""
"2286"	"n"	"Nuk-mashen "	NA	"MGV"	NA	" low tide"	""
"2287"	"n"	"Nuk-tahmoh-, Nuk-tahmohik "	NA	"MGV"	"adj."	" low resolution"	""
"2288"	"n"	"Nuk-vihish "	NA	"MGV"	NA	" low pressure"	"meteor."
"2289"	"n"	"Nuk-vikuvtra "	NA	"MGV"	NA	" cay, key, low island"	""
"2290"	"n"	"Nukh "	NA	"MGV"	NA	" mode"	""
"2291"	"n"	"Nukuyau "	""	"MGV"	NA	" '\ "	""
"2292"	"n"	"Nulau "	"- '"	"MGV"	NA	" decrease, diminish, suppress"	""
"2293"	"n"	"Numo "	NA	"MGV"	NA	" extremely small, microscopic"	""
"2294"	"n"	"Numo-zan-vel "	NA	"MGV"	NA	" microscope"	""
"2295"	"n"	"Nunau "	"- '"	"MGV"	"v."	" fit"	""
"2296"	"n"	"Nup "	NA	"MGV"	NA	" fractal"	""
"2297"	"n"	"Nuralash "	NA	"MGV"	NA	" bass"	"low frequency sound"
"2298"	"n"	"Nuralash-aboraya "	NA	"MGV"	NA	" bass boost"	""
"2299"	"n"	"Nuralash-vakav'es "	NA	"MGV"	NA	" bass frequency"	""
"2300"	"n"	"Nus "	NA	"MGV"	NA	" parameter"	""
"2301"	"n"	"Nushau "	"- '"	"MGV"	"v."	" collapse"	""
"2302"	"n"	"Nushaya "	NA	"MGV"	"n."	" collapse"	""
"2303"	"n"	"Nut "	NA	"MGV"	NA	" drop, lowering"	""
"2304"	"n"	"Nuv-tor "	NA	"MGV"	"v."	" flutter"	""
"2305"	"o"	"Odon "	" '-"	"MGV"	"n."	" treasure"	""
"2306"	"o"	"Odva "	" '-"	"MGV"	NA	" faith"	""
"2307"	"o"	"Oekon "	NA	"MGV"	NA	" God, the Supreme Being"	""
"2308"	"o"	"Ofereiksu "	NA	"MGV"	NA	" the Creator,ie.God"	""
"2309"	"o"	"Og "	NA	"MGV"	"n."	" stitch"	""
"2310"	"o"	"Og-elakh "	NA	"MGV"	NA	" thread"	""
"2311"	"o"	"Og-lum "	NA	"MGV"	NA	" needle"	""
"2312"	"o"	"Og-tor "	NA	"MGV"	"v."	" sew, stitch"	""
"2313"	"o"	"Ogsu "	NA	"MGV"	NA	" seamster, seamstress"	"general term"
"2314"	"o"	"Oh-leh "	NA	"MGV"	NA	" eighty"	""
"2315"	"o"	"Oh-leh'veh "	NA	"MGV"	"n."	" eightieth"	""
"2316"	"o"	"Oh-lehr-, Oh-leh'rak "	NA	"MGV"	"adj."	" eightieth"	""
"2317"	"o"	"Oh|kuh| "	NA	"MGV"	NA	" eight"	""
"2318"	"o"	"Ohmor "	" ' _ -"	"MGV"	NA	" epithet"	""
"2319"	"o"	"Ohorssu "	NA	"MGV"	NA	" knight"	"Terran"
"2320"	"o"	"Ok "	NA	"MGV"	NA	" cam"	""
"2321"	"o"	"Ok-fek "	NA	"MGV"	NA	" camshaft"	""
"2322"	"o"	"Okenelsu "	NA	"MGV"	NA	" knight"	"Vulcan"
"2323"	"o"	"Olau "	"- '"	"MGV"	"v."	" feel"	""
"2324"	"o"	"Oluhk "	NA	"MGV"	NA	" snake"	""
"2325"	"o"	"On "	NA	"MGV"	NA	" both"	""
"2326"	"o"	"Ooch"	NA	"anc."	NA	" wizard"	""
"2327"	"o"	"Opilsu "	" '"	"MGV"	NA	"\ "	""
"2328"	"o"	"Opul-, Opulik "	NA	"MGV"	"adj."	" aware"	""
"2329"	"o"	"Oren-tor "	NA	"MGV"	NA	" learn"	""
"2330"	"o"	"Orenau "	""	"MGV"	NA	" '\ "	""
"2331"	"o"	"Orensu "	"- '-"	"MGV"	NA	" student, pupil"	""
"2332"	"o"	"Orenus "	NA	"MGV"	NA	" course "	"of study"
"2333"	"o"	"Orfikkel "	""	"MGV"	NA	" '\"	"anc."
"2334"	"o"	"Ork "	NA	"MGV"	"n."	" boom"	""
"2335"	"o"	"Orn-tukh "	NA	"MGV"	NA	" nickel"	""
"2336"	"o"	"Orniaga"	NA	"anc."	"adj."	" irritated"	""
"2337"	"o"	"Os|-| "	NA	"MGV"	NA	" old, aged"	""
"2338"	"o"	"Oshi "	" '-"	"MGV"	NA	" shrine"	""
"2339"	"o"	"Oshu'a"	NA	"anc."	NA	" mythological volcano spirit"	""
"2340"	"o"	"Osos'ehtak "	NA	"MGV"	NA	" legend"	""
"2341"	"o"	"Osos'ehtakan-, Osos'ehtakanik "	NA	"MGV"	NA	" legendary"	""
"2342"	"o"	"Osu "	" '-"	"MGV"	NA	" honored person"	"can be used for \"sir\" or \"madam\" in context"
"2343"	"o"	"Ot-lan "	NA	"MGV"	NA	" captain"	"army/marines"
"2344"	"o"	"Oub "	NA	"MGV"	NA	" firmament"	""
"2345"	"o"	"Oveh "	" '-_"	"MGV"	NA	" saint"	""
"2346"	"o"	"Ovsotu"	NA	"anc."	"v."	" total"	""
"2347"	"o"	"Ovsotuhl "	NA	"MGV"	"adj."	" complete, total"	""
"2348"	"o"	"Ovsu "	"- '"	"anc."	"n."	" total"	""
"2349"	"o"	"Ovulau "	NA	"MGV"	"v."	" bow"	""
"2350"	"o"	"Oyut "	" '-"	"MGV"	NA	" custom"	""
"2351"	"o"	"Ozh "	NA	"MGV"	"n."	" finger"	""
"2352"	"o"	"Ozh-dukal "	NA	"MGV"	"n."	" fist"	""
"2353"	"o"	"Ozhika "	" '"	"MGV"	NA	"\ "	""
"2354"	"o"	"Ozhikaik "	NA	"MGV"	NA	" logical"	""
"2355"	"p"	"Pa' "	NA	"MGV"	"prep."	" around"	""
"2356"	"p"	"Pa'ash|-| "	"- '"	"MGV"	NA	" flat"	""
"2357"	"p"	"Pa'ash-tor "	NA	"MGV"	NA	" flatten"	""
"2358"	"p"	"Pa'shau "	NA	"MGV"	"v."	" clear"	""
"2359"	"p"	"Pa'tam'al-kelek "	NA	"MGV"	NA	" haunted house"	""
"2360"	"p"	"Pa'tam'au "	NA	"MGV"	"v."	" haunt"	""
"2361"	"p"	"Pa-tukh "	" '-"	"MGV"	NA	" gas"	"etc.;oxygen"
"2362"	"p"	"Pa-tukh-, Pa-tukhik "	NA	"MGV"	NA	" gaseous"	""
"2363"	"p"	"Pabukh-tor "	NA	"MGV"	NA	" forgive"	""
"2364"	"p"	"Pabukhu "	NA	"MGV"	NA	" The Forgiven"	""
"2365"	"p"	"Pach-te"	NA	"NGS"	NA	" ego; strongest of all desires and the root of emotion"	""
"2366"	"p"	"Pada-tor "	NA	"MGV"	NA	" spin/rotate quickly, turn fast"	""
"2367"	"p"	"Padukau "	NA	"MGV"	"v."	" roll"	""
"2368"	"p"	"Pafam|-| "	"- '"	"MGV"	NA	" deficient"	""
"2369"	"p"	"Pagun "	"- '"	"anc."	"n."	" duel"	""
"2370"	"p"	"Pahth "	NA	"MGV"	"n."	" panic"	""
"2371"	"p"	"Pahutau "	NA	"MGV"	NA	" agitate"	""
"2372"	"p"	"Pahz "	NA	"MGV"	NA	" lightning"	""
"2373"	"p"	"Paikau "	NA	"MGV"	"v."	" fluster"	""
"2374"	"p"	"Pailora"	NA	"TGV"	NA	" \"pyllora\", counselor, guide"	""
"2375"	"p"	"Pak "	NA	"MGV"	NA	" loss"	""
"2376"	"p"	"Pak-tor "	NA	"MGV"	NA	" lose"	""
"2377"	"p"	"Pakh "	NA	"MGV"	"n."	" stroke"	""
"2378"	"p"	"Pakhaik "	NA	"MGV"	NA	" regular"	""
"2379"	"p"	"Pakhartau "	NA	"MGV"	NA	" regulate"	""
"2380"	"p"	"Pakik, Pakal-, Pakalik "	" '-"	"MGV"	"adj."	" lost"	""
"2381"	"p"	"Pakuv "	"- '"	"MGV"	"n."	" coil, loop"	""
"2382"	"p"	"Pal "	NA	"MGV"	NA	" age, era"	""
"2383"	"p"	"Palesh-tor "	NA	"MGV"	NA	" endure"	""
"2384"	"p"	"Palikau "	NA	"MGV"	NA	" begin, commence, start"	""
"2385"	"p"	"Palutunau "	NA	"MGV"	NA	" care for, tend, watch over"	""
"2386"	"p"	"Pamashok "	NA	"MGV"	"n."	" dike"	""
"2387"	"p"	"Pamutau "	NA	"MGV"	"v."	" bypass"	""
"2388"	"p"	"Panaz "	"- '"	"MGV"	NA	" fume"	""
"2389"	"p"	"Panu "	" '-"	"MGV"	NA	" world"	""
"2390"	"p"	"Paribau "	NA	"MGV"	NA	" discuss"	""
"2391"	"p"	"Paribaya "	NA	"MGV"	NA	" discussion"	""
"2392"	"p"	"Pas-, Pasik "	NA	"MGV"	"adj."	" dull, blunt"	""
"2393"	"p"	"Pash-tor "	NA	"MGV"	"v."	" trap"	""
"2394"	"p"	"Pashov "	"- '"	"anc."	NA	" dolmen"	""
"2395"	"p"	"Pasu "	" '-"	"MGV"	NA	" table"	""
"2396"	"p"	"Pasutau "	NA	"MGV"	"v."	" camouflage, disguise"	""
"2397"	"p"	"Patal-tor "	NA	"MGV"	NA	" detect"	""
"2398"	"p"	"Patalek "	NA	"MGV"	NA	" detector"	""
"2399"	"p"	"Patalavau "	NA	"MGV"	NA	" appraise, evaluate"	""
"2400"	"p"	"Patalavaya "	NA	"MGV"	NA	" appraisal, evaluation"	""
"2401"	"p"	"Patam "	"- '"	"MGV"	"n."	" head"	""
"2402"	"p"	"Patishal-, Patishalik "	NA	"MGV"	"adj."	" popular"	""
"2403"	"p"	"Patorau "	NA	"MGV"	"v."	" process"	""
"2404"	"p"	"Patra "	" '-"	"MGV"	NA	" pool"	"vehicle;gene"
"2405"	"p"	"Patuhl-tor "	NA	"MGV"	NA	" encase"	""
"2406"	"p"	"Pau "	NA	"MGV"	NA	" corona, halo"	""
"2407"	"p"	"Pauk "	NA	"MGV"	NA	" round"	""
"2408"	"p"	"Pavek "	" '-"	"MGV"	NA	" event"	""
"2409"	"p"	"Pavesh-tor "	NA	"MGV"	NA	" happen, occur"	""
"2410"	"p"	"Pehkau "	NA	"MGV"	"v."	" stop"	""
"2411"	"p"	"Pekh "	""	"MGV"	NA	" feces, dung, excrement, manure"	""
"2412"	"p"	"Pel-tar'uk"	NA	"anc."	NA	" a low shrub which produces small, green, edible berries"	""
"2413"	"p"	"Pelakh "	"- '"	"MGV"	NA	" filament"	""
"2414"	"p"	"Pelal "	"- '"	"MGV"	NA	" robe"	""
"2415"	"p"	"Pen-, Penik "	NA	"MGV"	NA	" short"	""
"2416"	"p"	"Pen-tor "	NA	"MGV"	NA	" shorten, curtail"	""
"2417"	"p"	"Penal-harr "	NA	"MGV"	NA	" bobtail"	""
"2418"	"p"	"Per-ithop"	NA	"anc."	NA	" actor, actress"	""
"2419"	"p"	"Per-tor "	NA	"MGV"	"v."	" act"	""
"2420"	"p"	"Pes-, Pesik "	NA	"MGV"	"adj."	" firm"	""
"2421"	"p"	"Pev "	NA	"MGV"	NA	" mat"	"anc."
"2422"	"p"	"Pi, Pi' "	NA	"MGV"	NA	" small, little"	""
"2423"	"p"	"Pi'dayek "	NA	"MGV"	"n."	" rotor"	""
"2424"	"p"	"Pi'dayek-hashek "	NA	"MGV"	NA	" gyrocopter"	""
"2425"	"p"	"Pi'gal "	" '-"	"MGV"	NA	" particle"	""
"2426"	"p"	"Pi'kahr "	NA	"MGV"	NA	" village, hamlet, settlement"	""
"2427"	"p"	"Pi'lek|-| "	"- '"	"MGV"	NA	" small, little"	"mostly obs.;rare adj."
"2428"	"p"	"Pi'maat "	" '-"	"MGV"	NA	" family"	""
"2429"	"p"	"Pi'mashali "	NA	"MGV"	NA	" boat"	""
"2430"	"p"	"Pi'math "	" '-"	"MGV"	NA	" saucer"	""
"2431"	"p"	"Pi'nafek "	NA	"MGV"	NA	" gland"	"anat."
"2432"	"p"	"Pi'sukhlop "	NA	"MGV"	NA	" figurine, statuette"	""
"2433"	"p"	"Pi'tenkan"	NA	"MGV"	NA	" embryo"	""
"2434"	"p"	"Pi'wakru "	"- '-"	"MGV"	"n."	" minute"	"time"
"2435"	"p"	"Pid|-| "	NA	"MGV"	NA	" high"	""
"2436"	"p"	"Pid-khaf-vihish "	NA	"MGV"	NA	" high blood pressure, hypertension"	""
"2437"	"p"	"Pid-mashen "	NA	"MGV"	NA	" high tide"	""
"2438"	"p"	"Pid-shal|tra| "	NA	"MGV"	NA	" highland"	"s"
"2439"	"p"	"Pid-tahmoh-, Pid-tahmohik "	NA	"MGV"	"adj."	" high resolution"	""
"2440"	"p"	"Pid-vihish "	NA	"MGV"	NA	" high pressure"	"meteor."
"2441"	"p"	"Pidek "	" '-"	"MGV"	NA	" height"	""
"2442"	"p"	"Pidesh "	"- '"	"MGV"	NA	" exert"	"anc."
"2443"	"p"	"Pidvalu "	NA	"MGV"	NA	" hyperbola"	""
"2444"	"p"	"Pih-saya "	NA	"MGV"	NA	" gamma radiation"	""
"2445"	"p"	"Pih-zehllar "	NA	"MGV"	NA	" gamma rays"	""
"2446"	"p"	"Pihl "	NA	"MGV"	NA	" quark"	""
"2447"	"p"	"Pihlora "	"- '-"	"MGV"	NA	" \"pyllora\", counselor, guide"	""
"2448"	"p"	"Pil-tor "	NA	"MGV"	NA	" prepare food "	"for eating"
"2449"	"p"	"Pilash "	"- '"	"MGV"	NA	" river"	""
"2450"	"p"	"Pilsu "	" '-"	"MGV"	NA	" food preparer, \"cook\""	""
"2451"	"p"	"Pim-tukh "	NA	"MGV"	NA	" lithium"	""
"2452"	"p"	"Pinkau "	NA	"MGV"	NA	" earn"	""
"2453"	"p"	"Pishek "	" '-"	"MGV"	NA	" steel"	""
"2454"	"p"	"Pitoh "	" '-"	"MGV"	"n."	" note"	""
"2455"	"p"	"Piyah|-| "	NA	"MGV"	NA	" ripe"	""
"2456"	"p"	"Pla'dor "	NA	"MGV"	"n."	" back"	""
"2457"	"p"	"Pla'rak "	NA	"MGV"	NA	" backward"	"s"
"2458"	"p"	"Pla-kur "	NA	"MGV"	NA	" blue"	""
"2459"	"p"	"Pla-tor "	NA	"MGV"	NA	" back up, to go in reverse"	""
"2460"	"p"	"Pla-tukh "	NA	"MGV"	NA	" cobalt"	""
"2461"	"p"	"Plak-tau"	NA	"anc."	NA	" \"plak tow\", Vulcan \"blood fever\""	""
"2462"	"p"	"Plan "	NA	"MGV"	NA	" backing up, reversal"	""
"2463"	"p"	"Plat "	NA	"MGV"	NA	" spine"	""
"2464"	"p"	"Plathau "	NA	"MGV"	"v."	" consummate"	""
"2465"	"p"	"Plesh-tor "	NA	"MGV"	"v."	" crush"	""
"2466"	"p"	"Pliflau "	"- '"	"MGV"	NA	" condemn"	""
"2467"	"p"	"Plik "	NA	"MGV"	"n."	" advantage"	""
"2468"	"p"	"Plis-tor "	NA	"MGV"	"v."	" glide"	""
"2469"	"p"	"Plisek "	" '-"	"MGV"	NA	" glider"	"aircraft"
"2470"	"p"	"Plokh "	NA	"MGV"	NA	" delusion"	""
"2471"	"p"	"Plom"	NA	"anc."	"n."	" vegetable"	""
"2472"	"p"	"Plom-bah-ker "	NA	"MGV"	NA	" vegetable garden"	""
"2473"	"p"	"Plomik "	" '-"	"MGV"	"adj."	" \"plomeek\", vegetable"	""
"2474"	"p"	"Plomik shur "	NA	"MGV"	NA	" plomeek soup, vegetable soup"	""
"2475"	"p"	"Pluhk "	NA	"MGV"	"n."	" vomit"	""
"2476"	"p"	"Po "	NA	"MGV"	NA	" why"	""
"2477"	"p"	"Po' "	NA	"MGV"	"prep."	" after"	""
"2478"	"p"	"Po-wak "	NA	"MGV"	NA	" aftermath"	""
"2479"	"p"	"Pohl|-| "	NA	"MGV"	NA	" several"	""
"2480"	"p"	"Pohshau "	"_ - '"	"MGV"	NA	" shoot"	""
"2481"	"p"	"Pohshayek "	"_ - '-"	"TGV,LGV"	NA	" firearm, gun"	""
"2482"	"p"	"Pohshek "	" '_ -"	"MGV"	NA	" firearm, gun"	""
"2483"	"p"	"Pok "	NA	"MGV"	NA	" ready"	""
"2484"	"p"	"Pol-tor "	NA	"MGV"	"v."	" fry"	""
"2485"	"p"	"Pon farr"	NA	"anc."	NA	" \"mating time\""	""
"2486"	"p"	"Pon-to-fa"	NA	"anc."	NA	" estrus, \"heat\""	""
"2487"	"p"	"Pon-tor "	NA	"MGV"	"v."	" mate"	""
"2488"	"p"	"Poprah "	NA	"MGV"	NA	" receive"	""
"2489"	"p"	"Poshaht-, Poshahtik "	NA	"MGV"	NA	" eventual"	""
"2490"	"p"	"Potau "	"- '"	"MGV"	"v."	" keep"	""
"2491"	"p"	"Potun-tor "	NA	"MGV"	NA	" sustain"	""
"2492"	"p"	"Praduk "	" '-"	"MGV"	NA	" front"	"meteor."
"2493"	"p"	"Prahk'es "	NA	"MGV"	NA	" ecstasy"	""
"2494"	"p"	"Pral "	NA	"MGV"	NA	" wave"	""
"2495"	"p"	"Prash "	NA	"MGV"	NA	" mucus"	""
"2496"	"p"	"Praskul-, Praskulik "	NA	"MGV"	NA	" flamboyant"	""
"2497"	"p"	"Prel "	NA	"MGV"	NA	" bliss"	""
"2498"	"p"	"Prel-bosh "	NA	"MGV"	NA	" blissful"	""
"2499"	"p"	"Pris-tor "	NA	"MGV"	"v."	" braid"	""
"2500"	"p"	"Psal-tukh "	NA	"MGV"	NA	" strontium"	""
"2501"	"p"	"Psau "	""	"MGV"	NA	" seek"	""
"2502"	"p"	"Pseth|-| "	""	"MGV"	NA	" dry"	""
"2503"	"p"	"Pseth-wak "	NA	"MGV"	NA	" drought"	""
"2504"	"p"	"Pstha "	""	"MGV"	"v."	" search, look for"	""
"2505"	"p"	"Psthan "	NA	"MGV"	"n."	" search, quest"	""
"2506"	"p"	"Pstheran "	" '-"	"MGV"	NA	" clich_"	""
"2507"	"p"	"Pthak "	""	"MGV"	NA	" fear, phobia"	""
"2508"	"p"	"Pu'a "	"- '"	"MGV"	NA	" fairy"	""
"2509"	"p"	"Pu'gal "	" '-"	"MGV"	NA	" baryon"	""
"2510"	"p"	"Pu'olu "	"- '-"	"MGV"	NA	" genie"	""
"2511"	"p"	"Pu'ulidau "	NA	"MGV"	NA	" to be marked"	""
"2512"	"p"	"Pu-tor "	NA	"MGV"	"v."	" clean"	""
"2513"	"p"	"Pudatau "	NA	"MGV"	NA	" to be propelled"	""
"2514"	"p"	"Pudor-tor "	NA	"MGV"	NA	" to be honored"	""
"2515"	"p"	"Pudva-tor "	NA	"MGV"	NA	" to be to believed"	""
"2516"	"p"	"Pudvel-tor "	NA	"MGV"	NA	" to be chosen"	""
"2517"	"p"	"Pufai-tor "	NA	"MGV"	NA	" to be known"	""
"2518"	"p"	"Pufas-tor "	NA	"MGV"	NA	" to be cooked"	""
"2519"	"p"	"Pufulag-tor "	NA	"MGV"	NA	" to be lead"	""
"2520"	"p"	"Puhku "	NA	"MGV"	NA	" amber, succinite"	""
"2521"	"p"	"Puhnk "	NA	"MGV"	NA	" crust"	""
"2522"	"p"	"Puhsh "	","	"MGV"	"n."	" foam, froth, spume"	""
"2523"	"p"	"Puk-tor "	NA	"MGV"	"v."	" fight"	""
"2524"	"p"	"Pukilko-tor "	NA	"MGV"	NA	" to be answered"	""
"2525"	"p"	"Pula'tusa "	NA	"MGV"	NA	" to be mourned"	""
"2526"	"p"	"Pulau "	"- '"	"MGV"	"v."	" reach"	""
"2527"	"p"	"Pulayau "	""	"MGV"	NA	" '\ "	""
"2528"	"p"	"Pulu-kur "	NA	"MGV"	NA	" lavender"	"color"
"2529"	"p"	"Puma "	"- '"	"MGV"	NA	" to be owned"	""
"2530"	"p"	"Pumeskarau "	NA	"MGV"	NA	" to be held"	""
"2531"	"p"	"Puna'shau "	NA	"MGV"	NA	" to be greeted"	""
"2532"	"p"	"Punaf-tor "	NA	"MGV"	NA	" to be linked"	""
"2533"	"p"	"Punar-tor "	NA	"MGV"	NA	" to be accepted"	""
"2534"	"p"	"Punekwitau "	NA	"MGV"	NA	" to be forced"	""
"2535"	"p"	"Pupak-tor "	NA	"MGV"	NA	" to be lost"	""
"2536"	"p"	"Pupol-tor "	NA	"MGV"	NA	" to be fried"	""
"2537"	"p"	"Puragtau "	NA	"MGV"	NA	" to be introduced"	""
"2538"	"p"	"Purubai "	NA	"MGV"	NA	" to be changed"	""
"2539"	"p"	"Pusaganau "	NA	"MGV"	NA	" to be dispersed"	""
"2540"	"p"	"Pushau "	"- '"	"MGV"	NA	" to be broken"	""
"2541"	"p"	"Puskau-tor "	NA	"MGV"	NA	" to be digested"	""
"2542"	"p"	"Puspusau "	NA	"MGV"	NA	" to be launched"	""
"2543"	"p"	"Pustau "	"- '"	"MGV"	NA	" to be killed"	""
"2544"	"p"	"Pusvik-tor "	NA	"MGV"	NA	" to be betrayed"	""
"2545"	"p"	"Putal-tor "	NA	"MGV"	NA	" to be found"	""
"2546"	"p"	"Putan-tor "	NA	"MGV"	NA	" to be given"	""
"2547"	"p"	"Putanovau "	NA	"MGV"	NA	" to be equipped"	""
"2548"	"p"	"Putash-tor "	NA	"MGV"	NA	" to be controlled"	""
"2549"	"p"	"Putaurau "	NA	"MGV"	NA	" to be amazed"	""
"2550"	"p"	"Puterish-tor "	NA	"MGV"	NA	" to be combined"	""
"2551"	"p"	"Putesha "	NA	"MGV"	NA	" to be awed"	""
"2552"	"p"	"Puthakau "	NA	"MGV"	NA	" to be focused"	""
"2553"	"p"	"Puthrap-tor "	NA	"MGV"	NA	" to be offended"	""
"2554"	"p"	"Putrefei "	NA	"MGV"	NA	" to be martyred"	""
"2555"	"p"	"Putumau "	NA	"MGV"	NA	" to be programmed"	""
"2556"	"p"	"Putus-tor "	NA	"MGV"	NA	" to be loaded"	""
"2557"	"p"	"Puv "	NA	"MGV"	NA	" swelling"	""
"2558"	"p"	"Puv-tor "	NA	"MGV"	"v."	" swell"	""
"2559"	"p"	"Puvinem-tor "	NA	"MGV"	NA	" to be assimilated"	""
"2560"	"p"	"Puyem-tor "	NA	"MGV"	NA	" to be fed"	""
"2561"	"p"	"Puyik "	" '-"	"MGV"	"adj."	" clean"	""
"2562"	"p"	"Puzehl-tor "	NA	"MGV"	NA	" to be aligned"	""
"2563"	"p"	"Puzhu-tor "	NA	"MGV"	NA	" to be heard"	""
"2564"	"r"	"Ra "	NA	"MGV"	NA	" what"	""
"2565"	"r"	"Raal "	""	"MGV"	NA	" a region on Vulcan"	""
"2566"	"r"	"Rada-tor "	NA	"MGV"	NA	" spin"	"yarn;a web"
"2567"	"r"	"Radet "	"- '"	"MGV"	NA	" bushing"	"mech."
"2568"	"r"	"Raf-, Rafik "	NA	"MGV"	NA	" electric"	"al"
"2569"	"r"	"Raf-a'rak|-| "	NA	"MGV"	NA	" electropositive"	""
"2570"	"r"	"Raf-ar'kada-, Raf-ar'kadaik "	NA	"MGV"	NA	" electronic"	""
"2571"	"r"	"Raf-ar'kada-dvelek "	NA	"MGV"	NA	" electronic switch"	""
"2572"	"r"	"Raf-ar'kada-ha'wein "	NA	"MGV"	NA	" electronic shutter"	"camera"
"2573"	"r"	"Raf-ar'kada-kahat "	NA	"MGV"	NA	" electronic flash"	""
"2574"	"r"	"Raf-ar'kada-sakat "	NA	"MGV"	NA	" electronic mail "	"e-mail"
"2575"	"r"	"Raf-ar'kada-sutauk "	NA	"MGV"	NA	" electronics bay"	""
"2576"	"r"	"Raf-ar'kada-tash "	NA	"MGV"	NA	" electronic control"	""
"2577"	"r"	"Raf-ar'kada-tehnokatlar "	NA	"MGV"	NA	" electronic countermeasures "	"ECM"
"2578"	"r"	"Raf-ar'kada-tvelkaun "	NA	"MGV"	NA	" electronic tuning"	""
"2579"	"r"	"Raf-ar'kada-vellar "	NA	"MGV"	NA	" electronics"	"equipment"
"2580"	"r"	"Raf-ar'kada-viralashek "	NA	"MGV"	NA	" electronic microphone"	""
"2581"	"r"	"Raf-ar'kada-yonan "	NA	"MGV"	NA	" electronic ignition"	""
"2582"	"r"	"Raf-dataya "	NA	"MGV"	NA	" electric propulsion"	""
"2583"	"r"	"Raf-dvun-nekwitaya "	NA	"MGV"	NA	" electromotive force"	""
"2584"	"r"	"Raf-dvun-tal "	NA	"MGV"	NA	" electrokinetics"	"study"
"2585"	"r"	"Raf-elakh "	NA	"MGV"	NA	" electric"	"al"
"2586"	"r"	"Raf-falek-, Raf-falekik "	NA	"MGV"	NA	" electrothermal"	""
"2587"	"r"	"Raf-gasu "	NA	"MGV"	NA	" electric flux"	""
"2588"	"r"	"Raf-glayek "	NA	"MGV"	NA	" electric eye"	""
"2589"	"r"	"Raf-ha'gelek "	NA	"MGV"	NA	" electric light"	""
"2590"	"r"	"Raf-khrasaya "	NA	"MGV"	NA	" electrical discharge"	""
"2591"	"r"	"Raf-kolaya "	NA	"MGV"	NA	" electric"	"al"
"2592"	"r"	"Raf-kus-vakh "	NA	"MGV"	NA	" electric bell"	""
"2593"	"r"	"Raf-meil-tal "	NA	"MGV"	NA	" electrochemistry"	""
"2594"	"r"	"Raf-mish-tal "	NA	"MGV"	NA	" electrical engineering"	""
"2595"	"r"	"Raf-mishu "	NA	"MGV"	NA	" electric motor"	""
"2596"	"r"	"Raf-nala "	NA	"MGV"	NA	" electrocyte"	""
"2597"	"r"	"Raf-natya-thonek "	NA	"MGV"	NA	" electrometer"	""
"2598"	"r"	"Raf-nifau "	NA	"MGV"	NA	" electrolyze"	""
"2599"	"r"	"Raf-nifaya "	NA	"MGV"	NA	" electrolysis"	""
"2600"	"r"	"Raf-seshan-dvelek "	NA	"MGV"	NA	" electromagnetic switch"	""
"2601"	"r"	"Raf-seshan-ferek "	NA	"MGV"	NA	" electromagnetic generator"	""
"2602"	"r"	"Raf-seshan-kebi "	NA	"MGV"	NA	" electromagnetic unit"	""
"2603"	"r"	"Raf-seshan-pral "	NA	"MGV"	NA	" electromagnetic wave"	""
"2604"	"r"	"Raf-seshan-sagaya "	NA	"MGV"	NA	" electromagnetic pulse "	"EMP"
"2605"	"r"	"Raf-seshan-saya "	NA	"MGV"	NA	" electromagnetic radiation"	""
"2606"	"r"	"Raf-seshan-vel "	NA	"MGV"	NA	" electromagnet"	""
"2607"	"r"	"Raf-seshan-vimevilaya "	NA	"MGV"	NA	" electromagnetic induction"	""
"2608"	"r"	"Raf-seshan-vohrayek "	NA	"MGV"	NA	" electromagnetic brake"	""
