FRST_LETTER	WORD-FSE
f	Food processor -- yem-patorayek
f	Food synthesis unit -- yem-fereik-kebi
f	Fool (n.) -- duhsu
f	Foolery -- duh
f	Foolish -- duh-, duhik
f	Foolishness -- duh'es
f	Foolproof -- vrav-teht
f	Foot -- ash'ya (anc.)
f	"Football (American) -- terai-dukal (the ball); terai-dukal-torvukh (the sport)"
f	"Football (International) -- ash'ya-dukal (the ball); ash'ya-dukal-torvukh (the sport)"
f	Footbridge -- lates-mesut
f	Foothills -- nen-kunellar
f	Footing (eng.) -- ne-nenikayek
f	Footless -- ash'ya-fam-, ash'ya-famik
f	Footpath -- lates-yut
f	Footprint -- ash'yaidar
f	Footwear -- ash'ya-fisai-vel
f	Footwork -- ash'ya-dvuntra
f	For (prep.) -- na'
f	Forage (v.) -- payemulivau
f	Foramen -- sharu
f	Forb -- ri-yarik bar-got
f	Forbid -- zadau
f	Forbidden (adj.) -- zad-, zadik
f	Forbidden zone -- zad-shal
f	Force -- nekwitaya (n.), nekwitau (v.)
f	Force field -- fosh-vunai
f	Force field barrier -- fosh-vunai-foshek
f	Force field generator -- fosh-vunai-ferek
f	Forced, to be -- punekwitau
f	Forceful -- nekwitau-bosh|-|
f	Forceps -- ruskarayek
f	Forcible -- nekwitau-yehat
f	Ford -- masmezh (n.), masmezhau (v.)
f	Fore-and-aft rigged (adj.) -- fa-za-thalvanik
f	Fore-and-aft schooner -- fa-za-thalvanik shar-mashaloli
f	Forearm -- ne-kar (person), khom-kar (quadripedal animal)
f	Forebears -- orfikkel (anc.)
f	Forebrain -- fa-shad
f	Forecast -- fezanikaya (n.), fezanikau (v.)
f	Forecastle, Fore-castle -- fa-kelek
f	Foredeck -- fa-lan-tol
f	Forefather -- orfik-sasu
f	Forefinger -- kehr-ozh
f	"Forefront -- dan-fa-krus (foremost part); dan-fa-shi (foremost place)"
f	Foreground (n.) -- fa-mesu
f	Forehead -- fa-patam
f	Foreign -- k'shatri|-|
f	Foreigner -- k'shatrisu
f	Foreleg -- fa-mal
f	Foreman -- zup-fulagsu
f	Foremast -- faik mashalo-thalv-lap
f	Foremost (adj.) -- dan-fa-, dan-faik
f	Foremother -- orfik-kosu
f	Forename -- wuhr-ahm
f	Forepart -- fa-krus
f	Foreplane -- fa-rala
f	Foresail -- fa-mashalo-thalv
f	Foresee -- fa-glan-tor
f	Foresight -- fa-glan
f	Forest -- laptra
f	Forest fire -- laptra-yon
f	Forest ranger -- laptra-pabelksu
f	Forestay (n.) -- fa-nenikau-elakh
f	Forester -- laptrasu
f	Forestry -- laptra-ek'tal
f	Foretell -- fa'ariben
f	Forever -- ek'wak
f	Forewarn -- fa-vikau
f	Forewing -- fa-rala
f	"Forge (smith) -- zhuk-fasek (n.); zhuk-fas-tor (v.)"
f	Forget -- yen-tor
f	Forgivable -- pabukh-yehat
f	Forgive -- pabukh-tor
f	The Forgiven -- Pabukhu
f	Forgiveness -- pabukh'es
f	Forgotten (adj.) -- yenal-, yenalik
f	Fork (n.) -- snauk
f	"Form -- shid (n.); shidau (v., mold), shidorau (v., create, build)"
f	Formal (adj.) -- hotor-, hotorik
f	Format -- yidor (n.), yidor-tor (v.)
f	"Formation -- shidoraya (creation); shidat (geol.)"
f	Formatting -- yidoran
f	Former -- vesfa-, vesfayik
f	Formless -- shid-fam-, shid-famik
f	Formula -- nik-tok (anc.)
f	Formulate -- nik-tok-tor
f	Fort -- klomya
f	Fortification (structure) -- klomashak, klomya
f	Fortify -- klomash
f	Fortress -- klomak
f	Fortunate (adj.) -- padonrum-, padonrumik
f	Fortune (n.) -- donrumu
f	Fortune-teller -- fa-wak-telvsu
f	"Fortieth -- keh-lehr-, keh-leh'rak (adj.); keh-leh'veh (n.)"
f	"Forty -- keh-leh; keh-leh-"
f	"Forward -- fa-, fayik (adj.); fa'le (adv.)"
f	Forward hatch -- fa-thro-svep
f	Forward motion -- fa'rak-dvunel
f	Forwards -- fa'le, fa'rak
f	"Fossa -- pi'razh (depression, pit); skehl (groove)"
f	Fossette -- pi'razh
f	Fossil -- vesht-ha-kov (TGV), kovalik vesht-ha-vel (MGV)
f	Fossil cast -- vishizhaya t'vesht-ha-vel
f	Fossil fuel -- hal-tukh s'vesht-ha-vellar
f	Fossil impression -- fihishan t'vesht-ha-vel
f	Fossil mold -- kushizh-vel t'vesht-ha-vel
f	Fossil record -- vipladunap t'kovalik vesht-ha-vellar
f	Fossiliferous -- don-ka k'kovalik vesht-ha-vellar
f	Fossilization -- ha-kovaya
f	Fossilize -- ha-kovau
f	"Foul (adj.) -- thruhk|-| (offensive); rislauk (impure); flalik (polluted)"
f	Found (v.) -- afer-tor
f	Found, to be -- putal-tor
f	"Foundation -- nen (base); kel-nen (building); trahkel (establishment/company)"
f	Foundation pile -- |kel-|nen-nefek
f	Foundation stone -- kel-nen-kov
f	"Founder (n.) -- afersu (establisher); vishizhuksu (foundry worker)"
f	Founder (v.) -- ne'hal-tor
f	Foundry -- vishizhukel
f	"Fountain (n.) -- mashulek (decorative); mon-masuyek (drinking); sayumak (spring); shu-pal (source)"
f	Fountainhead (source) -- nen-shu-pal
f	"Four -- keh|kuh|; keh-"
f	Four-wheel-drive (4WD) vehicle -- keh-halek-yeturik hali |4HY-hali|
f	Foursome -- kehek
f	"Fourteen -- leh-keh; leh-keh-"
f	"Fourteenth -- leh-kehr-, leh-keh'rak (adj.); leh-keh'veh (n.)"
f	"Fourth -- kehr-, keh'rak (adj.); keh'veh (n.)"
f	Fovea, Foveola -- pi'razh
f	Fowl (n.) -- kushel
f	Fractal (n.) -- nup
f	Fraction (math.) -- krusek
f	Fracture -- shaya (n.), shau (v.)
f	Fragile -- shau-yehat
f	Fragment -- karf (n.), karfau (v.)
f	Fragmentation -- karfaya
f	Fragrance -- svail
f	Fragrant -- svailik
f	"Frame -- nentu (n.); nentulau (v.)"
f	Framework -- nentu|tra|
f	Francium -- uzh-tukh
f	Franklin -- el-solektra-ma'su |t'Os-Engluhnd|
f	Fraternal twins -- t'dahsular s'natya-yu-murlar
f	Fraternity -- shi'oren-sa-katravek
f	Fraternity house -- kelek t'shi'oren-sa-katravek
f	Fratricide -- kaisu-riyeht-staya
f	Fraud -- tehs
f	Fraudulent -- tehs-bosh|-|
f	Fray (v.) -- shrau
f	Freak (n.) -- rilonsu (sentient), rilonfa (non-sentient)
f	Freak weather -- ritsuri-igen-va
f	Freckle (n.) -- pi'kur-shal
f	"Free -- el-, elik (adj., not bound/liberated); el-tor (v.); rivlitaun-, rivlitaunik (adj., no charge)"
f	Free charge -- el-falun
f	Free electron -- el-u'gal
f	Free radical -- el-galk
f	Free will -- el-dvelan
f	Freeborn -- el-keshtanik
f	Freedom -- el'es
f	Freestyle (adj.) -- el-kuhz-, el-kuhzik
f	Freeway -- rimesal-yut
f	Freeze -- le-sumaya (n.), le-sumau (v.)
f	Freeze-dry (v.) -- pseth-le-sumau
f	Freezer -- le-sumayek
f	Freezing level -- le-sumau-vok
f	Freezing nucleus -- svitan-vel t'le-sumaya
f	Freezing point -- le-sumau-sfek
f	Freight -- tusla
f	Freighter (ship) -- tusla-masu-hali (TGV), tusla-mashali (MGV)
f	"French -- frans-, fransik (adj.); fransei (language)"
f	Frenzy -- wihs
f	Frequency -- vakav'es
f	Frequency band -- vakav'es-zhel
f	Frequency converter -- vakav'es-rushanek
f	Frequency deviation -- vakav'es-tekeret
f	Frequency discriminator -- vakav'es-sakathilayek
f	Frequency distribution -- vakav'es-sagan
f	Frequency doubler -- vakav'es-dahtayek
f	Frequency modulation (FM) -- vakav'es-nakihtilaya |VN|
f	Frequency response -- vakav'es-kesaya
f	Frequency synthesizer -- vakav'es-fereikek
f	Frequency tolerance -- vakav'es-wivel'es
f	Frequent (adj.) -- vakav-, vakavik
f	Fresh (adj.) -- slu-, sluk
f	Freshen -- sluyau
f	Fresher (adj.) -- weh-slu-, weh-sluk
f	Freshest (adj.) -- dan-slu-, dan-sluk
f	"Freshwater -- slor-masu-, slor-masupik (adj.); slor-masu (n.)"
f	Freshwater aquarium -- slor-masupik aluk-kelek
f	Freshwater environment -- slor-masu-ek'sitra
f	Freshwater fish -- slor-masu-aluk
f	Friable -- hag-snaipauk
f	Friar -- el'kontush
f	Friction -- tetalaya
f	Friction clutch -- tetalau-dan-runemek
f	Friction drive -- tetalau-yeturek
f	Friction feed -- tetalau-yemek
f	Friction layer -- tetalau-tin
f	Friday -- Frai'dei
f	Fried, to be -- pupol-tor
f	Frieze (ornamental) -- fanet-zhel
f	"Friend (n.) -- thrah (general); t'hai'la (anc., close/intimate)"
f	Friendly -- thraht-, thrahtik
f	Friendly fire -- sha'vla-pohshaya
f	Friends, to become -- puthrahsau
f	Friendship -- thrah'es
f	Frigate -- ahkhunat-hali
f	Fright -- kolthak
f	Frighten -- koltha
f	Frightened (adj.) -- kolthal-, kolthalik
f	Frill (n.) -- geldrihkonn
f	"Fringe (n.) -- geldel (decorative border); rihk (edge)"
f	Fritter (n., food) -- pol-flikormit
f	From (prep.) -- s'
f	From a long way (off) (prep.) -- kwi'
f	From far away (prep.) -- kwi'
f	Frond -- wehk-mor
f	"Front (n.) -- khom (end); praduk (meteor., ocean.)"
f	Front-end loader -- khom-tusek
f	Frontier -- shalrihk
f	Frontier post -- shalrihk-sunena
f	Frost (n.) -- le-su (anc.)
f	Frost point -- le-su-sfek
f	Frostbite -- le-suma-yontaya
f	Frosty -- le-suyik
f	Froth (n.) -- puhsh
f	Frown -- kwal (n.), kwal-tor (v.)
f	Frozen (adj.) -- le-sumal-, le-sumalik
f	Frozen dew -- le-sumalik asal-masu
f	Fructification -- savasaya
f	Fructify -- savasau
f	Fructose -- savas-slor-tukh
f	Frugivorous -- savas-yokulan-, savas-yokulanik
f	"Fruit -- savas (n.); savasau (v.)"
f	Fruitcake -- savas-keik
f	Fruitful -- savasau-bosh|-|
f	Fruition -- savasau
f	Frustrate -- nafuhlau
f	Frustrated (adj.) -- nafuhlal-, nafuhlalik
f	Frustration -- nafuhlaya
f	Fry (v.) -- pol-tor
f	Fryer (appliance) -- polek
f	Frying pan -- polan-sunil
f	Fuchsia (color) -- ug'gahv-kur
f	Fuel -- hal-tukh (n.), hal-tukhau (v.)
f	Fuel cell -- hal-tukh-kebi
f	Fuel injector -- hal-tukh-vipohshayek
f	Fuel oil -- hal-elmin
f	Fuel pump -- hal-tukh-spol
f	Fuel tank -- hal-tukh-tuhlek
f	Fugacious -- rikwon-, rikwonik
f	Fugitive (n.) -- ak'takitograusu
f	Fulcrum -- snet
f	Full -- bosh|-|
f	Full moon -- bosh-aikum
f	Full speed -- ek'threshan
f	Fully -- elkhrulu
f	Fumarole -- fal-pa-razh
f	Fumble -- zhuglaset (n.), zhuglaset-tor (v.)
f	Fume (n.) -- panaz (pl. panazu)
f	Fumigate -- panapu-tor
f	Fumigation -- panapu
f	"Fun -- mihrsh (n.); mihrsh-bosh|-| (adj.)"
f	"Function (n.) -- |is-|kek (math.); is-lof (use)"
f	Fundamental -- nen-, nenik
f	Fundamental form -- nen-shid
f	Fundamental group -- nen-travek
f	Fundamental particle -- nen-pi'gal
f	Fundamental system -- nen-torektra
f	Fundamental unit -- nen-kebi
f	Fundamentals -- nen-tukh
f	Funds -- donketu
f	Funeral -- mem-lu til-kum (NGS), van-tu t'rom-halan
f	Funeral pyre -- mem-lu-yon
f	Funeral rite -- mem-lu-rah
f	Fundus -- nafek-nen
f	Fungicide -- luk-stau-tukh
f	Fungus -- luk
f	Funnel (n.) -- |vuzh-|woht
f	Funnel cloud -- woht-wan
f	Funny (adj.) -- mihr-, mihrik
f	Fur (n., animal's coat) -- ausachya
f	Fur coat -- ausachya-to-pal
f	Furious -- kiitan-, kiitanik
f	Furl (v.) -- saikorslau
f	Furnace -- yon-falekek
f	Furniture -- kvedular
f	Furuncle -- pi'tak
f	Fury -- kiit
f	Fuscous -- mu-kur
f	"Fuse -- shau-vel (n.); kaunshau (v.)"
f	Fuse box -- shau-vel-natuhn
f	Fuselage -- |hash-vel-|vukh
f	Fusiform -- magu-shidik
f	"Fusion -- nala-kaunshaya (biology); galu-kaunshaya (physics)"
f	Fusion bomb -- galu-kaunshau-thorshek
f	Fusion reaction -- folaya t'galu-kaunshaya
f	Fusion reactor -- galu-kaunshau-folayek
f	Fuss (n.) -- gwugwu
f	Futile -- rinan-, rinanik
f	Futility -- rinan'es
f	Futtock -- tsayik nentu-dohn
f	Future -- fa-wak
f	Futurist -- fa-waksu
f	Fuzz -- zihn
f	Fuzzy -- zih-, zihik
f	Fuzzy logic -- zih-ozhika
g	Gabbro -- ailin-tukh
g	Gabion -- krohk
g	Gable -- an-bet (anc.)
g	Gadget -- zuvel, vel-vel
g	Gadolinium -- tuvar-tukh
g	Gain -- nazh|-kap| (n.), nazh-tor (v.)
g	Gain control (n.) -- nazh-tashek
g	Galactic -- yel-halek-, yel-halekik
g	Galactic circle -- yel-halek-kuv
g	Galactic coordinate -- yel-halekik shi-kethel
g	Galactic noise -- stukh-ralash
g	Galactic plane -- yel-halek-pa'ashtra
g	Galactic rotation -- yel-halek-dan
g	Galaxy -- yel-halek
g	Gale -- karik salan
g	Galena (lead ore) -- ras-kov
g	Gall (n.) -- kastik-puv (bot.), thel'a-zalu-masu (med.)
g	Gall bladder -- thel'a-zalu-nafek
g	Gallant -- karplakik
g	Gallantry -- karplak (anc.)
g	Gallery -- tanaf-shi'gluvaun (place that displays and/or sells art)
g	"Galley -- |hali-|af'tum, fas-kel (kitchen); aski-felal-MH, wehk-fel-MH (ship)"
g	Gallium -- bral-tukh
g	Gallop -- ausahr (n.), ausahr-tor (v.)
g	Gallows -- stageldau-skaf
g	Gallstone -- kov s'thel'a-zalu-nafek
g	Galvanic -- tsautan-, tsautanik
g	Galvanism -- tsautan'es
g	Galvanize -- tsautau
g	Galvanized (adj.) -- tsautal-, tsautalik
g	Gamble -- zhasihaya (n.), zhasihau (v.)
g	Gambler -- zhasihausu
g	Gambling -- zhasihaun
g	Game (n.) -- zhagra
g	Game clock -- zhagra-wak-vel
g	Game show -- zhagra-gluvaya
g	Gamester -- zhagra-mavausu
g	Gamete -- vin-guv-nala
g	Gametocyte -- rivin-guv-nala
g	Gametogenesis -- guv-nala-storaya
g	Gametophyte -- ulef-wakafik kas-guv-nala
g	Gamma radiation -- pih-saya
g	Gamma rays -- pih-zehllar
g	Gamogenesis -- vikantau-kanashivaya
g	Gamophobia -- kun-ut-pthak
g	Gang (n., criminals) -- buhshaya-travek
g	Gang hook -- wehk-kik
g	Gang mold -- zehl-kushizh-vel
g	Gang saw -- zehl-zuneshek
g	Gang switch -- zehl-dvelek
g	Ganglion (nerve) -- weltra
g	Gangplank -- thro-dohn
g	Gangrene (n.) -- nalatra-yem-tevakh
g	Gangway -- thro-yut
g	"Gantry -- zup-thro-kispek (rocketry); torvau-nentu (shipyard); abonentu (support frame)"
g	Gap (n.) -- haf
g	"Garage (n.) -- pi'hali-kel, solektra-hali-kel (where stored); hali-teslau-kel (where repaired)"
g	Garage door opener -- svep-sharushek t'pi'hali-kel
g	Garbage -- guhsh
g	Garbage can -- guhsh-tuhlek
g	Garbage disposal (device) -- guhsh-sashitayek
g	Garbage dump -- yaguhshul
g	Garbage heap -- guhsh-tuh
g	Garbage truck -- guhsh-nahaleshek
g	Garden -- bah-ker (n., anc.), bah-tor (v.)
g	Gardener -- bahsu
g	Gargantuan (adj.) -- masuk, masuk'
g	Gargle (v.) -- snuhglau
g	Gargoyle -- gar'goil (VTW)
g	Garlic -- gar'lihk
g	Garlic bread -- gar'lihk-kap
g	Garlic powder -- gar'lihk-grazhiv
g	Garlic salt -- gar'lihk-alem
g	Garment (n.) -- ain
g	Garnet -- kaht
g	Garret -- kamu-tvi-shal (TGV), kamu-tvihal (MGV)
g	Garrison (n.) -- shi'ask'ersular
g	Garrot -- khluhstau-elakh (n.), khlukhau k'elakh (v.)
g	Garter -- ash'ai-zhel
g	Gas (oxygen, etc.) -- pa-tukh
g	Gas absorption refrigerator -- pa-tukh-viseshauk samek-mish-vel
g	Gas constant -- pa-tukh-ek'kat
g	Gas detector -- pa-tukh-patalek
g	Gas exchange -- pa-tukh-di'kizh
g	Gas flow sensor -- kashek t'pa-tukh-yumaya
g	Gas flow separator -- dahshayek t'pa-tukh-yumaya
g	Gas furnace -- pa-tukhik yon-falekek
g	Gas gangrene -- nalatra-yem-tevakh k'pa-tukh
g	Gas generator -- pa-tukh-ferek
g	Gas grenade -- pa-tukh-thorshek
g	Gas heater -- pa-tukh-falekek
g	Gas lamp -- pa-tukh-yonet
g	Gas mask -- pa-tukh-limein
g	Gas oven -- pa-tukh-fasek
g	Gas pipe -- pa-tukh-mev
g	Gas station -- mahr-kel t'hal-tukh
g	Gas stove -- pa-tukhik fas-kebi
g	Gas turbine -- mor-dayek t'pa-tukh
g	Gas water heater -- pa-tukhik masu-falekek
g	Gaseous -- pa-tukh-, pa-tukhik
g	Gaseous exchange -- pa-tukh-di'kizh, pa'kizh
g	Gaseous-propellant rocket engine -- yon-hashek-mishu t'pa-tukhik datau-tukh
g	Gasification -- napa-tukhaya
g	Gasify -- napa-tukhau
g	Gasket -- fen-tivel
g	Gasoline -- gahso'lin |hal-masu|
g	Gasoline engine -- gahso'lin-mishu |hal-masu-mishu|
g	Gasometer -- pa-tukh-thonek
g	Gasp -- hushaya (n.), hushau (v.)
g	Gastight (adj.) -- pa-tukh-fenk
g	Gastrectomy -- skaun-sa'haf-snem
g	Gastric bypass -- skaun-sa'haf-pamutaya
g	Gastric gland -- skaun-sa'haf-pi'nafek
g	Gastric juice -- skaun-sa'haf-masu
g	Gastric ulcer -- skaun-sa'haf-razhen
g	Gastritis -- skaun-sa'haf-yonshaya
g	Gastroenteritis -- yonshaya t'neik-skaun-ek'ur
g	Gastroenterology -- skaun-ek'ur-tal
g	Gastroesophageal reflux -- pla'yumaya t'skaun-sa'haf-tuhllar
g	Gastrointestinal tract -- neik-skaun-ek'ur
g	Gastrolith -- skaun-sa'haf-kov
g	Gastropod -- ek'ash'yafa
g	Gasworks -- pa-tukh-kebitra
g	Gate (n.) -- temep
g	Gate guard -- temep-klashausu
g	Gate valve -- temep-spunek
g	Gatehouse -- temep-kelek
g	Gatekeeper -- temep-dvinsu
g	Gatepost -- temep-lehk
g	Gateway -- temep-sharu
g	Gather (v.) -- hoknau
g	Gathering -- hoknaya
g	"Gauge (n.) -- mik-yal (device); eik-nuhzhat (gun, train tracks, etc.)"
g	Gauntlet (armor) -- kar-klash
g	Gauze -- has-teretvirish-tukh
g	Gavage -- mev-yeman
g	Gazebo -- guh'zibo |bah-ker-pi'kel|
g	"Gear (n.) -- zud-halek (mech.); tanovau-tukh (supplies); ar'kada-tukh (equipment)"
g	Gearbox -- zud-halek-natuhn
g	Gearing -- zud-halektra
g	Gearshift (n.) -- zud-halek-izayek
g	Geek -- gik|su| (VTW)
g	Geiger counter -- saya-tumek t'Gaiguhr (Earth/Federation), galu-saya-patalek (Vulcan)
g	Gel -- khlup (n.), khlupau (v.)
g	Gelatinous -- khlup-kahk
g	Gem -- ek'zer
g	Gemstone -- ek'zer-kov
g	Gender -- guv
g	Gender identity -- guv-sha'es
g	Gene -- tol
g	Gene flow -- tol-yumaya
g	Gene pool -- tol-patra
g	Gene splicing -- tol-elatersayan
g	Geneologist -- ek'maat-zehl-talsu
g	Geneology -- ek'maat-zehl-tal
g	"General -- pa'es-, paik (adj.); kahr-lan (n., rank)"
g	General adaptation -- pa'es-rubilaya
g	General anesthesia -- ek'kashan-ne-meil
g	General diameter -- pa'es-fna-thon
g	General position -- pa'es-rak
g	General quarters -- torai-lashilar, faukh-lashilar
g	Generalist -- pa'es-ha-vel
g	Generally -- pa'esk
g	Generate -- fer-tor
g	"Generation -- feran (power, etc.); krumaat (step in a family line)"
g	Generation time -- krumaat-wak
g	Generator -- ferek
g	"Genesis -- tveshu (origin); storaya (creation)"
g	Genetic -- tol-, tolik
g	Genetic code -- tol-kiht
g	Genetic disease -- tol-has
g	Genetic diversity -- tol-don-ka'es
g	Genetic engineering -- tol-mish-tal
g	Genetic marker -- tol-ulidek
g	Genetic mutation -- tol-tselaya
g	Genetic polymorphism -- tol-wehk-shid'es
g	Genetic research -- tol-kla-hil
g	Geneticist -- tol-talsu
g	Genetics (study) -- tol-tal
g	Genie -- pu'olu (anc.)
g	Genitalia, External -- si-guv-kruslar
g	Genitalia, Internal -- tvi-guv-kruslar
g	Genius -- kash-mak
g	Genome -- tol-var
g	Genotype -- tol-ves
g	Gentle -- mit-, mitik
g	Gentleman -- rom-sasu
g	Gentler -- weh-mit-, weh-mitik
g	Gentlest -- dan-mit-, dan-mitik
g	Gentlewoman -- rom-kosu
g	Genus -- komak
g	Geochemist -- solektra-meil-talsu
g	Geochemistry -- solektra-meil-tal
g	Geodesic -- skonn-zehlik
g	Geoglyph -- dvunal-kov-tanaf
g	Geographer -- skonn-talsu
g	Geography (study) -- skonn-tal
g	Geohydrologist -- nu'rak-masu-talsu
g	Geohydrology -- nu'rak-masu-tal
g	Geologic time -- solektra-wak
g	Geologic(al) map -- solektra-besan
g	Geologist -- solektra-talsu
g	Geology (study) -- solektra-tal
g	Geomagnetic activity -- solektra-seshan-toran
g	Geomagnetic field -- solektra-seshan-vunai
g	Geomagnetic storm -- solektra-seshan-sahriv
g	Geomagnetism -- solektra-seshan
g	Geometric distribution -- khlop-thon-sagan
g	Geometric sequence -- khlop-thon-zehlanaya
g	Geometric series -- khlop-thon-weizehl
g	Geometry -- khlop-thonik su'us-ek'tal
g	Geomorphology -- solektra-shid-tal
g	Geophysics -- solektra-tor-tal
g	Geophyte -- ne-lesh-kastik
g	Geostationary orbit -- ka-truhkik pa-yut
g	Geosuture -- kovtra-ragel-shal
g	Geosynchronous orbit -- ka-gadik pa-yut
g	Geriatrics -- shakhu-tal
g	Germ -- talvot
g	German -- doich-, doichik (adj.), doich (n., language), doichsu (n., person)
g	German lines -- doich-zehllar
g	German officer -- doich-lansu
g	German soldier -- doich-ask'ersu
g	Germanium -- tovek-tukh
g	Gerontologist -- shakhuvaya-talsu
g	Gerontology -- shakhuvaya-tal
g	Gerund (linguistics) -- torvel-zhit
g	Gestation -- sudef-wak
g	Get -- prah
g	Get away -- sa'leprah
g	Get back -- zaprah
g	Get by -- panavau
g	Getaway -- sa'leprahn
g	Getaway car -- sa'leprah-solektra-hali
g	Geyser -- |fal-|masu-pohshuk
g	Ghost -- tam'a (anc.)
g	Ghost ship -- tam'a-mashali
g	Ghost story -- tam'a-var
g	Ghost town -- ek'trashal-kahr
g	"Giant (n.) -- masuksu (sentient being); masukfa (non-sentient being); masuk'veh (all else)"
g	"Gift -- tan (present); ta'an (very valuable item); ta'akup'es (talent)"
g	Gift shop -- tan-mahr-kel
g	Gifted (talented) -- ta'akupik
g	Gigabyte (GB, Gig) -- moh-feivek
g	Gigahertz (GHz) -- moh-Huhrts
g	Gigantic -- masuk, masuk'
g	Gill -- masu-eshanek
g	"Gimbal -- fandvu (n.); fandvu-tor (v.)"
g	Gimbal lock -- fandvu-klachu
g	Gimmick (n.) -- riri
g	Gingiva -- zud-nalatra
g	Gingivitis -- zud-nalatra-yonshaya
g	Girder -- yuti-|nenikau-|zeh
g	Girl -- ko-kan
g	Girl scout -- ko-kan-skaut
g	Girlfriend -- ko-t'hai'la
g	Girth -- pa-thon
g	Give -- tan-tor
g	Give access (to) -- throks (anc.)
g	Give thanks -- itaren-tan-tor
g	Given, to be -- putan-tor
g	Gizmo -- zuvel, vel-vel
g	Gizzard -- grazhau-sa'haf
g	Glacial (n.) -- le-suma-pal
g	Glacial rebound -- rukhaul s'rasath t'dvun-le-sumatra
g	Glacial striation -- dvun-le-sumatraik zehl-ulidar
g	Glacial valley -- ku-li s'dvun-le-sumatra
g	Glaciation -- ek'le-suma-wein
g	Glacier -- |dvun-|le-sumatra
g	Glaciologist -- le-suma-talsu
g	Glaciology -- le-suma-tal
g	Glad -- shemp-, shempik
g	Gladness -- shemp'es
g	Gland -- pi'nafek
g	"Glass (n.) -- makh (material); mashuyek (container)"
g	Glassblower -- makh-salursu
g	Glasses (spectacles) -- |bezhun-|zaneshu
g	Glassmaker -- makh-zhuksu
g	Glaucoma -- |ritsuri| bezhun-vihish-nosh
g	Glen -- ku-li (anc.)
g	"Glide -- plis (n.); plis-tor (v.)"
g	Glider (aircraft) -- plisek
g	Glider accident -- plisek-kisheya
g	Glimpse -- pizan (n.), pizan-tor (v.)
g	Glitter (v.) -- ug'smarkau
g	Glob -- vihk
g	Global Positioning System (GPS) -- Ek'tra-Shul-Torektra |EShT|
g	Global warming -- ek'tra-lamekhaya
g	"Globe -- ek'tra-dukal (planet); dukal-vel (round device)"
g	Gloom -- munub
g	Gloomy -- munubal-, munubalik
g	Globular cluster -- dukal-yel-travek
g	Glory -- autliva (anc.)
g	Glossalgia -- lahv-kusut
g	Glossary -- zhit-feim
g	Glossitis -- lahv-yonshaya
g	Glottis -- spes-vel
g	Glove (n.) -- el'rukhut
g	Glover -- el'rukhut-torsu
g	Glow -- min (n.), min-tor (v.)
g	Glucose -- nen-slor-tukh
g	Glucosuria -- ritsuri-nosh t'nen-slor-tukh svi'vazh
g	Glue (n.) -- terpayek
g	Glut -- |pid-|mau-tan
g	Gluteus -- pla'krus-dvunek
g	Glutton -- |yem-|mausu
g	Glycosuria -- pid-nosh t'slor-tukh svi'vazh
g	Glyph -- zhiyeh
g	Gnaw (v.) -- zuzeshau
g	Gneiss -- thrakh (anc.)
g	Gnomon -- kruhk
g	Go -- hal-tor
g	Go across -- meshal-tor
g	Go around -- pahal-tor
g	Go away (from), Go out (of) -- sahal-tor
g	Go down -- nuhal-tor
g	Go towards -- nahal-tor
g	Go up -- abuhal-tor
g	Goal -- terai
g	Gobble up (v.) -- epathol-tor
g	Goblet -- monek
g	Goblin (myth.) -- rents (anc.)
g	"God -- ekon (general term); Oekon (supreme being)"
g	Goggles (n.) -- fo-zaneshu
g	Gold (n.) -- kin-tukh
g	Gold coin -- kin-tukh-buhn
g	Gold foil -- kin-tukh-thalv
g	Gold leaf -- kin-tukh-mor
g	Gold mine -- van-razh t'kin-tukh
g	Gold ring -- kin-tukh-mokuv
g	Golden -- kin-kur
g	Goldenrod (color) -- yelas-kur
g	Goldsmith -- kin-tukh-zupsu
g	Golf -- yar-razh-torvukh (n.), yar-razh-dukalau (v.)
g	Golf ball -- yar-razh-dukal
g	Golf cart -- yar-razh-hal
g	Golf club -- yar-razh-fek
g	Golf course -- yar-razh-solaitra
g	Golf shoe -- ash'el t'yar-razh-dukalaya
g	Golfer -- yar-razh-dukalausu
g	Gonad -- guv-nafek
g	Gonadotropin -- dau-tukh t'guv-nafek
g	"Gondola -- gon'dola, ganduhluh (boat); ne-hali-vukh (airship)"
g	Gong (n.) -- kep
g	Good (adj.) -- rom|-|
g	Goofy -- duh-, duhik
g	Googol -- teh-ris-su'us
g	Gorge (geol.) -- spathel
g	"Gorn -- gornar-, gornarik (adj.); gornarsu (being/language)"
g	Gossamer -- tatoza
g	Govern -- spanakau
g	Governess -- ko-kan-palutunausu
g	Government -- spanakhat
g	"Governor -- spanakausu (official); pakhartayek (device)"
g	Gown (n.) -- saikat
g	Grab -- runem (n.), runem-tor (v.)
g	Graben (geol.) -- dvun-zehl-treshaya
g	Grace (n.) -- oyin
g	Graceful -- oyin-bosh
g	Grace note -- oyin-pitoh
g	Gracious -- oyinal-, oyinalik
g	Grade (n., level in school) -- tivad
g	Grade (v., sort) -- tihfelau
g	Gradient -- vulak
g	Graffiti -- buhsh-kras-bikuvan
g	Grain -- yartik (plant), neld (pattern on leather, wood, etc.)
g	Grammar -- zhit-isan
g	Gramophone -- kuvoranik ralash-math-mavayek
g	Granary -- yartik-kel
g	Grand jury -- fik toza-rasathau-travek
