FRST_LETTER	WORD-V
k	Kahn-tor -- boil (v.)
k	Kahnek -- boiler
k	Kahr -- city, town
k	Kahr-lan -- general (officer)
k	Kahs-hir (anc.) -- an ornamental dark stone, usually black
k	Kahs-wan (anc.) -- Vulcan coming-of-age survival test
k	"Kaht -- garnet; cat"
k	Kai -- step, stage (in a process)
k	Kai'tan \  - '  \ (anc.) -- pain and muscle control
k	Kai-ros \ '  -  \ -- children's game similar to hopscotch
k	Kaiden \ '  -  \ -- stairs, staircase, steps
k	"Kaiidth \  - '  \ (NGS) -- ""What is, is"""
k	Kaisu \ '  -  \ -- sibling
k	Kak -- jar (n.)
k	Kakhartau -- guide (v.)
k	Kal-ap-ton (NGS) -- ancient personification of grief
k	Kal-Rekk (NGS) -- Vulcan holiday of atonement and silence
k	Kal-toh \  - '  , - '  \ (NGS) -- a Vulcan logic puzzle
k	Kal-tor \  - '  \ -- allow, let
k	Kala -- thorny plant often used for hedges
k	Kali-tor -- challenge (v.)
k	Kaluk -- ear
k	Kaluk-ek'zerut -- earring
k	Kaluk-kusut -- earache
k	Kaluk-ralashek -- earphone
k	Kaluk-vel -- earpiece
k	Kam-nat \  - '  \ (anc.) -- treason (obs.)
k	Kambus \ '  -  \ -- shingle (n.)
k	Kamu \ '  -  \ -- roof (n.)
k	Kan -- child
k	Kan-palutunausu -- nanny
k	Kan-sorn (NGS) -- a very deep, self-induced, defensive trance
k	Kanok \  - '  \ -- every
k	Kanok-veh -- everyone, everybody
k	Kanok-vel -- everything
k	Kanok-wilat -- everyplace, everywhere
k	Kap -- bread
k	Kapiratau -- discard, throw away, cast away
k	Kapol \  - '  \ -- filter (n.)
k	Kapol-dun -- filter paper
k	Kapol-lantra -- filter bed
k	Kapol-nafek -- kidney
k	Kapol-tor -- filter (v.)
k	Kapol-toran -- filtration
k	Kapol-yokulek -- filter feeder
k	Kapralau -- fluctuate
k	Kapralaya -- fluctuation
k	Kar -- arm (n.)
k	"Kar-an-zhi (NGS) -- ""ka-ranji"", a tall cactus-like Vulcan plant"
k	Kar-nef -- elbow
k	Kar-nik -- wrist
k	Karf -- fragment (n.)
k	Karik -- strong (adj.)
k	"Karil \  - '  \ (NGS) -- ""Kareel"", Winter (season)"
k	Kas'el|-| -- lazy (adj.)
k	Kas-elakh -- vine, tendril
k	Kasa -- a blue-green Vulcan fruit
k	Kash-naf -- mind-link, mind-meld
k	Kash-ral -- sense (n.)
k	Kash-tok -- intelligent
k	Kash-tor -- sense (v.)
k	Kashan -- sensation
k	Kashek \  - '  \ -- (the) mind
k	Kashkau \  - '  \ -- minds (eg. in melding, etc.)
k	Kashovau -- sensitize
k	Kastik \ '  -  \ -- plant (n.)
k	Kastik-goh-yokulsu -- vegetarian
k	Kastik-sokasitausu -- plant cultivator
k	Kastik-yokulfa -- herbivore
k	Kastoral-, Kastoralik -- encouraged (adj.)
k	Kastorau -- encourage
k	Kastoraya -- encouragement
k	Kastorilak -- stimulant (n.)
k	Kastorilal-, Kastorilalik -- stimulated (adj.)
k	Kastorilau -- stimulate
k	Kastorilaya -- stimulation
k	Kastorilayek -- stimulator (device)
k	Kasu \ '  -  \ -- equal (person)
k	Katachik \  - '  -  \ -- aggravated (adj.)
k	Katak \ '  -  \ -- placebo
k	Katau \  - '  \ -- bring
k	Katelau -- mate (v.)
k	Kath-vuk \  - '  \ (anc.) -- syndrome
k	Katra \ '  -  \ -- soul, spirit, essence
k	Katravah-vel -- fellowship
k	Katravahsu -- associate, fellow
k	Katravek \  - '  -  \ -- association
k	Katrom \  - '  \ -- current (elect. & water)
k	Kau -- wisdom
k	Kau-bosh -- wise
k	Kau-leh -- fifty
k	Kau-leh'rak, kau-lehr- -- fiftieth (adj.)
k	Kau-leh'veh -- fiftieth (n.)
k	Kau-tor -- grow or become wise
k	Kauk -- even (adj.)
k	Kau|kuh| -- five
k	Kaul-tukh -- vanadium
k	Kaunshal-, Kaunshalik -- united (adj.)
k	Kaunshal-Teraya t'Ek'tralar (TGV/MGV) -- United Federation of Planets
k	Kaunshau -- to unite
k	Kaunshaya -- unity
k	Ke (TGV) -- that, which, who (not a question word)
k	Ke-ta-yatar (anc.) -- ancient fighting style designed to kill
k	Ke-tarya (anc.) -- an ancient fighting style
k	Kebi \  - '  \ -- unit
k	Kebitra -- facility
k	Kef-, Kefik -- emergency (adj.)
k	Kef-dvelek -- emergency switch
k	Kef-ferek -- emergency generator
k	Kef-fisolekau-mal -- emergency landing leg
k	Kef-ha'kiv-nenikaya -- emergency life support
k	Kef-ifisek -- emergency transporter
k	Kef-kipok -- emergency battery
k	Kef-kluhvau-krau -- emergency flush vent
k	Kef-rishan-tsorayek -- emergency survival compartment
k	Kef-thro-svep -- emergency hatch
k	Kef-tuhlau-vis -- emergency containment grid
k	Kefik has-reh-bikuvsu -- emergency medical hologram (EMH)
k	Kefik tehn-sesh-kwitek -- emergency anti-grav thruster
k	Keh-leh -- forty
k	Keh-leh'rak, keh-lehr- -- fortieth (adj.)
k	Keh-leh'veh -- fortieth (n.)
k	Keh|kuh| -- four
k	Kehr-, Keh'rak -- fourth (adj.)
k	Kei|-| -- fierce
k	Keimen|-| \ '  -  \ (anc.) -- ferocious
k	Kel -- building, structure
k	Kelek \ '  -  \ -- house, dwelling
k	Ken-tor -- understand
k	Kenel \  - '  , '  -  \ -- extinct horse-like Vulcan animal
k	Kenelsu -- kenel-rider
k	Kep -- gong (n.)
k	Kerik \ '  -  \ -- worthy
k	Kes -- arc
k	Kesek \ '  -  \ -- arch
k	Kesazh \  - '  \ -- navel, umbilicus, belly button
k	Keshtan \  - '  \ -- birth
k	Kesik \ '  -  \ -- likely
k	Ket'es -- integrity
k	Kethelvau \  -  - '  \ -- describe
k	Kethtra \ '  -  \ -- lore (n.)
k	Ketilau \  -  - '  \ -- integrate
k	Kevas -- medicinal Vulcan herb
k	Kevetsu \  - '  -   \ -- ambassador
k	Kh'reitekh (NGS) -- region in the northern hemisphere of Vulcan
k	Kha'wal \ '  -  \ -- joke (n.)
k	Khaf -- blood
k	"Khaf-kur -- a green color (lit. ""blood green"")"
k	Khaf-spol -- heart
k	Khaf-tukh -- copper
k	Khar-, Kharik -- direct (adj.)
k	Khara (NGS) -- Vulcan desert bush with edible pulp
k	Kharat \  - '  \ -- direction
k	Kharlah -- route (v.)
k	Kharlahek -- router (electr.)
k	Khart-lan \ '  -  \ -- captain (navy/Starfleet)
k	Khartau \  - '  \ -- command, direct, manage
k	Khat-, Khatik -- grave, serious
k	Khau -- rule (v.)
k	Khav-kur \ '  -  \ -- brown (color)
k	Kheh \ _ \ -- a type of grain
k	Khin -- fame
k	Khinik \ '  -  \ -- famous
k	Khlapau \  - '  \ -- knock (v.)
k	Khlop-thon-, Khlop-thonik -- geometric
k	Khlop-thon-sagan -- geometric distribution
k	Khlop-thon-weizehl -- geometric series
k	Khlop-thon-zehlanaya -- geometric sequence
k	Khlop-thonik su'us-ek'tal -- geometry (study)
k	Khluhkau \  - '  ,  - \ -- choke (v.)
k	Khlup -- gel, jelly
k	Khoken \ '  -  \ -- entrance
k	Khom -- front
k	Khrasau \  - '  \ -- discharge (v.)
k	Khrash -- violence
k	Khrashik \ '  -  \ -- violent
k	Khru -- evening
k	Khru-yem -- supper
k	Khu'rak \ '  -  \ -- south
k	Khu'rak-, Khu'rakik -- southern
k	Khu'raksu -- southerner
k	Khu-she'rak -- southeast
k	Khu-tev'rak -- southwest
k	Khush -- crystal
k	Ki' -- have, has (participial)
k	Ki'an \  - '  \ -- nest (n.)
k	Ki'haf \  - '  \ (anc.) -- basket
k	Ki-fah (anc.) -- lethal self-defense
k	Kid -- feather, plume
k	Kidtra \ '  -  \ -- plumage
k	Kihsev -- pendant
k	Kihsh-kur -- lilac, mauve
k	Kiht -- code (n.)
k	Kiit \  \ -- fury
k	Kik -- hook
k	Kil -- spark (n.)
k	Kil-tor \  - '  \ -- spark (v.)
k	Kil-tukh \ '  -  \ -- flint
k	Kilko|-srashiv| -- answer (n.)
k	Kilko-tor -- answer (v.)
k	Kim-, Kim-shah -- final, last (adj.)
k	Kim-tor -- finalize
k	Kimsu -- finalist
k	Kin-kur -- yellow, golden
k	Kin-tukh \ '  -  \ -- gold (n.)
k	Kinuf \  - '  \ -- date
k	Kipof \  - '  \ -- battery, accumulator
k	Kir'Shara (anc.) -- the ancient repository of Surak's writings
k	Kis-ka -- jealous
k	Kisev -- document
k	Kisheya \  - '  -  \ -- accident
k	Kisu -- member
k	Kitak -- pen (writing)
k	Kitau \  - '  \ -- write
k	Kitausu -- author, scribe, writer
k	Kitek \ '  -  \ -- dirt, silt
k	"Kithara (NGS) -- ""keethara"", a type of block art"
k	Kitok-wilat \  - '    - '  \ -- elsewhere
k	Kitork|-| \ '  -  \ -- dirty
k	Kla-hil-tor -- research (v.)
k	Kla-hilsu -- researcher
k	Kla-min -- fact
k	Klai -- factor
k	Klash -- guard (n., protective item)
k	Klashau -- guard (v.)
k	Klashausu -- guard (n., person)
k	Klau -- harm (v.)
k	Klaya \ '  -  \ -- harm (n.)
k	Klehp -- fjord
k	Klem -- gratitude, thankfulness
k	Klem-bosh -- grateful
k	Klepovau -- shop (v.)
k	Kli -- dart (n.)
k	Klimtau \  - '  \ -- melt (v.)
k	Kling -- no-one, nobody, not one person
k	Kliton \  - '  \ -- arrow
k	Klomak \ '  -  \ (anc.) -- fortress
k	Klon|-| -- smart
k	Klopau -- describe
k	Klosha \  - '  \ -- behave
k	Kloshai \  - '  \ -- behavior
k	Klotau \  - '  \ -- block (v.)
k	Klotaya -- blockage
k	Kluchi \  - '  \ -- object (v.)
k	Kluf -- boot (n.)
k	Klunyau -- ram (v.)
k	Knuk|-| -- lousy
k	Ko-, Koyik -- female (adj.)
k	Ko-eik-te'krusu -- empress
k	Ko-fu \ '  -  \ -- daughter
k	Ko-ka-ashausu -- lesbian (n.)
k	Ko-kai \ '  -  \ -- sister
k	Ko-kan \ '  -  \ -- girl
k	Ko-kelek-han -- prioress
k	Ko-kuk \ '  -  \ -- aunt
k	Ko-mekh \ '  -  \ -- mother
k	Ko-niht \ '  -  \ -- female cousin
k	Ko-Te'kor -- Queen (only in a title or with a proper name)
k	Ko-te'krusu -- queen (general term)
k	Ko-telsu -- wife
k	Kobat|-| \  - '  \ -- weak
k	Kobsu \ '  -  \ -- dwarf (n.)
k	Kodonuhk -- expensive
k	Kogav'es -- femininity
k	Kogav-, Kogavik -- feminine
k	Kohl \ _ ,  \ (anc.) -- emotion-purging mind-exercise
k	Kohl-tor \ _ - '  ,  - \ -- meditate (Vulcan-style)
k	Kohs'es -- sanity
k	Kohs-, Kohsik -- sane (adj.)
k	Kohv-tukh -- quartz
k	Kol -- stew (n.)
k	"Kol-uchang (NGS), kol-ut-shan (anc.) -- the principle of IDIC, literally ""the cornerstone of our beliefs"""
k	Kolaya \  - '  -  \ -- shock (med.)
k	Kolchak \  - '  \ -- flute, piccolo, fife
k	Kolinahr \  -  - '  , - ' ' , - '  \ (anc.) -- highest adult state of mental discipline
k	Komak \ '  -  \ -- genus
k	Komihn|-| \ '  -  \ -- human (adj.)
k	Kon -- worship (n.)
k	Kon-tor -- worship (v.)
k	Konahr (NGS) -- the feeling of being exposed
k	Kopal -- jacket (clothing)
k	Korsau -- save, preserve, conserve
k	Korseivel \  - '  -  \ -- save (by means of)
k	Korsovau \  -  - '  \ -- to be saved spiritually
k	Koshvar \  - '  \ -- disaster
k	Koshtri \  - '  \ -- race, species
k	Kosu -- female, woman (n.)
k	Kosu-has-tal -- gynecology
k	Kosu-hassu -- gynecologist
k	Kov -- rock, stone (as an individual object)
k	Kov-skramsu -- stonecarver
k	Kov-tor -- stone, throw rocks at
k	Kov-tukh -- rock, stone (as a material)
k	Kovau -- turn to stone, fossilize, petrify
k	Kozauk -- specific
k	Kra-tukh -- antimony
k	Kraffaya -- abort (n., rocketry, etc.)
k	"Krahkra (anc.) -- ""It is nothing"""
k	Krahl -- pressure point
k	Kraisek \ '  -  \ -- cage (n.)
k	Krani \ '  -  \ -- window
k	Kras -- paint (n.)
k	Kras-tor -- paint (v.)
k	Krassu \ '  -  \ -- painter
k	Krau -- vent (n.)
k	Kravau -- cheat (v.)
k	Kreila \ '  -  \ -- kreyla (a flat bread-like food)
k	Krein -- canopy (aero.)
k	Krelsh (anc.) -- witch
k	"Krenath \  - '  \ -- ""shamed one""; half-breed, illegitimate child"
k	Kresik \ '  -  \ -- aggressive
k	Krik -- pinch (n.)
k	Krik-tor -- pinch (v.)
k	Kril'es -- harmony
k	Kril-tor -- harmonize
k	Kriltesau -- guess (v.)
k	Krish -- bronze (n.)
k	Kritashsu -- cyborg
k	Kriv -- such
k	Krizhiv \  - '  \ -- clay
k	Kro|-| -- fair (adj.)
k	"Kroikah \ '  - ' , -  \ (anc.) -- ""Kroykah""; ""Be still"", ""Stop"""
k	Krol-tor -- praise (v.)
k	Kronosh \ '  -  \ -- Klingon home world
k	Kropaya -- fantasy
k	Kru -- supervisor
k	Kru'minaakh (anc.) -- appoint
k	Krumaat \  - '  \ -- generation (family)
k	Krup -- boundary
k	Krus -- part, piece, segment, section
k	Krusek \ '  -  \ -- fraction (math.)
k	Kruvek -- sect
k	Ktorr \ R \ (anc.) -- cut off, sever (obs.)
k	Ktorr skann  (anc.) -- the formal cutting of family ties
k	Ku -- palm (hand)
k	"Ku'Vel-bi (NGS) -- ""Place of the Fallen""; medical research complex in the L'langon Mountains"
k	Ku-li \ '  -  \ -- valley
k	Ku-san \  - '  \ -- chair
k	Ku-tor -- sit (v.)
k	Ku-trak \  - '  \ -- cushion (n.)
k	Kudau -- bless
k	Kugau -- commit
k	Kuhku \ '  -  , '  - \ -- pus
k	Kuhlau -- compete
k	Kuhlaya \  - '  -  ,  - \ -- competition
k	Kuhr -- latch (n.)
k	Kuhsh-tor -- beat (v.)
k	Kuht -- herd (n.)
k	Kukev \  - '  \ -- benzene
k	Kulan \ '  -  \ -- helix, spiral
k	Kulauf \  - '  \ -- exception
k	Kum-tor -- catch (v.)
k	Kun-ut (anc.) -- bond-mate, spouse
k	"Kun-ut kali-fi (anc.) -- ritual ""marriage challenge"""
k	"Kun-ut so'lik (anc.) -- ritual ""marriage proposal"""
k	Kunel \  - '  \ -- hill, butte
k	Kunli \ '  -  \ -- happy
k	Kup -- able, can
k	Kur -- color
k	Kur-tor -- color, dye (v.)
k	Kur-tukh -- dye (n.)
k	Kurau -- stain (v.)
k	Kuraya \  - '  -  \ -- stain (n.)
k	Kurek \ '  -  \ -- pigment(ation)
k	Kuriht \  - '  \ -- rash (n.)
k	Kurtra -- spectrum
k	Kurucham \  - '  -  \ -- zombie
k	Kus-tor -- ring (v.)
k	Kus-vakh -- bell
k	Kushel \  - '  \ -- bird, fowl
k	Kushizhau -- mold (v.)
k	Kusilau -- resonate
k	Kusut -- pain (n.)
k	Kutra -- bank (n.)
k	Kuv -- if
k	Kuvish \ '  -  \ -- bearing (mech.)
k	Kuyau -- sit (v.)
k	Kuzhet -- harness (n.)
k	Kveshkau -- taunt (v.)
k	Kvichau -- worry (v.)
k	Kwai -- wild, untamed, undomesticated
k	"Kwal se tu (anc.) -- ""Is that really you?"" (traditional greeting after a long separation)"
k	Kwal-tor -- frown (v.)
k	Kwas-, Kwasik -- meek (adj.)
k	Kwes -- afraid
k	Kwi' -- from a distance
k	Kwi'shoret -- call (to) from far away
k	Kwitau -- push (v.)
k	Kwohk'a \ ' _ -   \ (anc.) -- mythological guardian spirit
k	Kwon-mor-, Kwon-morik -- evergreen (adj.)
k	Kwon-mor-kastik -- evergreen (plant)
k	Kwon-mor-lap -- evergreen (tree)
k	Kwon-mor-laptra -- evergreen forest
k	Kwon-sum \ '  -   \ (anc.) -- always
k	Kwul -- hit, impact, strike (n.)
k	Kwul-razh \ '  -  \ -- (impact) crater
k	Kwul-tor -- hit, impact, strike (v.)
l	L'langon -- a Vulcan mountain range 
l	L'langon-tukh -- krypton
l	La, La' -- here
l	La'ash \  - '  \ (anc.) -- axe
l	La'ka-yehat -- available
l	La'yi \ '  -  \ (anc.) -- a type of rug
l	Lad -- sole (foot)
l	Laf-bosh -- erroneous
l	Laf-glantokaya -- error signal
l	Laf-kiht -- error code
l	Laf-skladan -- error message
l	Laf-tor -- err, make a mistake
l	Laf-tukh -- chlorine
l	Lafosh \  - '  \ -- error, mistake
l	Lafot \  - '  \ -- defect, flaw
l	Lafotik -- defective, faulty, flawed
l	Lag -- gum (n.)
l	Lahrn -- rudder (n.)
l	Lahv -- tongue (n.)
l	"Lairet -- ""lyrette"", type of harp"
l	"Laithuhret -- ""lytherette"", type of harp"
l	Lakh (anc.) -- language (obs.)
l	Lam-tor -- stand (v.)
l	Lamekh|-| \  - '  \ -- warm (adj.)
l	Lan -- rank
l	"Lan-tol \ '  -  \ -- floor, deck; bed (geol.)"
l	Lanet -- bottom (n.)
l	Lanka-gar (NGS) -- a Vulcan nocturnal predatory bird
l	Lansu -- officer
l	Lap -- tree
l	Lap-gel \ '  -  \ -- branch
l	Lap-shal -- woodland
l	Lap-tukh -- timber
l	Lapan -- wood
l	Lapan-skramsu -- woodcarver
l	Lapan-tanaf -- woodcraft
l	Laptra -- forest
l	Lara -- a Vulcan desert bird
l	Lasha \  - '  \ -- arrive
l	Lashan \  - '  \ -- arrival
l	"Lashark (anc.) -- a poetic name for sunrise; lit. ""he who arrives"""
l	Laskat -- depot, station, terminal
l	Lates \ '  -  \ -- walk (n.)
l	Lau|-| -- may, might
l	Lautuv|-| \  - '  \ -- stubborn
l	Laz -- jamb
l	Le-matya \  - '  -  \ (anc.) -- large, venomous Vulcan desert predator
l	Le-su (anc.) -- frost
l	Le-suma \  - '  -  \ (anc.) -- ice (n.)
l	Le-suma-eiktra -- ice shelf
l	Le-suma-haki -- ice hockey
l	Le-suma-marshak -- (ice) floe
l	Le-suma-pal -- ice age
l	Le-suma-tal -- glaciology (study)
l	Lef'es -- texture
l	Leh-dah -- twelve
l	Leh-dah'veh -- twelfth (n.)
l	Leh-dah-tukh -- Seaborgium
l	Leh-dahr-, Leh-dah'rak -- twelfth (adj.)
l	Leh-kau -- fifteen
l	Leh-kau'veh -- fifteenth (n.)
l	Leh-kau-tukh -- Meitnerium
l	Leh-kaur-, Leh-kau'rak -- fifteenth (adj.)
l	Leh-keh -- fourteen
l	Leh-keh'veh -- fourteenth (n.)
l	Leh-keh-tukh -- Hassium
l	Leh-kehr-, Leh-keh'rak -- fourteenth (adj.)
l	Leh-nau -- nineteen
l	Leh-nau'veh -- nineteenth (n.)
l	Leh-naur-, Leh-nau'rak -- nineteenth (adj.)
l	Leh-oh -- eighteen
l	Leh-oh'veh -- eighteenth (n.)
l	Leh-ohr-, Leh-oh'rak -- eighteenth (adj.)
l	Leh-reh -- thirteen
l	Leh-reh'veh -- thirteenth (n.)
l	Leh-reh-tukh -- Bohrium
l	Leh-rehr-, Leh-reh'rak -- thirteenth (adj.)
l	Leh-sheh -- sixteen
l	Leh-sheh'veh -- sixteenth (n.)
l	Leh-shehr-, Leh-sheh'rak -- sixteenth (adj.)
l	Leh-steh -- seventeen
l	Leh-steh'veh -- seventeenth (n.)
l	Leh-stehr-, Leh-steh'rak -- seventeenth (adj.)
l	Leh-tukh -- Rutherfordium
l	Leh-wuh -- eleven
l	Leh-wuh'veh -- eleventh (n.)
l	Leh-wuh-tukh -- Dubnium
l	Leh-wuhr-, Leh-wuh'rak -- eleventh (adj.)
l	Lehk -- post (n.)
l	Leh|kuh| -- ten
l	Lehm-tor -- throw, toss, heave
l	Leipau -- bake
l	Leipausu -- baker
l	Leitri \ '  -  \ -- toy, plaything
l	Lek-tukh -- niobium
l	Lekva \ '  -  \ -- aegis
l	Ler-tukh -- tungsten
l	Lerakh|-| \  - '  \ -- compressed, compacted (adj.)
l	Lerash|-| \  - '  \ -- hard (adj.)
l	Les -- target (n.)
l	Lesek \ '  -  \ -- joint (anat.)
l	Lesh -- bear, carry
l	Lest -- burden (n.)
l	Li-fal \  - '  \ -- example, sample
l	Li-wun \ '  -  \ -- lance (n.)
l	Lihsek -- grommet
l	Limak -- facing (n.)
l	Limein \  - '  \ -- mask (n.)
l	Limuk \  - '  \ -- face
l	Limuk-sazehlanaya -- face-lift (n.)
l	Linisau -- examine
l	Linsu \ '  -  \ -- cynic
l	Lipau -- knife (n.)
l	Lipitah \  -  - ' ' ,  - '  - ' \ (anc.) -- dagger (n.)
l	Lirpa \ '  -  \ (anc.) -- ceremonial weapon with a blade on one end and club on the other
l	Littau \  - '  \ -- quench (v.)
l	Lo'uk \  - '  \ -- great
l	Lof -- reason, purpose
l	Lof-torvauk -- constructive purpose
l	Lograzek -- jail (n.)
l	Lohk (NGS) -- love (n., mostly used poetically in TGV/MGV)
l	Lok -- penis, phallus
l	Los'rak \ '  -  \ -- left (direction)
l	"Loshirak (NGS) -- meditation: ""open posture"""
l	Lu -- when
l	Lufik -- oblique
l	Luhp-, Luhpik -- rude (adj.)
l	Luk -- fungus
l	Lushun \  - '  \ -- torpedo
l	Luvau \  - '  \ -- to yawn
m	Ma -- have, own, possess
m	Ma'os|-| \  - '  \ -- ancient (adj.)
m	Ma-vel \ '  -  \ -- possession (thing)
m	Maat \  \ -- clan, extended family
m	Mabuhl'es -- exuberance
m	Mabuhl-, Mabuhlik -- exuberant
m	Mad -- bracket (n.)
m	Madzh -- plug (n.)
m	Maf -- cry (n.)
m	Maf-tor \  - '  \ -- cry (v.)
m	Mag -- thirst (n.)
m	Magol \  - '  \ (anc.) -- flagon
m	Magu \ '  -  \ -- reel, spindle
m	Magu-shidik -- fusiform, spindle-shaped
m	Mah-tor \ ' - '  ,  - \ -- hammer (v.)
m	Mah-vel \ ' ' -  , '  - \ -- hammer (n.)
m	Mahai \  - '  \ -- seizure, convulsion
m	Mahal-tor -- swim (v.)
m	Mahalovau -- cruise (v.)
m	Mahr-kel \ ' - '  ,  - \ -- shop, store, market
m	Mahr-tor \ ' - '  ,  - \ -- buy, purchase (v.)
m	Mair-, Mairik -- extreme
m	Mair-nuk-vakav'es |MNV| -- extremely low frequency (ELF)
m	Mair-pid-vakav'es |MPV| -- extremely high frequency (EHF)
m	Mak -- joy
m	Makau \  - '  \ -- spell (v.)
m	Makh -- glass
m	Makh-salursu -- glass-blower
m	Makh-zhuksu -- glass-maker
m	Mal -- leg
m	Mal-nef \ '  -  \ -- knee
m	Mal-nik \ '  -  \ -- ankle
m	Malanu \  - '  -  \ -- pants, trousers
m	Malat \  - '  \ -- nature
m	Mamuk \  - '  \ (anc.) -- aid (v.)
m	Man-elakh -- rope
m	Man-tor \  - '  \ -- climb (v.)
m	Map -- fen
m	Marau \  - '  \ -- drift (v.)
m	Maraya -- drift (n.)
m	Markan-, Markanik -- floating (adj.)
m	Markau \  - '  \ -- float (v.)
m	Markaya -- flotation, floating (n.)
m	Markek \ '  -  \ -- float (n.)
m	Markek-sov-hali -- floatplane
m	Markuhsh -- flotsam
m	Marom|-| \  - '  \ -- excellent
m	Marshak \ '  -  \ -- raft (n.)
m	Masayuk -- faucet, tap
m	Mashau \  - '  \ -- water (v.), irrigate
m	Mashayek -- sprinkler
m	Mashek \ '  -  \ -- bottle, flask, canteen, amphora, amp(o)ule
m	Mashen \ '  -  \ -- tide
m	Mashuk \ '  -  \ -- bucket
m	Mashulek \  - '  -  \ -- fountain (decorative)
m	Mashya \ '  -  \ -- a Vulcan tuberous vegetable
m	Masmev -- hose (n.)
m	Masmezh \  - '  \ -- ford (n.)
m	Masmezhau -- ford (v.)
m	Mastevau \  -  - '  \ -- drown
m	Masu \  - '  \ -- water, fluid, liquid
m	Masu'er -- navy
m	Masu'es -- wetness, moisture
m	Masu-hali -- ship, large boat
m	Masu-nakh -- moisture index
m	Masu-razh -- well (n.)
m	Masu-tukh -- hydrogen
m	Masu-ur -- aqueduct
m	Masu-yut -- waterway, canal
m	Masuk, Masuk' \  - '  \ -- enormous, gigantic, gargantuan, huge, mammoth, massive
m	Masumok-tukh -- mercury
m	Masupau \  -  - '  \ -- dampen, moisten, wet
m	Masupik \  - '  -  \ -- damp, moist, wet
m	Masusek \  - '  -  \ -- ewer, pitcher
m	Masusu -- sailor, seaman
m	Masutra \  - '  -  \ -- sea, ocean
m	Masutra-ek'maik -- seaworthy
m	Masutra-eshu'a -- waterspout, marine tornado
m	Masutra-glu-spathel -- ocean trench
m	Masutra-ha-tal -- marine biology
m	Masutra-ha-talsu -- marine biologist
m	Masutra-kunel -- seamount
m	Masutra-mish-tal -- oceanology
m	Masutra-nursu -- mermaid (myth.)
m	Masutra-pa'ash-kunel -- guyot
m	Masutra-pi'salan -- sea breeze
m	Masutra-riflash -- estuary
m	Masutra-sasu -- merman (myth.)
m	Masutra-su'u -- merfolk, merpeople (myth.)
m	Masutra-tal -- oceanography
m	Masutra-tol -- seafloor
m	Masutra-vashraluk -- sea serpent (myth.)
m	Masutraik -- marine, oceanic, pelagic (adj.)
m	Masutral'esk -- sea monster (myth.)
m	Mat -- possession, ownership
m	Math -- plate (n.)
m	Mathra \ '  -  \ -- disc, disk
m	Mathra-glayek -- disk camera
m	Mathra-kapol -- disk filter
m	Mathra-sadan-dahshayek -- disk centrifuge
m	Mathra-spunek -- disk valve
m	Mathra-tuh -- disk pack
m	Mathra-vohrayeklar -- disc brakes
m	Mathra-yeturek -- disc drive
m	Mau -- much
m	Mau-tan \  - '  \ -- excess, plethora, overabundance, glut
m	Maut|-| -- very
m	Maut-klon'es -- brilliance (intelligence)
m	Maut-klonik -- brilliant, very smart
m	Maut-ugel'es -- brilliance (brightness)
m	Maut-ugelik -- brilliant (bright)
m	Mauyik \  - '  \ -- excessive
m	Mavau -- play (v.)
m	Maz -- grain (of sand, etc.)
m	Mazhiv \  - '  \ -- sand(s)
m	Mazhiv-tukh -- silicon
m	Mazhu \  - '  \ -- silica
m	Mehk-tath (anc.) -- an integral part
m	Mehtal-tor -- pass, go past
m	Meil-, Meilik -- chemical (adj.)
m	Meil-folaya -- chemical reaction
m	Meil-lesk -- chemistry set
m	Meil-tal -- chemistry (study)
m	Meil-tel -- chemical bond
m	Meil-tepul -- chemical energy
m	Meil-tukh -- chemical (n.)
m	Meil-vo'ihn -- chemical equation
m	Meilak \ '  -  \ -- (chemical) element
m	Meilaktra \  - '  -  \ -- chemical compound
m	Meilokul \  - '  -  \ -- corrode
m	Meilokulan -- corrosion
m	Mek-tor -- nod (v.)
m	Mekh -- parent (n.)
m	Mekh-tor -- parent (v.)
m	Mekhlar -- parents (general plural or alternatives)
m	Mekhu -- parents (a mother and a father)
m	Men-hil-tor -- investigate
m	Men-hilan -- investigation
m	Men-hilsu -- investigator
m	Menal \  - '  \ -- cliff
m	Mes -- crossing (n., place)
m	Mes' -- across (prep.)
m	Mes-iyula-, Mes-iyulaik -- cross-cultural (adj.)
m	Mes-kahr-, Mes-kahrik -- crosstown (adj.)
m	Mes-katrom -- crosscurrent
m	Mes-nakh-tor -- cross-index (v.)
m	Mes-shasol-, Mes-shasolik -- cross-national (adj.)
m	Mes-solektra-, Mes-solektraik -- cross-country (adj.)
m	Mes-tor -- cross (over), go across
m	Mes-yehat -- crossable
m	Mesah \  - ' ' , - '  \ -- catwalk
m	Mesakh' \  - '  \ -- beyond (prep.)
m	Mesan -- crossing (n., act of going across)
m	Mesh -- shame (n.)
m	Mesk -- case, chest, crate, container, etc.
m	Meskarau -- hold (v.)
m	Mesprah \  - ' ' , - '  \ -- define (v.)
m	Mesprahn -- definition
m	Messau \  - '  \ -- approve
m	Messaya -- approval
m	Mestau -- contact (v.)
m	Mestaya -- contact (n.)
m	Mesukh-tor -- translate
m	Mesut \  - '  \ -- bridge (n.)
m	"Mesya \  - '  \ -- a children's game similar to ""Tag"""
m	Mesyel \  - '  \ -- overhang (n.)
